rcept_no,rcept_dt,stock_code,corp_name,report_nm,event_category,body_format,parsed_effective_date,parsed_suspension_start,parsed_suspension_end,parsed_resumption_date,parsed_resumption_time,date_label_used,raw_text_window,parser_confidence,manual_review_required,parse_status,correction_flag,notes,source_period,parser_version,cached_body_at_run,prior_priority_bucket,is_period_change,correction_pass3_confidence
20111107900526,20111107,037380,에이원마이크로,주권매매거래정지(상장폐지 실질심사 관련),suspension_related,html_inline,2011-11-08,2011-11-08,,,,정지기간,주)에이원마이크로 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2011-11-08 - 나.만료일시 상장폐지 실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제38조의2 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111107900522,20111107,074430,아미노로직스,주권매매거래정지(상장폐지 실질심사 관련),suspension_related,html_inline,2011-11-08,2011-11-08,,,,정지기간,(주)아미노로직스 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2011-11-08 - 나.만료일시 상장폐지 실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제38조의2 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111107900178,20111107,031920,조은저축은행,주권매매거래정지(자본감소),suspension_related,html_inline,2011-11-07,2011-11-07,,,,정지기간,(주)신민상호저축은행 보통주 2.정지사유 자본감소 3.정지기간 가.정지일시 2011-11-07 14:35:00 나.만료일시 장종료시까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제2,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111107900122,20111107,064090,인크레더블버즈,주권매매거래정지(조회공시 신고시한 위반),suspension_related,html_inline,2011-11-07,2011-11-07,,,,정지기간,"바이론 보통주 2.정지사유 조회공시 신고시한 위반 3.정지기간 가.정지일시 2011-11-07 12:00:00 나.만료일시 조회결과 공시후 30분 경과시점까지 단, 1) 공시시점이 정규시장 매매거래개시전인 경우에는 정규시장 매매거래개시점부터",high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111108900386,20111108,092070,디엔에프,주권매매거래정지(무상증자),suspension_related,html_inline,2011-11-08,2011-11-08,,,,정지기간,상종목 (주)디엔에프 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2011-11-08 17:47:00 나.만료일시 장종료시까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제2,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111108900350,20111108,074600,원익QnC,주권매매거래정지(우회상장 여부 및 요건충족확인),suspension_related,html_inline,2011-11-08,2011-11-08,,,,정지기간, 보통주 2.정지사유 우회상장여부 및 요건충족확인 3.정지기간 가.정지일시 2011-11-08 17:20:00 나.만료일시 우회상장 여부 통지일까지 4.근거규정 코스닥시장상장규정 제29조 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111108900144,20111108,066690,보광티에스,주권매매거래정지(영업양수도),suspension_related,html_inline,2011-11-08,2011-11-08,,,,정지기간,목 (주)보광티에스 보통주 2.정지사유 영업양수도 3.정지기간 가.정지일시 2011-11-08 14:18:00 나.만료일시 장종료시까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제2,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111109900383,20111109,065310,더스텔라,주권매매거래정지(투자자 보호),suspension_related,html_inline,2011-11-09,2011-11-09,,,,정지기간,(주)디테크놀로지 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2011-11-09 17:52:00 나.만료일시 상장폐지실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제29조 및 동규정시행세칙 제29조 5.기타,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111109900029,20111109,050050,유아이에너지,주권매매거래정지,suspension_related,html_inline,2011-11-09,2011-11-09,,,,정지기간,"이에너지 보통주 2.정지사유 풍문 또는 보도 관련 3.정지기간 가.정지일시 2011-11-09 08:55:00 나.만료일시 조회결과 공시후 30분 경과시점까지 단, 1) 공시시점이 정규시장 매매거래개시전인 경우에는 정규시장 매매거래개시점부터",high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111111900590,20111111,065180,해피드림,주권매매거래정지(상장폐지 실질심사 관련),suspension_related,html_inline,2011-11-11,2011-11-11,,,,정지기간, (주)피에스앤지 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2011-11-11 17:28:00 나.만료일시 상장폐지 실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제38조의2 및 동규정시행세칙 제29조 5,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111111900014,20111111,066690,보광티에스,주권매매거래정지,suspension_related,html_inline,2011-11-11,2011-11-11,,,,정지기간, 보통주 2.정지사유 우회상장여부 및 요건충족확인 3.정지기간 가.정지일시 2011-11-11 09:01:00 나.만료일시 우회상장여부 통지일까지 4.근거규정 코스닥시장상장규정 제29조 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111114901473,20111114,052350,코아에스앤아이,주권매매거래정지(무상증자),suspension_related,html_inline,2011-11-14,2011-11-14,,,,정지기간, (주)코아에스앤아이 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2011-11-14 16:51:00 나.만료일시 장종료시까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제2,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111116900100,20111116,060590,씨티씨바이오,주권매매거래정지(무상증자),suspension_related,html_inline,2011-11-16,2011-11-16,,,,정지기간,목 (주)씨티씨바이오 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2011-11-16 13:36:00 나.만료일시 매매거래 정지시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111117900238,20111117,053040,블루젬디앤씨,주권매매거래정지,suspension_related,html_inline,2011-11-17,2011-11-17,,,,정지기간,"젬디앤씨 보통주 2.정지사유 풍문 또는 보도 관련 3.정지기간 가.정지일시 2011-11-17 16:20:00 나.만료일시 조회결과 공시후 30분 경과시점까지 단, 1) 공시시점이 정규시장 매매거래개시전인 경우에는 정규시장 매매거래개시점부터",high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111117900085,20111117,060230,제이케이시냅스,주권매매거래정지,suspension_related,html_inline,2011-11-17,2011-11-17,,,,정지기간,종목 (주)이그잭스 보통주 2.정지사유 영업양수도 3.정지기간 가.정지일시 2011-11-17 12:59:00 나.만료일시 매매거래 정지시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111118900432,20111118,045470,에이프로테크놀로지,주권매매거래정지(불성실공시법인 지정),suspension_related,html_inline,2011-11-21,2011-11-21,,,,정지기간,테크놀로지 보통주 2.정지사유 불성실공시법인 지정 3.정지기간 가.정지일시 2011-11-21 - 나.만료일시 2011-11-21 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제26조의,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111118900367,20111118,018120,진로발효,주권매매거래정지,suspension_related,html_inline,2011-11-18,2011-11-18,,,,정지기간,상종목 (주)진로발효 보통주 2.정지사유 자본감소 3.정지기간 가.정지일시 2011-11-18 17:01:00 나.만료일시 장종료시까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제2,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111118900089,20111118,088960,씨티엘테크,기타시장안내(상장폐지 실질심사관련 매매거래정지 안내),suspension_related,html_inline,,,,,,,,low,True,no_label_match,False,no Korean date label matched,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111118900082,20111118,088960,씨티엘테크,주권매매거래정지(투자자 보호),suspension_related,html_inline,2011-11-18,2011-11-18,,,,정지기간, (주)씨티엘테크 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2011-11-18 11:20:00 나.만료일시 상장폐지 실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제38조의2 및 동규정시행세칙 제29조 5,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111121900311,20111121,002670,미주제강,주권매매거래정지(자본감소),suspension_related,html_inline,2011-11-21,2011-11-21,,,,정지기간,상종목 미주제강(주) 보통주 2.정지사유 자본감소 3.정지기간 가.정지일시 2011-11-21 16:55:00 나.만료일시 장종료시까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제2,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111121900086,20111121,015390,엘앤씨피,주권매매거래정지(풍문 또는 보도 관련),suspension_related,html_inline,2011-11-21,2011-11-21,,,,정지기간,"엘앤씨피 보통주 2.정지사유 풍문 또는 보도 관련 3.정지기간 가.정지일시 2011-11-21 11:18:00 나.만료일시 조회결과 공시후 30분 경과시점까지 단, 1) 공시시점이 정규시장 매매거래개시전인 경우에는 정규시장 매매거래개시점부터",high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111123900227,20111123,025970,알덱스,주권매매거래정지(구주권 제출),suspension_related,html_inline,2011-11-28,2011-11-28,,,,정지기간,종목 (주)알덱스 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-11-28 - 나.만료일시 신주권 변경상장일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111123900101,20111123,089030,테크윙,주권매매거래정지(무상증자),suspension_related,html_inline,2011-11-23,2011-11-23,,,,정지기간,대상종목 (주)테크윙 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2011-11-23 14:25:00 나.만료일시 장종료시까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제2,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111124900191,20111124,054120,더체인지,주권매매거래정지(구주권 제출),suspension_related,html_inline,2011-11-29,2011-11-29,,,,정지기간, (주)더 체인지 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-11-29 - 나.만료일시 신주권 변경상장일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111124900143,20111124,090090,디앤샵,주권매매거래정지(구주권제출),suspension_related,html_inline,2011-11-29,2011-11-29,,,,정지기간,종목 (주)디앤샵 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-11-29 - 나.만료일시 상장폐지일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111124900125,20111124,090090,디앤샵,기타경영사항(자율공시)(합병 관련 합병 주식교부 예정일 및 매매거래 정지 예정 기간 안내),suspension_related,html_inline,,,,,,,,low,True,no_label_match,False,no Korean date label matched,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111125900240,20111125,045470,에이프로테크놀로지,주권매매거래정지(구주권 제출),suspension_related,html_inline,2011-11-30,2011-11-30,,,,정지기간,에이프로테크놀로지 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-11-30 - 나.만료일시 신주권 변경상장일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 구주권 제출사유 : 자본감소,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111128900352,20111128,025900,동화기업,주권매매거래정지(우회상장여부 및 요건충족확인),suspension_related,html_inline,2011-11-28,2011-11-28,,,,정지기간, 보통주 2.정지사유 우회상장여부 및 요건충족확인 3.정지기간 가.정지일시 2011-11-28 17:46:00 나.만료일시 우회상장 여부 통지일까지 4.근거규정 코스닥시장상장규정 제29조 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111130900525,20111130,050470,씨티앤티,주권매매거래정지(풍문 또는 보도 관련),suspension_related,html_inline,2011-11-30,2011-11-30,,,,정지기간,"씨티앤티 보통주 2.정지사유 풍문 또는 보도 관련 3.정지기간 가.정지일시 2011-11-30 17:42:00 나.만료일시 조회결과 공시후 30분 경과시점까지 단, 1) 공시시점이 정규시장 매매거래개시전인 경우에는 정규시장 매매거래개시점부터",high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111130900520,20111130,094700,미성포리테크,주권매매거래정지(회생절차개시신청),suspension_related,html_inline,2011-11-30,2011-11-30,,,,정지기간,")미성포리테크 보통주 2.정지사유 회생절차개시신청 3.정지기간 가.정지일시 2011-11-30 17:40:00 나.만료일시 회생절차개시 결정일까지 다만, 공익과 투자자보호를 위해 정지기간 연장 가능 4.근거규정 코스닥시장상장규정 제29조 및",high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111130900099,20111130,139050,비에프랩스,주권매매거래정지(무상증자),suspension_related,html_inline,2011-11-30,2011-11-30,,,,정지기간,.대상종목 (주)경봉 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2011-11-30 13:22:00 나.만료일시 매매거래 정지시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111202900485,20111202,051170,썬코어,주권매매거래정지(불성실공시법인 지정),suspension_related,html_inline,2011-12-05,2011-12-05,,,,정지기간,(주)루보 보통주 2.정지사유 불성실공시법인 지정 3.정지기간 가.정지일시 2011-12-05 - 나.만료일시 2011-12-05 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111205900006,20111205,037320,시노펙스그린테크,주권매매거래정지,suspension_related,html_inline,2011-12-05,2011-12-05,,,,정지기간,목 (주)시노펙스그린테크 보통주 2.정지사유 합병 3.정지기간 가.정지일시 2011-12-05 07:09:00 나.만료일시 정규시장 매매거래 개시시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111205900005,20111205,025320,시노펙스,주권매매거래정지(우회상장여부 및 요건충족확인),suspension_related,html_inline,2011-12-05,2011-12-05,,,,정지기간, 보통주 2.정지사유 우회상장여부 및 요건충족확인 3.정지기간 가.정지일시 2011-12-05 07:09:00 나.만료일시 우회상장여부 통지일까지 4.근거규정 코스닥시장상장규정 제29조 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111207900392,20111207,042110,에스씨디,주권매매거래정지,suspension_related,html_inline,2011-12-08,2011-12-08,,,,정지기간,목 (주)에스씨디 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2011-12-08 - 나.만료일시 상장폐지실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제29조 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111207900393,20111207,030520,한글과컴퓨터,주권매매거래정지,suspension_related,html_inline,2011-12-08,2011-12-08,,,,정지기간,(주)한글과컴퓨터 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2011-12-08 - 나.만료일시 상장폐지실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제29조 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111213900431,20111213,046440,KG파이낸셜,주권매매거래정지(우회상장여부 및 요건충족확인),suspension_related,html_inline,2011-12-13,2011-12-13,,,,정지기간, 보통주 2.정지사유 우회상장여부 및 요건충족확인 3.정지기간 가.정지일시 2011-12-13 17:08:00 나.만료일시 우회상장 여부 통지일까지 4.근거규정 코스닥시장상장규정 제29조 및 동규정시행세칙 제29조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111213900267,20111213,048410,현대바이오,주권매매거래정지(구주권제출),suspension_related,html_inline,2011-12-16,2011-12-16,,,,정지기간, 현대아이티(주) 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-12-16 - 나.만료일시 신주권 변경상장일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 구주권 제출사유 : 자본감소,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111213900088,20111213,126600,BGF에코머티리얼즈,주권매매거래정지(무상증자),suspension_related,html_inline,2011-12-13,2011-12-13,,,,정지기간,대상종목 (주)코프라 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2011-12-13 11:05:00 나.만료일시 매매거래 정지시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111215900010,20111215,052350,코아에스앤아이,주권매매거래정지(상장폐지 실질심사 관련),suspension_related,html_inline,2011-12-15,2011-12-15,,,,정지기간,주)코아에스앤아이 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2011-12-15 08:53:00 나.만료일시 상장폐지 실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제38조의2 및 동규정시행세칙 제29조 5,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111216900665,20111216,040740,아인스엠앤엠,주권매매거래정지(구주권 제출),suspension_related,html_inline,2011-12-21,2011-12-21,,,,정지기간,(주)아인스엠앤엠 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-12-21 - 나.만료일시 신주권 변경상장일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 구주권 제출사유 : 자본감소,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111219900396,20111219,031920,조은저축은행,주권매매거래정지(구주권 제출),suspension_related,html_inline,2011-12-22,2011-12-22,,,,정지기간,)신민상호저축은행 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-12-22 - 나.만료일시 신주권 변경상장일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 -,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111219900251,20111219,015390,엘앤씨피,주권매매거래정지(풍문 또는 보도 관련),suspension_related,html_inline,2011-12-19,2011-12-19,,,,정지기간,"엘앤씨피 보통주 2.정지사유 풍문 또는 보도 관련 3.정지기간 가.정지일시 2011-12-19 16:34:00 나.만료일시 조회결과 공시후 30분 경과시점까지 단, 1) 공시시점이 정규시장 매매거래개시전인 경우에는 정규시장 매매거래개시점부터",high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111222900083,20111222,134060,이퓨쳐,주권매매거래정지(무상증자),suspension_related,html_inline,2011-12-22,2011-12-22,,,,정지기간,대상종목 (주)이퓨쳐 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2011-12-22 13:23:00 나.만료일시 매매거래 정지시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111223900334,20111223,032930,에이스앤파트너스,주권매매거래정지(구주권 제출),suspension_related,html_inline,2011-12-28,2011-12-28,,,,정지기간,이스 앤 파트너스 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-12-28 - 나.만료일시 신주권 변경상장일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 구주권 제출사유 : 피흡수 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20111223900331,20111223,030960,양지사,주권매매거래정지(구주권 제출),suspension_related,html_inline,2011-12-28,2011-12-28,,,,정지기간,종목 (주)양지사 보통주 2.정지사유 구주권 제출 3.정지기간 가.정지일시 2011-12-28 - 나.만료일시 신주권 변경상장일 전일까지 4.근거규정 코스닥시장업무규정 제25조 및 동규정시행세칙 제30조 5.기타 구주권 제출사유 : 주식분할,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120102900040,20120102,048770,TPC로보틱스,주권매매거래정지(무상증자),suspension_related,html_inline,2012-01-02,2012-01-02,,,,정지기간,주)티피씨메카트로닉스 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2012-01-02 10:40:00 나.만료일시 매매거래 정지시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120103900039,20120103,097780,에코볼트,주권매매거래정지(무상증자),suspension_related,html_inline,2012-01-03,2012-01-03,,,,정지기간,대상종목 에스맥(주) 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2012-01-03 09:54:00 나.만료일시 매매거래 정지시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120113900388,20120113,013780,아큐텍,주권매매거래정지(불성실공시법인 지정),suspension_related,html_inline,2012-01-16,2012-01-16,,,,정지기간,주)아큐텍 보통주 2.정지사유 불성실공시법인 지정 3.정지기간 가.정지일시 2012-01-16 - 나.만료일시 2012-01-16 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제26조의,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120113900367,20120113,037240,평안물산,주권매매거래정지,suspension_related,html_inline,2012-01-16,2012-01-16,,,,정지기간,물산(주) 보통주 2.정지사유 불성실공시법인 지정 3.정지기간 가.정지일시 2012-01-16 - 나.만료일시 2012-01-16 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제26조의,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120116900018,20120116,122870,와이지엔터테인먼트,주권매매거래정지(무상증자),suspension_related,html_inline,2012-01-16,2012-01-16,,,,정지기간,주)와이지엔터테인먼트 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2012-01-16 09:20:00 나.만료일시 매매거래 정지시점부터 30분 경과시점까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 ,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120117900138,20120117,037240,평안물산,주권매매거래정지(풍문 또는 보도 관련),suspension_related,html_inline,2012-01-17,2012-01-17,,,,정지기간,"산(주) 보통주 2.정지사유 풍문 또는 보도 관련 3.정지기간 가.정지일시 2012-01-17 15:20:00 나.만료일시 조회결과 공시후 30분 경과시점까지 단, 1) 공시시점이 정규시장 매매거래개시전인 경우에는 정규시장 매매거래개시점부터",high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120118900240,20120118,037240,평안물산,기타시장안내(영업정지설 관련 미확정공시에 따른 매매거래정지 계속),suspension_related,html_inline,,,,,,,,low,True,no_label_match,False,no Korean date label matched,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120119900356,20120119,051170,썬코어,주권매매거래정지(불성실공시법인 지정),suspension_related,html_inline,2012-01-20,2012-01-20,,,,정지기간,(주)루보 보통주 2.정지사유 불성실공시법인 지정 3.정지기간 가.정지일시 2012-01-20 - 나.만료일시 2012-01-20 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제26조의,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120120900228,20120120,117670,알파칩스,주권매매거래정지(무상증자),suspension_related,html_inline,2012-01-20,2012-01-20,,,,정지기간,상종목 (주)알파칩스 보통주 2.정지사유 무상증자 3.정지기간 가.정지일시 2012-01-20 15:36:00 나.만료일시 장종료시까지 4.근거규정 코스닥시장공시규정 제37조 및 동규정시행세칙 제18조 5.기타 코스닥시장업무규정시행세칙 제2,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120125900076,20120125,047730,텔라움,기타시장안내(상장폐지 실질심사관련 매매거래정지 안내),suspension_related,html_inline,,,,,,,,low,True,no_label_match,False,no Korean date label matched,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
20120125900075,20120125,047730,텔라움,주권매매거래정지,suspension_related,html_inline,2012-01-25,2012-01-25,,,,정지기간,목 (주)넷웨이브 보통주 2.정지사유 투자자 보호 3.정지기간 가.정지일시 2012-01-25 13:50:00 나.만료일시 상장폐지 실질심사 대상여부에 관한 결정일까지 4.근거규정 코스닥시장상장규정 제38조의2 및 동규정시행세칙 제29조 5,high,False,extracted,False,,pre_2018,krx_status_html_inline-1.1.0,True,P3_ordinary_suspension,False,
