rcept_no,rcept_dt,stock_code,corp_name,event_category,report_nm,source_period,prior_priority_bucket,prior_acquisition_status,prior_parse_status,prior_body_status,correction_flag,correction_pass3_confidence,is_period_change,manual_review_required,remaining_target_reason
20230905900691,2023-09-05,114120,크루셜텍,suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20230907900532,2023-09-07,069110,유한코스메틱,suspension_related,"주권매매거래정지기간변경(주식의 병합, 분할 등 전자등록 변경, 말소)",post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20230911900601,2023-09-11,032860,더라미,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20230911900602,2023-09-11,058530,헬스커넥트,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20230912900497,2023-09-12,318020,포인트모바일,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20230920900504,2023-09-20,065560,녹원씨엔아이,suspension_related,"주권매매거래정지기간변경(주식의 병합, 분할 등 전자등록 변경, 말소)",post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20230920600293,2023-09-20,163430,디피코,suspension_related,주권매매거래정지기간변경(회생절차 개시결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20230921900230,2023-09-21,150840,인트로메딕,suspension_related,주권매매거래정지기간변경(상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20230926900837,2023-09-26,099520,DGI,suspension_related,주권매매거래정지기간변경(상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231005900057,2023-10-05,071460,위니아,suspension_related,주권매매거래정지기간변경(회생절차 개시신청),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231107900691,2023-11-07,318020,포인트모바일,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231114903300,2023-11-14,099520,DGI,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231120900670,2023-11-20,047820,초록뱀미디어,suspension_related,주권매매거래정지기간변경(상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231120900676,2023-11-20,052670,제일바이오,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231127900550,2023-11-27,178780,일월지엠엘,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231128900369,2023-11-28,174880,장원테크,suspension_related,"주권매매거래정지기간변경(주식의 병합.분할 등 전자등록 변경,말소)",post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231130600246,2023-11-30,248020,젬,suspension_related,주권매매거래정지기간변경(회생절차 개시결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231205900584,2023-12-05,014200,광림,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231205600466,2023-12-05,248020,젬,suspension_related,주권매매거래정지기간변경,post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231207900176,2023-12-07,078940,퀀타피아,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상(사유발생)),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231208900707,2023-12-08,096040,이트론,suspension_related,주권매매거래정지기간변경(상장폐지사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231214901565,2023-12-14,068940,셀피글로벌,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상(사유발생)),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231218900655,2023-12-18,044060,조광아이엘아이,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231218900630,2023-12-18,290380,대유,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231218600443,2023-12-18,227420,도부,suspension_related,"주권매매거래정지기간변경(주식의 병합, 분할 등 전자등록 변경, 말소)",post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231218900297,2023-12-18,174880,장원테크,suspension_related,주권매매거래정지기간변경(감자주권 변경상장),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231226900590,2023-12-26,215090,솔디펜스,suspension_related,주권매매거래정지기간변경(상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231227900820,2023-12-27,078130,국일제지,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상 (사유발생)),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231228901118,2023-12-28,099520,DGI,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231228901117,2023-12-28,150840,인트로메딕,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20231228900974,2023-12-28,053590,한국테크놀로지,suspension_related,주권매매거래정지기간변경(회생절차 개시신청),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240110900769,2024-01-10,047820,초록뱀미디어,suspension_related,주권매매거래정지기간변경(개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240110900746,2024-01-10,377460,큐에이드,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240117900529,2024-01-17,299910,애닉,suspension_related,주권매매거래정지기간변경(상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240117900467,2024-01-17,053590,한국테크놀로지,suspension_related,주권매매거래정지기간변경(회생절차 개시결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240119900680,2024-01-19,219750,한국비티비,suspension_related,주권매매거래정지기간변경(상장폐지 사유 일부해소 및 개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240122900712,2024-01-22,057880,푸른소나무,suspension_related,주권매매거래정지기간변경(상장폐지 사유 일부해소 및 개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240122900685,2024-01-22,078940,퀀타피아,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240123900489,2024-01-23,057880,푸른소나무,suspension_related,"주권매매거래정지기간변경(주식의 병합, 분할 등 전자등록 변경, 말소)",post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240124900610,2024-01-24,226440,시스네오텍,suspension_related,주권매매거래정지기간변경(상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240129901046,2024-01-29,161570,더미동,suspension_related,주권매매거래정지기간변경(상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240131901134,2024-01-31,217480,에스디생명공학,suspension_related,주권매매거래정지기간변경(상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240201900789,2024-02-01,263540,어스앤에어로스페이스,suspension_related,주권매매거래정지기간변경(파산신청),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240205901120,2024-02-05,071460,위니아,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240215600475,2024-02-15,183410,골프존클라우드,suspension_related,주권매매거래정지기간변경              ,post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240216900740,2024-02-16,057880,푸른소나무,suspension_related,주권매매거래정지기간변경              (감자 주권 변경상장),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240221900925,2024-02-21,078130,국일제지,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240229601244,2024-02-29,248020,젬,suspension_related,주권매매거래정지기간변경              ,post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240304900917,2024-03-04,299910,애닉,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240306901175,2024-03-06,096610,알에프세미,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240306901172,2024-03-06,208340,파멥신,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240307901344,2024-03-07,117670,알파칩스,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240311901372,2024-03-11,062860,티엘아이,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240311901323,2024-03-11,226440,시스네오텍,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240314900706,2024-03-14,151910,퓨처코어,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240314900204,2024-03-14,208350,지란지교시큐리티,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240315901321,2024-03-15,377460,큐에이드,suspension_related,주권매매거래정지기간변경              (투자자보호),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240318901333,2024-03-18,217480,에스디생명공학,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240319901240,2024-03-19,019590,에스유앤피,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240320602225,2024-03-20,322190,베른,suspension_related,주권매매거래정지기간변경              ,post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902891,2024-03-21,219750,한국비티비,suspension_related,주권매매거래정지기간변경              (최근 3사업연도 연속 자기자본 대비 50% 초과 법인세비용차감전계속사업손실 등),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902861,2024-03-21,096040,이트론,suspension_related,주권매매거래정지기간변경              (감사 의견 거절),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902867,2024-03-21,052670,제일바이오,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902819,2024-03-21,111870,케이에이치미래물산,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902799,2024-03-21,174880,장원테크,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902626,2024-03-21,214870,한울비앤씨,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902880,2024-03-21,068940,셀피글로벌,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902883,2024-03-21,036690,코맥스,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902870,2024-03-21,016790,현대사료,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902866,2024-03-21,226360,케이에이치건설,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902839,2024-03-21,024810,이화전기공업,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902834,2024-03-21,230980,비유테크놀러지,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902813,2024-03-21,121800,비덴트,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902814,2024-03-21,268600,셀리버리,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902774,2024-03-21,053590,한국테크놀로지,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321902146,2024-03-21,046070,코다코,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240321601410,2024-03-21,286000,씨엔티드림,suspension_related,주권매매거래정지기간변경              ,post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240325600820,2024-03-25,102950,아하,suspension_related,주권매매거래정지기간변경              ,post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240326901711,2024-03-26,377460,큐에이드,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240326901680,2024-03-26,019590,에스유앤피,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240326901177,2024-03-26,071460,위니아,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240326601279,2024-03-26,419700,이브이파킹서비스,suspension_related,주권매매거래정지기간변경              ,post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240328903811,2024-03-28,222160,NPX,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240328903803,2024-03-28,066410,버킷스튜디오,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240328903739,2024-03-28,215090,솔디펜스,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240329904802,2024-03-29,161570,더미동,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240329904771,2024-03-29,096610,알에프세미,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240329904748,2024-03-29,258830,세종메디칼,suspension_related,주권매매거래정지기간변경              (투자자 보호),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240329900713,2024-03-29,041590,플래스크,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240402900961,2024-04-02,072520,제넨바이오,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상(사유발생)),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240403900729,2024-04-03,196490,디에이테크놀로지,suspension_related,주권매매거래정지기간변경              (풍문사유(채권자에 의한 파산신청설) 미해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240404900775,2024-04-04,222810,세토피아,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240404900746,2024-04-04,078130,국일제지,suspension_related,주권매매거래정지기간변경              (상장적격성 실질심사 대상 결정),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240405901013,2024-04-05,065150,대산F&B,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240405901011,2024-04-05,054630,에이디칩스,suspension_related,주권매매거래정지기간변경              (투자자 보호),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240405900982,2024-04-05,418250,시큐레터,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240405900971,2024-04-05,182400,엔케이젠바이오텍코리아,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408900808,2024-04-08,269620,시스웍,suspension_related,주권매매거래정지기간변경              (투자자보호),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408900797,2024-04-08,214310,로아앤코,suspension_related,주권매매거래정지기간변경              (사업보고서 미제출),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408900795,2024-04-08,263540,어스앤에어로스페이스,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408900769,2024-04-08,073640,테라사이언스,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408900785,2024-04-08,106520,노블엠앤비,suspension_related,주권매매거래정지기간변경              (사업보고서 미제출),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408600781,2024-04-08,163430,디피코,suspension_related,주권매매거래정지기간변경              (사업보고서 미제출),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408900777,2024-04-08,204630,스튜디오산타클로스엔터테인먼트,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408900768,2024-04-08,057880,푸른소나무,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240408900284,2024-04-08,139050,비에프랩스,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240409900815,2024-04-09,016790,현대사료,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240409900814,2024-04-09,161570,더미동,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240409900807,2024-04-09,078940,퀀타피아,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240411900699,2024-04-11,258830,세종메디칼,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240411900590,2024-04-11,217620,선샤인푸드,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240411900693,2024-04-11,036690,코맥스,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240412900806,2024-04-12,024810,이화전기공업,suspension_related,주권매매거래정지기간변경              (개선기간부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240412900799,2024-04-12,230980,비유테크놀러지,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240412900693,2024-04-12,072520,제넨바이오,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240412900617,2024-04-12,317240,TS트릴리온,suspension_related,주권매매거래정지기간변경              (풍문사유(채권자에 의한 파산신청설) 미해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240412900509,2024-04-12,196490,디에이테크놀로지,suspension_related,주권매매거래정지기간변경              (풍문사유(전 대표이사의 횡령·배임혐의설) 미해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240415900722,2024-04-15,418250,시큐레터,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240415900724,2024-04-15,041590,플래스크,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240415900018,2024-04-15,096040,이트론,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240415900005,2024-04-15,046070,코다코,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240415900008,2024-04-15,052670,제일바이오,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240416900527,2024-04-16,071460,위니아,suspension_related,주권매매거래정지기간변경              (개선기간 부여),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240417900712,2024-04-17,106520,노블엠앤비,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 해소),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240417900518,2024-04-17,317240,TS트릴리온,suspension_related,주권매매거래정지기간변경              (파산신청),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240418900679,2024-04-18,245620,EDGC,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
20240418900676,2024-04-18,054630,에이디칩스,suspension_related,주권매매거래정지기간변경              (상장폐지 사유 발생),post_2018,P2_period_change,not_attempted_in_this_run,body_unavailable,body_unavailable,False,,True,True,prior_budget_cap
