variant,period,start_date,end_date,n_observations,total_return,cagr,sharpe,annualized_volatility,max_drawdown,mdd_peak_date,mdd_trough_date
J002-A,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,2.617192143857613,0.08172274541737812,0.8358607043759942,0.1039535568201003,-0.2023721713511385,2021-07-14,2023-01-03
J002-B,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,1.1441236502380918,0.04770506403120223,0.48409502988686726,0.11307957805301268,-0.2582895660885306,2021-02-05,2023-01-03
J002-C,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,0.6727873088940106,0.03193421325370904,0.25959571038476476,0.21606351299944077,-0.39047579296277635,2021-02-17,2023-01-03
P08_IEF30,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,4.862448988034907,0.11411208819049268,1.1511019163703842,0.10188529111042832,-0.1640771572257287,2020-02-20,2020-03-19
SPY_100,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,8.727915931007981,0.1491244141574677,0.9268826645120775,0.17145345648508023,-0.296165530462142,2020-02-20,2020-03-23
QQQ_100,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,18.070504188077717,0.19737141691793725,1.0218875719318283,0.20307968498232407,-0.30643990603011906,2021-12-27,2022-12-28
K001-B,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,4.948001037970097,0.11509872427874512,1.1499970584567658,0.10286967133858325,-0.1620258877838313,2020-02-20,2020-03-20
N001-B,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,4.587337599507487,0.11084507843737934,1.1648824467879146,0.09770557693833787,-0.15326423293053526,2020-02-21,2020-03-19
N002-B,exclude_2025_daily_returns,2010-01-04,2026-05-18,3977,4.127122632969944,0.10502624950089401,1.1746553663607802,0.09177601740237099,-0.14881734938930258,2020-02-20,2020-03-19
