variant,cumulative_net_total_return,sharpe,max_drawdown,trade_count,c_exact_e011
rs_only,2.274400843657125,0.44164946695733176,-0.4360686013626559,110,False
rs_breadth,3.621084739339225,0.6311872415922518,-0.35641869371448887,110,False
flow_rs_breadth,2.9652796624027413,0.5660027769289406,-0.41474162966818906,110,True
