signal_date,execution_date,kospi_combined_net_5,market_gate_on,kospi_5d_return,price_gate_on,double_gate_on
2022-08-05,2022-08-08,3787.0,True,0.06230449692220641,True,True
2022-08-08,2022-08-09,2970.0,True,0.06804682478427138,True,True
2022-08-09,2022-08-10,7665.0,True,0.07631749287640788,True,True
2022-08-10,2022-08-11,1294.0,True,0.07745473274895498,True,True
2022-08-11,2022-08-12,7577.0,True,0.08967262411865717,True,True
2022-08-12,2022-08-16,5284.0,True,0.08660730935257788,True,True
2022-08-16,2022-08-17,6842.0,True,0.06998288800134067,True,True
2022-08-17,2022-08-18,3680.0,True,0.056912190435709276,True,True
2022-08-18,2022-08-19,5369.0,True,0.043829876171316284,True,True
2022-08-19,2022-08-22,-3573.0,False,0.013061469482391175,True,False
2022-08-22,2022-08-23,-6668.0,False,0.0007241915331244186,True,False
2022-08-23,2022-08-24,-8308.0,False,0.006952463130213582,True,False
2022-08-24,2022-08-25,-6732.0,False,0.045433067868158705,True,False
2022-08-25,2022-08-26,-3727.0,False,0.06460213689703154,True,False
2022-08-26,2022-08-29,6344.0,True,0.09042764595537056,True,True
2022-08-29,2022-08-30,1501.0,True,0.08351603085133008,True,True
2022-08-30,2022-08-31,1060.0,True,0.08647530882149401,True,True
2022-08-31,2022-09-01,6136.0,True,0.05149237533594975,True,True
2022-09-01,2022-09-02,-7258.0,False,0.006948654134978582,True,False
2022-09-02,2022-09-05,-17602.0,False,-0.013380084467649267,False,False
2022-09-05,2022-09-06,-10894.0,False,0.0034127676628781245,True,False
2022-09-06,2022-09-07,-10060.0,False,0.013304557975189812,True,False
2022-09-07,2022-09-08,-22429.0,False,-0.002965373483558631,False,False
2022-09-08,2022-09-13,-12163.0,False,0.03587958568554117,True,False
2022-09-13,2022-09-14,2181.0,True,0.05984662881386238,True,True
2022-09-14,2022-09-15,-2521.0,False,0.054044275929038044,True,False
2022-09-15,2022-09-16,-5286.0,False,0.046505675822193115,True,False
2022-09-16,2022-09-19,-2636.0,False,0.04327189902507622,True,False
2022-09-19,2022-09-20,-1537.0,False,0.012638330459223912,True,False
2022-09-20,2022-09-21,-10453.0,False,0.006760137566284907,True,False
2022-09-21,2022-09-22,-9836.0,False,0.0041448244366952824,True,False
2022-09-22,2022-09-23,-9561.0,False,0.0016221132522897808,True,False
2022-09-23,2022-09-26,-9461.0,False,0.006637936654219967,True,False
2022-09-26,2022-09-27,-6311.0,False,-0.009461071256585352,False,False
2022-09-27,2022-09-28,-8443.0,False,-0.02735819755932356,False,False
2022-09-28,2022-09-29,-8288.0,False,-0.05041062035380961,False,False
2022-09-29,2022-09-30,-2693.0,False,-0.06090359255038391,False,False
2022-09-30,2022-10-04,4522.0,True,-0.05453214969370801,False,False
2022-10-04,2022-10-05,3788.0,True,0.004199475145964193,True,True
2022-10-05,2022-10-06,-1057.0,False,0.009002030503507674,True,False
2022-10-06,2022-10-07,3982.0,True,0.06234726617370989,True,True
2022-10-07,2022-10-11,1258.0,True,0.06190847960371815,True,True
2022-10-11,2022-10-12,-2638.0,False,0.049116337082500294,True,False
2022-10-12,2022-10-13,-3337.0,False,0.02273078720259969,True,False
2022-10-13,2022-10-14,414.0,True,0.006109431010079991,True,True
2022-10-14,2022-10-17,4932.0,True,0.016869246725017772,True,True
2022-10-17,2022-10-18,4955.0,True,0.018672880710513873,True,True
2022-10-18,2022-10-19,8410.0,True,0.05870671691925766,True,True
2022-10-19,2022-10-20,7765.0,True,0.06473954244934421,True,True
2022-10-20,2022-10-21,4618.0,True,0.07591462547323635,True,True
2022-10-21,2022-10-24,-1288.0,False,0.03558653004694512,True,False
2022-10-24,2022-10-25,3955.0,True,0.05020971928325668,True,True
2022-10-25,2022-10-26,3031.0,True,0.02272025799615518,True,True
2022-10-26,2022-10-27,7318.0,True,0.023775531682890483,True,True
2022-10-27,2022-10-28,20411.0,True,0.05518985987002223,True,True
2022-10-28,2022-10-31,20645.0,True,0.062398794418196735,True,True
2022-10-31,2022-11-01,17958.0,True,0.0832754657192496,True,True
2022-11-01,2022-11-02,23444.0,True,0.1482331297936439,True,True
2022-11-02,2022-11-03,20371.0,True,0.14957111768162057,True,True
2022-11-03,2022-11-04,7282.0,True,0.13492607420749625,True,True
2022-11-04,2022-11-07,8094.0,True,0.1438866758453381,True,True
2022-11-07,2022-11-08,9919.0,True,0.12597753644841259,True,True
2022-11-08,2022-11-09,10222.0,True,0.08508908546620142,True,True
2022-11-09,2022-11-10,15991.0,True,0.11970877463198715,True,True
2022-11-10,2022-11-11,17333.0,True,0.08963899365170969,True,True
2022-11-11,2022-11-14,32873.0,True,0.14780737067978333,True,True
2022-11-14,2022-11-15,28724.0,True,0.14068843683822085,True,True
2022-11-15,2022-11-16,18389.0,True,0.14185776143814288,True,True
2022-11-16,2022-11-17,9362.0,True,0.10049367058218728,True,True
2022-11-17,2022-11-18,7100.0,True,0.11443802551067961,True,True
2022-11-18,2022-11-21,-8667.0,False,0.0448214480193212,True,False
2022-11-21,2022-11-22,-9240.0,False,0.035815842791340646,True,False
2022-11-22,2022-11-23,-5966.0,False,0.023991565026734385,True,False
2022-11-23,2022-11-24,-3926.0,False,0.04290439079924924,True,False
2022-11-24,2022-11-25,3050.0,True,0.05579973993917853,True,True
2022-11-25,2022-11-28,5305.0,True,0.08528853846460183,True,True
2022-11-28,2022-11-29,2246.0,True,0.08379537804118331,True,True
2022-11-29,2022-11-30,5918.0,True,0.10508018882341008,True,True
2022-11-30,2022-12-01,11742.0,True,0.09732621748541148,True,True
2022-12-01,2022-12-02,12426.0,True,0.10029021751275224,True,True
2022-12-02,2022-12-05,-182.0,False,0.05278202109553787,True,False
2022-12-05,2022-12-06,648.0,True,0.06079071598131103,True,True
2022-12-06,2022-12-07,-7201.0,False,0.021936334370637578,True,False
2022-12-07,2022-12-08,-15667.0,False,0.0008860492896560768,True,False
2022-12-08,2022-12-09,-20684.0,False,-0.02095981702599581,False,False
2022-12-09,2022-12-12,-6453.0,False,0.003135410099712521,True,False
2022-12-12,2022-12-13,-3630.0,False,0.00750492484785048,True,False
2022-12-13,2022-12-14,-257.0,False,0.02793612974920001,True,False
2022-12-14,2022-12-15,6210.0,True,0.04621227430598962,True,True
2022-12-15,2022-12-16,3667.0,True,0.05088855930961311,True,True
2022-12-16,2022-12-19,-2000.0,False,0.054091088025241874,True,False
2022-12-19,2022-12-20,-1692.0,False,0.04669489074318656,True,False
2022-12-20,2022-12-21,-2318.0,False,0.04152064310858106,True,False
2022-12-21,2022-12-22,-6001.0,False,0.03866889256129302,True,False
2022-12-22,2022-12-23,4754.0,True,0.047767669808298274,True,True
2022-12-23,2022-12-26,7190.0,True,0.022827420757750794,True,True
2022-12-26,2022-12-27,13378.0,True,0.02340005872750206,True,True
2022-12-27,2022-12-28,25675.0,True,0.03835068795257168,True,True
2022-12-28,2022-12-29,13488.0,True,0.0009142427587007784,True,True
2022-12-29,2023-01-02,480.0,True,-0.018333554720598944,False,False
2023-01-02,2023-01-03,-3979.0,False,-0.010884001129065402,False,False
2023-01-03,2023-01-04,-12886.0,False,-0.01482196164453875,False,False
2023-01-04,2023-01-05,-21268.0,False,-0.015308370107180558,False,False
2023-01-05,2023-01-06,-8368.0,False,0.028331524369278105,True,False
2023-01-06,2023-01-09,4427.0,True,0.05684479934666831,True,True
2023-01-09,2023-01-10,21030.0,True,0.09365448314200853,True,True
2023-01-10,2023-01-11,26651.0,True,0.09145070331203575,True,True
2023-01-11,2023-01-12,26136.0,True,0.08450234242046406,True,True
2023-01-12,2023-01-13,25117.0,True,0.08670911689692695,True,True
2023-01-13,2023-01-16,27364.0,True,0.08679454801657371,True,True
2023-01-16,2023-01-17,18590.0,True,0.0696790000519365,True,True
2023-01-17,2023-01-18,14337.0,True,0.06619911457689232,True,True
2023-01-18,2023-01-19,10808.0,True,0.0474710107450973,True,True
2023-01-19,2023-01-20,12897.0,True,0.037309250256087,True,True
2023-01-20,2023-01-25,7456.0,True,0.03397078173010515,True,True
2023-01-25,2023-01-26,10196.0,True,0.04842895574845674,True,True
2023-01-26,2023-01-27,22096.0,True,0.08610120629305817,True,True
2023-01-27,2023-01-30,35507.0,True,0.10617147227776669,True,True
2023-01-30,2023-01-31,28962.0,True,0.08976586714638057,True,True
2023-01-31,2023-02-01,23370.0,True,0.07401008864889835,True,True
2023-02-01,2023-02-02,15422.0,True,0.06285675988287998,True,True
2023-02-02,2023-02-03,7608.0,True,0.04271278537679679,True,True
2023-02-03,2023-02-06,-441.0,False,0.03970477145578455,True,False
2023-02-06,2023-02-07,-4671.0,False,0.04974523001377529,True,False
2023-02-07,2023-02-08,-4846.0,False,0.06555742132941056,True,False
2023-02-08,2023-02-09,1110.0,True,0.07067006482507998,True,True
2023-02-09,2023-02-10,-4034.0,False,0.06837890643850075,True,False
2023-02-10,2023-02-13,-13742.0,False,0.05139847876378356,True,False
2023-02-13,2023-02-14,-8990.0,False,0.044358054192346286,True,False
2023-02-14,2023-02-15,-1996.0,False,0.04067457201309521,True,False
2023-02-15,2023-02-16,-18431.0,False,0.003936701860832059,True,False
2023-02-16,2023-02-17,-6888.0,False,0.03220785812265636,True,False
2023-02-17,2023-02-20,-3744.0,False,0.05032506040407436,True,False
2023-02-20,2023-02-21,-1722.0,False,0.06542883973811842,True,False
2023-02-21,2023-02-22,-5990.0,False,0.07629521767154746,True,False
2023-02-22,2023-02-23,-4337.0,False,0.08285412220792399,True,False
2023-02-23,2023-02-24,-10406.0,False,0.05689123230852711,True,False
2023-02-24,2023-02-27,-11730.0,False,0.04627677781487716,True,False
2023-02-27,2023-02-28,-17755.0,False,0.033984586848293086,True,False
2023-02-28,2023-03-02,-15879.0,False,0.037291553120345045,True,False
2023-03-02,2023-03-03,-2633.0,False,0.07659361511824692,True,False
2023-03-03,2023-03-06,-6318.0,False,0.08556531190846739,True,False
2023-03-06,2023-03-07,5497.0,True,0.12503912245522186,True,True
2023-03-07,2023-03-08,15007.0,True,0.16425805504383018,True,True
2023-03-08,2023-03-09,4834.0,True,0.1449528848595678,True,True
2023-03-09,2023-03-10,-3529.0,False,0.10636130967632274,True,False
2023-03-10,2023-03-13,-8591.0,False,0.0729606215345362,True,False
2023-03-13,2023-03-14,-13182.0,False,0.044849770353498686,True,False
2023-03-14,2023-03-15,-21380.0,False,-0.01864653681519468,False,False
2023-03-15,2023-03-16,-10280.0,False,0.006153942222048681,True,False
2023-03-16,2023-03-17,-7255.0,False,0.027758599768825443,True,False
2023-03-17,2023-03-20,-3.0,False,0.037658489542068185,True,False
2023-03-20,2023-03-21,-4259.0,False,0.035538745145583306,True,False
2023-03-21,2023-03-22,2463.0,True,0.12917236763685702,True,True
2023-03-22,2023-03-23,3768.0,True,0.13048762305080763,True,True
2023-03-23,2023-03-24,8970.0,True,0.1554283004853514,True,True
2023-03-24,2023-03-27,6443.0,True,0.18279096439934328,True,True
2023-03-27,2023-03-28,7187.0,True,0.2059074121430795,True,True
2023-03-28,2023-03-29,9420.0,True,0.17649370638752826,True,True
2023-03-29,2023-03-30,9521.0,True,0.19217282253071488,True,True
2023-03-30,2023-03-31,3570.0,True,0.1775002500869991,True,True
2023-03-31,2023-04-03,11727.0,True,0.19497858264903134,True,True
2023-04-03,2023-04-04,6923.0,True,0.21825794228884732,True,True
2023-04-04,2023-04-05,3121.0,True,0.19110220055874438,True,True
2023-04-05,2023-04-06,2390.0,True,0.15556209615254035,True,True
2023-04-06,2023-04-07,-5852.0,False,0.14166071366874533,True,False
2023-04-07,2023-04-10,-3285.0,False,0.1311567502481954,True,False
2023-04-10,2023-04-11,8890.0,True,0.1257545461120575,True,True
2023-04-11,2023-04-12,14695.0,True,0.14221555584791323,True,True
2023-04-12,2023-04-13,12743.0,True,0.1308314014797236,True,True
2023-04-13,2023-04-14,24156.0,True,0.1164615407202616,True,True
2023-04-14,2023-04-17,18827.0,True,0.1255553789081134,True,True
2023-04-17,2023-04-18,8297.0,True,0.11633835721863384,True,True
2023-04-18,2023-04-19,264.0,True,0.10291875397671912,True,True
2023-04-19,2023-04-20,-242.0,False,0.1484208498432633,True,False
2023-04-20,2023-04-21,-972.0,False,0.17235828722054758,True,False
2023-04-21,2023-04-24,-3520.0,False,0.13048691463172268,True,False
2023-04-24,2023-04-25,597.0,True,0.09908246045487257,True,True
2023-04-25,2023-04-26,3896.0,True,0.0876807873263814,True,True
2023-04-26,2023-04-27,1041.0,True,0.02309122267526509,True,True
2023-04-27,2023-04-28,-1793.0,False,0.002781351575188218,True,False
2023-04-28,2023-05-02,-4302.0,False,0.03783346512209729,True,False
2023-05-02,2023-05-03,722.0,True,0.06937404227786326,True,True
2023-05-03,2023-05-04,-2911.0,False,0.10641284466676537,True,False
2023-05-04,2023-05-08,-2734.0,False,0.1417539570339763,True,False
2023-05-08,2023-05-09,6341.0,True,0.14858630739918688,True,True
2023-05-09,2023-05-10,8701.0,True,0.11108589334075747,True,True
2023-05-10,2023-05-11,3012.0,True,0.08796491428916742,True,True
2023-05-11,2023-05-12,7424.0,True,0.06469706039682244,True,True
2023-05-12,2023-05-15,6180.0,True,0.05363061542506231,True,True
2023-05-15,2023-05-16,104.0,True,0.05293720088360354,True,True
2023-05-16,2023-05-17,24.0,True,0.24257479454970698,True,True
2023-05-17,2023-05-18,3194.0,True,0.2460245382820525,True,True
2023-05-18,2023-05-19,6891.0,True,0.2634540329171633,True,True
2023-05-19,2023-05-22,21591.0,True,0.28692581415205587,True,True
2023-05-22,2023-05-23,28968.0,True,0.3150350588928006,True,True
2023-05-23,2023-05-24,30720.0,True,0.1312472408523062,True,True
2023-05-24,2023-05-25,26587.0,True,0.12971293549074248,True,True
2023-05-25,2023-05-26,18124.0,True,0.1264596065958059,True,True
2023-05-26,2023-05-30,11017.0,True,0.1141728737536114,True,True
2023-05-30,2023-05-31,8316.0,True,0.10304245904532383,True,True
2023-05-31,2023-06-01,4140.0,True,0.0777321336657113,True,True
2023-06-01,2023-06-02,1130.0,True,0.08764991718840243,True,True
2023-06-02,2023-06-05,10759.0,True,0.08640855900636679,True,True
2023-06-05,2023-06-07,11042.0,True,0.09128350829447829,True,True
2023-06-07,2023-06-08,8502.0,True,0.10459367398787633,True,True
2023-06-08,2023-06-09,8566.0,True,0.12735069832694434,True,True
2023-06-09,2023-06-12,20968.0,True,0.13958072231154817,True,True
2023-06-12,2023-06-13,11671.0,True,0.14267993101274223,True,True
2023-06-13,2023-06-14,10043.0,True,0.14508867215925858,True,True
2023-06-14,2023-06-15,6801.0,True,0.1351637733981581,True,True
2023-06-15,2023-06-16,4908.0,True,0.12825386914301995,True,True
2023-06-16,2023-06-19,-1429.0,False,0.12397047625918178,True,False
2023-06-19,2023-06-20,-2238.0,False,0.1318379461330852,True,False
2023-06-20,2023-06-21,-9104.0,False,0.12430992202759361,True,False
2023-06-21,2023-06-22,-12280.0,False,0.09582870193169524,True,False
2023-06-22,2023-06-23,-8662.0,False,0.09432240935579128,True,False
2023-06-23,2023-06-26,-17123.0,False,0.05485325319705203,True,False
2023-06-26,2023-06-27,-10297.0,False,0.02141462063612698,True,False
2023-06-27,2023-06-28,-7059.0,False,0.02118778448217684,True,False
2023-06-28,2023-06-29,-7061.0,False,0.02895429847738895,True,False
2023-06-29,2023-06-30,-9372.0,False,0.028556916816992794,True,False
2023-06-30,2023-07-03,-2531.0,False,0.04883347707389407,True,False
2023-07-03,2023-07-04,2600.0,True,0.08700617882259598,True,True
2023-07-04,2023-07-05,-55.0,False,0.08693876303761883,True,False
2023-07-05,2023-07-06,-303.0,False,0.11658166825619443,True,False
2023-07-06,2023-07-07,-4965.0,False,0.09668060925615207,True,False
2023-07-07,2023-07-10,-13582.0,False,0.09547744088267551,True,False
2023-07-10,2023-07-11,-24619.0,False,0.08104998429799992,True,False
2023-07-11,2023-07-12,-16691.0,False,0.1255197880769796,True,False
2023-07-12,2023-07-13,-10635.0,False,0.11593515333884885,True,False
2023-07-13,2023-07-14,2517.0,True,0.16029925063257688,True,True
2023-07-14,2023-07-17,24527.0,True,0.19189011172331027,True,True
2023-07-17,2023-07-18,24026.0,True,0.19269368564784695,True,True
2023-07-18,2023-07-19,14809.0,True,0.14901943471436652,True,True
2023-07-19,2023-07-20,8677.0,True,0.12504201128984405,True,True
2023-07-20,2023-07-21,-112.0,False,0.09666151784813337,True,False
2023-07-21,2023-07-24,-16771.0,False,0.09004660854374036,True,False
2023-07-24,2023-07-25,-17567.0,False,0.15669005639960565,True,False
2023-07-25,2023-07-26,-26924.0,False,0.19127143370923538,True,False
2023-07-26,2023-07-27,-33392.0,False,0.16155335314827246,True,False
2023-07-27,2023-07-28,-26681.0,False,0.11536952119614918,True,False
2023-07-28,2023-07-31,-27894.0,False,0.117472927491026,True,False
2023-07-31,2023-08-01,-26983.0,False,0.07814497879673565,True,False
2023-08-01,2023-08-02,-7449.0,False,0.037413535964432976,True,False
2023-08-02,2023-08-03,-4889.0,False,0.06708315418942501,True,False
2023-08-03,2023-08-04,-18230.0,False,0.12042744177105336,True,False
2023-08-04,2023-08-07,-19072.0,False,0.07441505848253849,True,False
2023-08-07,2023-08-08,-15702.0,False,0.0195749602136861,True,False
2023-08-08,2023-08-09,-26829.0,False,0.014668884818264782,True,False
2023-08-09,2023-08-10,-18547.0,False,0.03299303348786742,True,False
2023-08-10,2023-08-11,-13616.0,False,0.05058794894834917,True,False
2023-08-11,2023-08-14,-10780.0,False,0.054446936998939766,True,False
2023-08-14,2023-08-16,-14836.0,False,0.08603782598707421,True,False
2023-08-16,2023-08-17,-12623.0,False,0.10337028352407707,True,False
2023-08-17,2023-08-18,-14328.0,False,0.08052754199206458,True,False
2023-08-18,2023-08-21,-15015.0,False,0.08026854569675423,True,False
2023-08-21,2023-08-22,-13116.0,False,0.1084492905216694,True,False
2023-08-22,2023-08-23,-8795.0,False,0.08392710166196271,True,False
2023-08-23,2023-08-24,-5871.0,False,0.07399120393860281,True,False
2023-08-24,2023-08-25,-839.0,False,0.09774031515365555,True,False
2023-08-25,2023-08-28,-593.0,False,0.07149117553585693,True,False
2023-08-28,2023-08-29,2390.0,True,0.08181666831865919,True,True
2023-08-29,2023-08-30,1641.0,True,0.08286809622863056,True,True
2023-08-30,2023-08-31,3920.0,True,0.09485377217144553,True,True
2023-08-31,2023-09-01,-672.0,False,0.07423347215255993,True,False
2023-09-01,2023-09-04,4516.0,True,0.07695699090141317,True,True
2023-09-04,2023-09-05,5304.0,True,0.062064834372583366,True,True
2023-09-05,2023-09-06,6375.0,True,0.07674889426073261,True,True
2023-09-06,2023-09-07,1025.0,True,0.0574105599172241,True,True
2023-09-07,2023-09-08,-1234.0,False,0.050840931414146695,True,False
2023-09-08,2023-09-11,-5212.0,False,0.05607666319567861,True,False
2023-09-11,2023-09-12,-8335.0,False,0.06537128816667148,True,False
2023-09-12,2023-09-13,-10884.0,False,0.03446748717818604,True,False
2023-09-13,2023-09-14,-5456.0,False,0.03142111842719375,True,False
2023-09-14,2023-09-15,4413.0,True,0.054865542220913444,True,True
2023-09-15,2023-09-18,18038.0,True,0.06366361560962908,True,True
2023-09-18,2023-09-19,13572.0,True,0.03620685129622503,True,True
2023-09-19,2023-09-20,12146.0,True,0.04958515328406943,True,True
2023-09-20,2023-09-21,9305.0,True,0.07175597436911207,True,True
2023-09-21,2023-09-22,-5661.0,False,0.031223090490874128,True,False
2023-09-22,2023-09-25,-19076.0,False,0.00927108126621623,True,False
2023-09-25,2023-09-26,-15811.0,False,-0.0008710338361552772,False,False
2023-09-26,2023-09-27,-17105.0,False,-0.015273426951163072,False,False
2023-09-27,2023-10-04,-17013.0,False,-0.029293866456301387,False,False
2023-10-04,2023-10-05,-17831.0,False,-0.03364891811144055,False,False
2023-10-05,2023-10-06,-18355.0,False,-0.03602886341546163,False,False
2023-10-06,2023-10-10,-19223.0,False,-0.019791513126006244,False,False
2023-10-10,2023-10-11,-10247.0,False,-0.010861121772016147,False,False
2023-10-11,2023-10-12,-4150.0,False,0.012924594034142034,True,False
2023-10-12,2023-10-13,6618.0,True,0.06186396681977269,True,True
2023-10-13,2023-10-16,4944.0,True,0.08469861985776816,True,True
2023-10-16,2023-10-17,4416.0,True,0.09797503585461276,True,True
2023-10-17,2023-10-18,3503.0,True,0.12016345616122459,True,True
2023-10-18,2023-10-19,1456.0,True,0.09420608870860225,True,True
2023-10-19,2023-10-20,-4442.0,False,0.05604353590102584,True,False
2023-10-20,2023-10-23,356.0,True,0.014643954466735165,True,True
2023-10-23,2023-10-24,497.0,True,-0.010945406060501428,False,False
2023-10-24,2023-10-25,-3592.0,False,-0.006919891047304949,False,False
2023-10-25,2023-10-26,-10659.0,False,-0.0241842243221847,False,False
2023-10-26,2023-10-27,-10497.0,False,-0.04441599861171375,False,False
2023-10-27,2023-10-30,-12429.0,False,-0.01653082286050578,False,False
2023-10-30,2023-10-31,-10790.0,False,0.012213429460302683,True,False
2023-10-31,2023-11-01,-13600.0,False,-0.024334080565530658,False,False
2023-11-01,2023-11-02,-6154.0,False,0.006694579814354729,True,False
2023-11-02,2023-11-03,1667.0,True,0.06578904326093915,True,True
2023-11-03,2023-11-06,6230.0,True,0.08710248157550748,True,True
2023-11-06,2023-11-07,15808.0,True,0.17882839307449605,True,True
2023-11-07,2023-11-08,20092.0,True,0.15448236859296482,True,True
2023-11-08,2023-11-09,17355.0,True,0.12706602414917145,True,True
2023-11-09,2023-11-10,16342.0,True,0.1092476050126081,True,True
2023-11-10,2023-11-13,12834.0,True,0.06966390222326568,True,True
2023-11-13,2023-11-14,3558.0,True,-0.04028232043528768,False,False
2023-11-14,2023-11-15,8624.0,True,0.024169597172795765,True,True
2023-11-15,2023-11-16,24463.0,True,0.06244783764987161,True,True
2023-11-16,2023-11-17,25299.0,True,0.06966321454761948,True,True
2023-11-17,2023-11-20,22669.0,True,0.07464699865134072,True,True
2023-11-20,2023-11-21,27985.0,True,0.13562437653634052,True,True
2023-11-21,2023-11-22,27259.0,True,0.18534099101422274,True,True
2023-11-22,2023-11-23,10698.0,True,0.15951843574324776,True,True
2023-11-23,2023-11-24,7121.0,True,0.1652825375353275,True,True
2023-11-24,2023-11-27,8563.0,True,0.19915645626414102,True,True
2023-11-27,2023-11-28,4640.0,True,0.212534447893856,True,True
2023-11-28,2023-11-29,4797.0,True,0.1693336017011018,True,True
2023-11-29,2023-11-30,4309.0,True,0.17044978008801914,True,True
2023-11-30,2023-12-01,7760.0,True,0.19619839019695529,True,True
2023-12-01,2023-12-04,3573.0,True,0.16938945834880026,True,True
2023-12-04,2023-12-05,6398.0,True,0.11820843806718617,True,True
2023-12-05,2023-12-06,134.0,True,0.0769958333275329,True,True
2023-12-06,2023-12-07,1667.0,True,0.08675855627022622,True,True
2023-12-07,2023-12-08,-3847.0,False,0.062357464001593144,True,False
2023-12-08,2023-12-11,8475.0,True,0.08565620508917737,True,True
2023-12-11,2023-12-12,5880.0,True,0.10731840327131814,True,True
2023-12-12,2023-12-13,14040.0,True,0.11818602771644282,True,True
2023-12-13,2023-12-14,12735.0,True,0.09665128872085682,True,True
2023-12-14,2023-12-15,27737.0,True,0.09945412992919378,True,True
2023-12-15,2023-12-18,32940.0,True,0.12018313440754747,True,True
2023-12-18,2023-12-19,29796.0,True,0.16056739640862894,True,True
2023-12-19,2023-12-20,22859.0,True,0.1485793818635226,True,True
2023-12-20,2023-12-21,39574.0,True,0.22694709566739313,True,True
2023-12-21,2023-12-22,26789.0,True,0.2102804987118594,True,True
2023-12-22,2023-12-26,17186.0,True,0.1553257333350515,True,True
2023-12-26,2023-12-27,29169.0,True,0.038074207019488604,True,True
2023-12-27,2023-12-28,27269.0,True,0.05853369090282223,True,True
2023-12-28,2024-01-02,24535.0,True,0.016866328130836994,True,True
2024-01-02,2024-01-03,27410.0,True,0.04197931409453881,True,True
2024-01-03,2024-01-04,12199.0,True,0.031246682467461984,True,True
2024-01-04,2024-01-05,-5178.0,False,0.08429849098711739,True,False
2024-01-05,2024-01-08,-9263.0,False,0.05424945112139379,True,False
2024-01-08,2024-01-09,-25558.0,False,0.028779682858501632,True,False
2024-01-09,2024-01-10,-28951.0,False,0.009529964905514277,True,False
2024-01-10,2024-01-11,-17405.0,False,0.03883984905353843,True,False
2024-01-11,2024-01-12,-17889.0,False,0.0406205505803201,True,False
2024-01-12,2024-01-15,-15711.0,False,0.06812199184938916,True,False
2024-01-15,2024-01-16,-12666.0,False,0.09835738005313788,True,False
2024-01-16,2024-01-17,-18554.0,False,0.10187851725990593,True,False
2024-01-17,2024-01-18,-26069.0,False,0.07803973486509275,True,False
2024-01-18,2024-01-19,-20248.0,False,0.06274211265825702,True,False
2024-01-19,2024-01-22,-11455.0,False,0.07196282703486623,True,False
2024-01-22,2024-01-23,-9211.0,False,0.04280495480685542,True,False
2024-01-23,2024-01-24,134.0,True,0.034007531590849016,True,True
2024-01-24,2024-01-25,9050.0,True,0.04370237899824936,True,True
2024-01-25,2024-01-26,12992.0,True,0.036764224240485754,True,True
2024-01-26,2024-01-29,12115.0,True,0.028189914254900694,True,True
2024-01-29,2024-01-30,17118.0,True,0.03591618800940943,True,True
2024-01-30,2024-01-31,15446.0,True,0.03257224435593398,True,True
2024-01-31,2024-02-01,16550.0,True,0.04758369509604332,True,True
2024-02-01,2024-02-02,26862.0,True,0.08723676359221777,True,True
2024-02-02,2024-02-05,48823.0,True,0.12763954218133033,True,True
2024-02-05,2024-02-06,35761.0,True,0.11628282713144289,True,True
2024-02-06,2024-02-07,35050.0,True,0.11838190764755407,True,True
2024-02-07,2024-02-08,45848.0,True,0.13734880637505076,True,True
2024-02-08,2024-02-13,40273.0,True,0.1353233788851549,True,True
2024-02-13,2024-02-14,28966.0,True,0.11416433938060777,True,True
2024-02-14,2024-02-15,30127.0,True,0.11837284665896086,True,True
2024-02-15,2024-02-16,28472.0,True,0.1347192756338358,True,True
2024-02-16,2024-02-19,25170.0,True,0.11332516276797922,True,True
2024-02-19,2024-02-20,28597.0,True,0.10513410457757377,True,True
2024-02-20,2024-02-21,11723.0,True,0.08050556815699039,True,True
2024-02-21,2024-02-22,16682.0,True,0.0762156783932384,True,True
2024-02-22,2024-02-23,19692.0,True,0.07507992975122946,True,True
2024-02-23,2024-02-26,12252.0,True,0.06607835270480011,True,True
2024-02-26,2024-02-27,1994.0,True,0.04851526735524936,True,True
2024-02-27,2024-02-28,4210.0,True,0.044148277668965896,True,True
2024-02-28,2024-02-29,8699.0,True,0.06779541168610881,True,True
2024-02-29,2024-03-04,2916.0,True,0.04425383904764035,True,True
2024-03-04,2024-03-05,10153.0,True,0.07547068036590976,True,True
2024-03-05,2024-03-06,5223.0,True,0.088703908484568,True,True
2024-03-06,2024-03-07,-545.0,False,0.09151844936486553,True,False
2024-03-07,2024-03-08,-9190.0,False,0.0872264382599417,True,False
2024-03-08,2024-03-11,2952.0,True,0.11642341427692093,True,True
2024-03-11,2024-03-12,-7382.0,False,0.07516011955455015,True,False
2024-03-12,2024-03-13,-1452.0,False,0.08272331580325165,True,False
2024-03-13,2024-03-14,6709.0,True,0.09827010947180304,True,True
2024-03-14,2024-03-15,16781.0,True,0.09888867677146762,True,True
2024-03-15,2024-03-18,-2983.0,False,0.0649281247518867,True,False
2024-03-18,2024-03-19,590.0,True,0.10989084873403066,True,True
2024-03-19,2024-03-20,-10170.0,False,0.07955018183562657,True,False
2024-03-20,2024-03-21,1988.0,True,0.08558227044002664,True,True
2024-03-21,2024-03-22,24687.0,True,0.10596868326784259,True,True
2024-03-22,2024-03-25,40690.0,True,0.12828079731502395,True,True
2024-03-25,2024-03-26,35964.0,True,0.09471043942582025,True,True
2024-03-26,2024-03-27,56446.0,True,0.11592124950835747,True,True
2024-03-27,2024-03-28,46420.0,True,0.09855299304525866,True,True
2024-03-28,2024-03-29,15418.0,True,0.07911565756883654,True,True
