date,cash,mtm_value,gross_value,net_value,n_positions,d013_baseline_net_value,d013_gold_sleeve_net_value,gold_sleeve_factor
2013-03-25,1.151460975676778,0.0,1.151460975676778,1.151460975676778,0,1.0,1.151460975676778,1.151460975676778
2013-03-26,1.1508168984203755,0.0,1.1508168984203755,1.1508168984203755,0,1.0,1.1508168984203755,1.1508168984203755
2013-03-27,1.1501731814328149,0.0,1.1501731814328149,1.1501731814328149,0,1.0,1.1501731814328149,1.1501731814328149
2013-03-28,1.1495298245125776,0.0,1.1495298245125776,1.1495298245125776,0,1.0,1.1495298245125776,1.1495298245125776
2013-03-29,1.1488868274582573,0.0,1.1488868274582573,1.1488868274582573,0,1.0,1.1488868274582573,1.1488868274582573
2013-04-01,1.1436697945797274,0.0,1.1436697945797274,1.1436697945797274,0,1.0,1.1436697945797274,1.1436697945797274
2013-04-02,1.1384764519650294,0.0,1.1384764519650294,1.1384764519650294,0,1.0,1.1384764519650294,1.1384764519650294
2013-04-03,1.1333066920379582,0.0,1.1333066920379582,1.1333066920379582,0,1.0,1.1333066920379582,1.1333066920379582
2013-04-04,1.128160407710806,0.0,1.128160407710806,1.128160407710806,0,1.0,1.128160407710806,1.128160407710806
2013-04-05,1.1230374923821447,0.0,1.1230374923821447,1.1230374923821447,0,1.0,1.1230374923821447,1.1230374923821447
2013-04-08,1.1179378399346174,0.0,1.1179378399346174,1.1179378399346174,0,1.0,1.1179378399346174,1.1179378399346174
2013-04-09,1.1128613447327402,0.0,1.1128613447327402,1.1128613447327402,0,1.0,1.1128613447327402,1.1128613447327402
2013-04-10,1.1078079016207147,0.0,1.1078079016207147,1.1078079016207147,0,1.0,1.1078079016207147,1.1078079016207147
2013-04-11,1.102777405920249,0.0,1.102777405920249,1.102777405920249,0,1.0,1.102777405920249,1.102777405920249
2013-04-12,1.0977697534283897,0.0,1.0977697534283897,1.0977697534283897,0,1.0,1.0977697534283897,1.0977697534283897
2013-04-15,1.092784840415363,0.0,1.092784840415363,1.092784840415363,0,1.0,1.092784840415363,1.092784840415363
2013-04-16,1.087822563622427,0.0,1.087822563622427,1.087822563622427,0,1.0,1.087822563622427,1.087822563622427
2013-04-17,1.0828828202597318,0.0,1.0828828202597318,1.0828828202597318,0,1.0,1.0828828202597318,1.0828828202597318
2013-04-18,1.0779655080041908,0.0,1.0779655080041908,1.0779655080041908,0,1.0,1.0779655080041908,1.0779655080041908
2013-04-19,1.0730705249973607,0.0,1.0730705249973607,1.0730705249973607,0,1.0,1.0730705249973607,1.0730705249973607
2013-04-22,1.0681977698433323,0.0,1.0681977698433323,1.0681977698433323,0,1.0,1.0681977698433323,1.0681977698433323
2013-04-23,1.0633471416066294,0.0,1.0633471416066294,1.0633471416066294,0,1.0,1.0633471416066294,1.0633471416066294
2013-04-24,1.0585185398101185,0.0,1.0585185398101185,1.0585185398101185,0,1.0,1.0585185398101185,1.0585185398101185
2013-04-25,1.0537118644329273,0.0,1.0537118644329273,1.0537118644329273,0,1.0,1.0537118644329273,1.0537118644329273
2013-04-26,1.0489270159083728,0.0,1.0489270159083728,1.0489270159083728,0,1.0,1.0489270159083728,1.0489270159083728
2013-04-29,1.044163895121899,0.0,1.044163895121899,1.044163895121899,0,1.0,1.044163895121899,1.044163895121899
2013-04-30,1.0394224034090238,0.0,1.0394224034090238,1.0394224034090238,0,1.0,1.0394224034090238,1.0394224034090238
2013-05-02,1.034702442553295,0.0,1.034702442553295,1.034702442553295,0,1.0,1.034702442553295,1.034702442553295
2013-05-03,1.030003914784256,0.0,1.030003914784256,1.030003914784256,0,1.0,1.030003914784256,1.030003914784256
2013-05-06,1.0253267227754206,0.0,1.0253267227754206,1.0253267227754206,0,1.0,1.0253267227754206,1.0253267227754206
2013-05-07,1.020670769642257,0.0,1.020670769642257,1.020670769642257,0,1.0,1.020670769642257,1.020670769642257
2013-05-08,1.0160359589401806,0.0,1.0160359589401806,1.0160359589401806,0,1.0,1.0160359589401806,1.0160359589401806
2013-05-09,1.0114221946625568,0.0,1.0114221946625568,1.0114221946625568,0,1.0,1.0114221946625568,1.0114221946625568
2013-05-10,1.0068293812387115,0.0,1.0068293812387115,1.0068293812387115,0,1.0,1.0068293812387115,1.0068293812387115
2013-05-13,1.002257423531952,0.0,1.002257423531952,1.002257423531952,0,1.0,1.002257423531952,1.002257423531952
2013-05-14,0.9977062268375961,0.0,0.9977062268375961,0.9977062268375961,0,1.0,0.9977062268375961,0.9977062268375961
2013-05-15,0.9931756968810109,0.0,0.9931756968810109,0.9931756968810109,0,1.0,0.9931756968810109,0.9931756968810109
2013-05-16,0.988665739815659,0.0,0.988665739815659,0.988665739815659,0,1.0,0.988665739815659,0.988665739815659
2013-05-20,0.9841762622211552,0.0,0.9841762622211552,0.9841762622211552,0,1.0,0.9841762622211552,0.9841762622211552
2013-05-21,0.9797071711013312,0.0,0.9797071711013312,0.9797071711013312,0,1.0,0.9797071711013312,0.9797071711013312
2013-05-22,0.9752583738823093,0.0,0.9752583738823093,0.9752583738823093,0,1.0,0.9752583738823093,0.9752583738823093
2013-05-23,0.9708297784105847,0.0,0.9708297784105847,0.9708297784105847,0,1.0,0.9708297784105847,0.9708297784105847
2013-05-24,0.9664212929511168,0.0,0.9664212929511168,0.9664212929511168,0,1.0,0.9664212929511168,0.9664212929511168
2013-05-27,0.9620328261854287,0.0,0.9620328261854287,0.9620328261854287,0,1.0,0.9620328261854287,0.9620328261854287
2013-05-28,0.957664287209716,0.0,0.957664287209716,0.957664287209716,0,1.0,0.957664287209716,0.957664287209716
2013-05-29,0.9533155855329631,0.0,0.9533155855329631,0.9533155855329631,0,1.0,0.9533155855329631,0.9533155855329631
2013-05-30,0.9489866310750698,0.0,0.9489866310750698,0.9489866310750698,0,1.0,0.9489866310750698,0.9489866310750698
2013-05-31,0.9446773341649841,0.0,0.9446773341649841,0.9446773341649841,0,1.0,0.9446773341649841,0.9446773341649841
2013-06-03,0.9403876055388459,0.0,0.9403876055388459,0.9403876055388459,0,1.0,0.9403876055388459,0.9403876055388459
2013-06-04,0.9361173563381374,0.0,0.9361173563381374,0.9361173563381374,0,1.0,0.9361173563381374,0.9361173563381374
2013-06-05,0.9318664981078423,0.0,0.9318664981078423,0.9318664981078423,0,1.0,0.9318664981078423,0.9318664981078423
2013-06-07,0.9276349427946139,0.0,0.9276349427946139,0.9276349427946139,0,1.0,0.9276349427946139,0.9276349427946139
2013-06-10,0.9234226027449508,0.0,0.9234226027449508,0.9234226027449508,0,1.0,0.9234226027449508,0.9234226027449508
2013-06-11,0.9192293907033817,0.0,0.9192293907033817,0.9192293907033817,0,1.0,0.9192293907033817,0.9192293907033817
2013-06-12,0.9150552198106575,0.0,0.9150552198106575,0.9150552198106575,0,1.0,0.9150552198106575,0.9150552198106575
2013-06-13,0.9109000036019521,0.0,0.9109000036019521,0.9109000036019521,0,1.0,0.9109000036019521,0.9109000036019521
2013-06-14,0.9067636560050718,0.0,0.9067636560050718,0.9067636560050718,0,1.0,0.9067636560050718,0.9067636560050718
2013-06-17,0.9026460913386719,0.0,0.9026460913386719,0.9026460913386719,0,1.0,0.9026460913386719,0.9026460913386719
2013-06-18,0.898547224310482,0.0,0.898547224310482,0.898547224310482,0,1.0,0.898547224310482,0.898547224310482
2013-06-19,0.8944669700155393,0.0,0.8944669700155393,0.8944669700155393,0,1.0,0.8944669700155393,0.8944669700155393
2013-06-20,0.89040524393443,0.0,0.89040524393443,0.89040524393443,0,1.0,0.89040524393443,0.89040524393443
2013-06-21,0.8863619619315383,0.0,0.8863619619315383,0.8863619619315383,0,1.0,0.8863619619315383,0.8863619619315383
2013-06-24,0.8823370402533035,0.0,0.8823370402533035,0.8823370402533035,0,1.0,0.8823370402533035,0.8823370402533035
2013-06-25,0.8783303955264855,0.0,0.8783303955264855,0.8783303955264855,0,1.0,0.8783303955264855,0.8783303955264855
2013-06-26,0.8743419447564376,0.0,0.8743419447564376,0.8743419447564376,0,1.0,0.8743419447564376,0.8743419447564376
2013-06-27,0.8703716053253869,0.0,0.8703716053253869,0.8703716053253869,0,1.0,0.8703716053253869,0.8703716053253869
2013-06-28,0.866419294990724,0.0,0.866419294990724,0.866419294990724,0,1.0,0.866419294990724,0.866419294990724
2013-07-01,0.8678350887791231,0.0,0.8678350887791231,0.8678350887791231,0,1.0,0.8678350887791231,0.8678350887791231
2013-07-02,0.8692531960802322,0.0,0.8692531960802322,0.8692531960802322,0,1.0,0.8692531960802322,0.8692531960802322
2013-07-03,0.8706736206745039,0.0,0.8706736206745039,0.8706736206745039,0,1.0,0.8706736206745039,0.8706736206745039
2013-07-04,0.8720963663485681,0.0,0.8720963663485681,0.8720963663485681,0,1.0,0.8720963663485681,0.8720963663485681
2013-07-05,0.8735214368952425,0.0,0.8735214368952425,0.8735214368952425,0,1.0,0.8735214368952425,0.8735214368952425
2013-07-08,0.8749488361135423,0.0,0.8749488361135423,0.8749488361135423,0,1.0,0.8749488361135423,0.8749488361135423
2013-07-09,0.876378567808691,0.0,0.876378567808691,0.876378567808691,0,1.0,0.876378567808691,0.876378567808691
2013-07-10,0.8778106357921295,0.0,0.8778106357921295,0.8778106357921295,0,1.0,0.8778106357921295,0.8778106357921295
2013-07-11,0.8792450438815274,0.0,0.8792450438815274,0.8792450438815274,0,1.0,0.8792450438815274,0.8792450438815274
2013-07-12,0.8806817959007923,0.0,0.8806817959007923,0.8806817959007923,0,1.0,0.8806817959007923,0.8806817959007923
2013-07-15,0.8821208956800808,0.0,0.8821208956800808,0.8821208956800808,0,1.0,0.8821208956800808,0.8821208956800808
2013-07-16,0.8835623470558078,0.0,0.8835623470558078,0.8835623470558078,0,1.0,0.8835623470558078,0.8835623470558078
2013-07-17,0.8850061538706575,0.0,0.8850061538706575,0.8850061538706575,0,1.0,0.8850061538706575,0.8850061538706575
2013-07-18,0.8864523199735932,0.0,0.8864523199735932,0.8864523199735932,0,1.0,0.8864523199735932,0.8864523199735932
2013-07-19,0.8879008492198676,0.0,0.8879008492198676,0.8879008492198676,0,1.0,0.8879008492198676,0.8879008492198676
2013-07-22,0.8893517454710334,0.0,0.8893517454710334,0.8893517454710334,0,1.0,0.8893517454710334,0.8893517454710334
2013-07-23,0.890805012594953,0.0,0.890805012594953,0.890805012594953,0,1.0,0.890805012594953,0.890805012594953
2013-07-24,0.8922606544658097,0.0,0.8922606544658097,0.8922606544658097,0,1.0,0.8922606544658097,0.8922606544658097
2013-07-25,0.8937186749641172,0.0,0.8937186749641172,0.8937186749641172,0,1.0,0.8937186749641172,0.8937186749641172
2013-07-26,0.89517907797673,0.0,0.89517907797673,0.89517907797673,0,1.0,0.89517907797673,0.89517907797673
2013-07-29,0.8966418673968546,0.0,0.8966418673968546,0.8966418673968546,0,1.0,0.8966418673968546,0.8966418673968546
2013-07-30,0.8981070471240588,0.0,0.8981070471240588,0.8981070471240588,0,1.0,0.8981070471240588,0.8981070471240588
2013-07-31,0.8995746210642828,0.0,0.8995746210642828,0.8995746210642828,0,1.0,0.8995746210642828,0.8995746210642828
2013-08-01,0.9010445931298493,0.0,0.9010445931298493,0.9010445931298493,0,1.0,0.9010445931298493,0.9010445931298493
2013-08-02,0.9025169672394742,0.0,0.9025169672394742,0.9025169672394742,0,1.0,0.9025169672394742,0.9025169672394742
2013-08-05,0.9039917473182766,0.0,0.9039917473182766,0.9039917473182766,0,1.0,0.9039917473182766,0.9039917473182766
2013-08-06,0.9054689372977898,0.0,0.9054689372977898,0.9054689372977898,0,1.0,0.9054689372977898,0.9054689372977898
2013-08-07,0.9069485411159713,0.0,0.9069485411159713,0.9069485411159713,0,1.0,0.9069485411159713,0.9069485411159713
2013-08-08,0.9084305627172138,0.0,0.9084305627172138,0.9084305627172138,0,1.0,0.9084305627172138,0.9084305627172138
2013-08-09,0.9099150060523552,0.0,0.9099150060523552,0.9099150060523552,0,1.0,0.9099150060523552,0.9099150060523552
2013-08-12,0.9114018750786893,0.0,0.9114018750786893,0.9114018750786893,0,1.0,0.9114018750786893,0.9114018750786893
2013-08-13,0.9128911737599766,0.0,0.9128911737599766,0.9128911737599766,0,1.0,0.9128911737599766,0.9128911737599766
2013-08-14,0.9143829060664548,0.0,0.9143829060664548,0.9143829060664548,0,1.0,0.9143829060664548,0.9143829060664548
2013-08-16,0.9158770759748488,0.0,0.9158770759748488,0.9158770759748488,0,1.0,0.9158770759748488,0.9158770759748488
2013-08-19,0.9173736874683822,0.0,0.9173736874683822,0.9173736874683822,0,1.0,0.9173736874683822,0.9173736874683822
2013-08-20,0.9188727445367874,0.0,0.9188727445367874,0.9188727445367874,0,1.0,0.9188727445367874,0.9188727445367874
2013-08-21,0.9203742511763161,0.0,0.9203742511763161,0.9203742511763161,0,1.0,0.9203742511763161,0.9203742511763161
2013-08-22,0.9218782113897503,0.0,0.9218782113897503,0.9218782113897503,0,1.0,0.9218782113897503,0.9218782113897503
2013-08-23,0.9233846291864131,0.0,0.9233846291864131,0.9233846291864131,0,1.0,0.9233846291864131,0.9233846291864131
2013-08-26,0.9248935085821787,0.0,0.9248935085821787,0.9248935085821787,0,1.0,0.9248935085821787,0.9248935085821787
2013-08-27,0.9264048535994838,0.0,0.9264048535994838,0.9264048535994838,0,1.0,0.9264048535994838,0.9264048535994838
2013-08-28,0.9279186682673379,0.0,0.9279186682673379,0.9279186682673379,0,1.0,0.9279186682673379,0.9279186682673379
2013-08-29,0.9294349566213346,0.0,0.9294349566213346,0.9294349566213346,0,1.0,0.9294349566213346,0.9294349566213346
2013-08-30,0.9309537227036614,0.0,0.9309537227036614,0.9309537227036614,0,1.0,0.9309537227036614,0.9309537227036614
2013-09-02,0.9324749705631113,0.0,0.9324749705631113,0.9324749705631113,0,1.0,0.9324749705631113,0.9324749705631113
2013-09-03,0.9339987042550936,0.0,0.9339987042550936,0.9339987042550936,0,1.0,0.9339987042550936,0.9339987042550936
2013-09-04,0.9355249278416439,0.0,0.9355249278416439,0.9355249278416439,0,1.0,0.9355249278416439,0.9355249278416439
2013-09-05,0.9370536453914358,0.0,0.9370536453914358,0.9370536453914358,0,1.0,0.9370536453914358,0.9370536453914358
2013-09-06,0.9385848609797913,0.0,0.9385848609797913,0.9385848609797913,0,1.0,0.9385848609797913,0.9385848609797913
2013-09-09,0.9401185786886921,0.0,0.9401185786886921,0.9401185786886921,0,1.0,0.9401185786886921,0.9401185786886921
2013-09-10,0.9416548026067897,0.0,0.9416548026067897,0.9416548026067897,0,1.0,0.9416548026067897,0.9416548026067897
2013-09-11,0.943193536829417,0.0,0.943193536829417,0.943193536829417,0,1.0,0.943193536829417,0.943193536829417
2013-09-12,0.9447347854585989,0.0,0.9447347854585989,0.9447347854585989,0,1.0,0.9447347854585989,0.9447347854585989
2013-09-13,0.9462785526030634,0.0,0.9462785526030634,0.9462785526030634,0,1.0,0.9462785526030634,0.9462785526030634
2013-09-16,0.9478248423782524,0.0,0.9478248423782524,0.9478248423782524,0,1.0,0.9478248423782524,0.9478248423782524
2013-09-17,0.9493736589063327,0.0,0.9493736589063327,0.9493736589063327,0,1.0,0.9493736589063327,0.9493736589063327
2013-09-23,0.9509250063162074,0.0,0.9509250063162074,0.9509250063162074,0,1.0,0.9509250063162074,0.9509250063162074
2013-09-24,0.9524788887435259,0.0,0.9524788887435259,0.9524788887435259,0,1.0,0.9524788887435259,0.9524788887435259
2013-09-25,0.9540353103306961,0.0,0.9540353103306961,0.9540353103306961,0,1.0,0.9540353103306961,0.9540353103306961
2013-09-26,0.9555942752268946,0.0,0.9555942752268946,0.9555942752268946,0,1.0,0.9555942752268946,0.9555942752268946
2013-09-27,0.9571557875880781,0.0,0.9571557875880781,0.9571557875880781,0,1.0,0.9571557875880781,0.9571557875880781
2013-09-30,0.9587198515769946,0.0,0.9587198515769946,0.9587198515769946,0,1.0,0.9587198515769946,0.9587198515769946
2013-10-01,0.9571557875880781,0.0,0.9571557875880781,0.9571557875880781,0,1.0,0.9571557875880781,0.9571557875880781
2013-10-02,0.9555942752268946,0.0,0.9555942752268946,0.9555942752268946,0,1.0,0.9555942752268946,0.9555942752268946
2013-10-04,0.9540353103306961,0.0,0.9540353103306961,0.9540353103306961,0,1.0,0.9540353103306961,0.9540353103306961
2013-10-07,0.9524788887435259,0.0,0.9524788887435259,0.9524788887435259,0,1.0,0.9524788887435259,0.9524788887435259
2013-10-08,0.9509250063162075,0.0,0.9509250063162075,0.9509250063162075,0,1.0,0.9509250063162075,0.9509250063162075
2013-10-10,0.9493736589063329,0.0,0.9493736589063329,0.9493736589063329,0,1.0,0.9493736589063329,0.9493736589063329
2013-10-11,0.9478248423782525,0.0,0.9478248423782525,0.9478248423782525,0,1.0,0.9478248423782525,0.9478248423782525
2013-10-14,0.9462785526030635,0.0,0.9462785526030635,0.9462785526030635,0,1.0,0.9462785526030635,0.9462785526030635
2013-10-15,0.944734785458599,0.0,0.944734785458599,0.944734785458599,0,1.0,0.944734785458599,0.944734785458599
2013-10-16,0.9431935368294171,0.0,0.9431935368294171,0.9431935368294171,0,1.0,0.9431935368294171,0.9431935368294171
2013-10-17,0.9416548026067898,0.0,0.9416548026067898,0.9416548026067898,0,1.0,0.9416548026067898,0.9416548026067898
2013-10-18,0.9401185786886922,0.0,0.9401185786886922,0.9401185786886922,0,1.0,0.9401185786886922,0.9401185786886922
2013-10-21,0.9385848609797914,0.0,0.9385848609797914,0.9385848609797914,0,1.0,0.9385848609797914,0.9385848609797914
2013-10-22,0.9370536453914359,0.0,0.9370536453914359,0.9370536453914359,0,1.0,0.9370536453914359,0.9370536453914359
2013-10-23,0.935524927841644,0.0,0.935524927841644,0.935524927841644,0,1.0,0.935524927841644,0.935524927841644
2013-10-24,0.9339987042550937,0.0,0.9339987042550937,0.9339987042550937,0,1.0,0.9339987042550937,0.9339987042550937
2013-10-25,0.9324749705631115,0.0,0.9324749705631115,0.9324749705631115,0,1.0,0.9324749705631115,0.9324749705631115
2013-10-28,0.9309537227036615,0.0,0.9309537227036615,0.9309537227036615,0,1.0,0.9309537227036615,0.9309537227036615
2013-10-29,0.9294349566213347,0.0,0.9294349566213347,0.9294349566213347,0,1.0,0.9294349566213347,0.9294349566213347
2013-10-30,0.927918668267338,0.0,0.927918668267338,0.927918668267338,0,1.0,0.927918668267338,0.927918668267338
2013-10-31,0.9264048535994839,0.0,0.9264048535994839,0.9264048535994839,0,1.0,0.9264048535994839,0.9264048535994839
2013-11-01,0.9248935085821788,0.0,0.9248935085821788,0.9248935085821788,0,1.0,0.9248935085821788,0.9248935085821788
2013-11-04,0.9233846291864132,0.0,0.9233846291864132,0.9233846291864132,0,1.0,0.9233846291864132,0.9233846291864132
2013-11-05,0.9218782113897505,0.0,0.9218782113897505,0.9218782113897505,0,1.0,0.9218782113897505,0.9218782113897505
2013-11-06,0.9203742511763162,0.0,0.9203742511763162,0.9203742511763162,0,1.0,0.9203742511763162,0.9203742511763162
2013-11-07,0.9188727445367875,0.0,0.9188727445367875,0.9188727445367875,0,1.0,0.9188727445367875,0.9188727445367875
2013-11-08,0.9173736874683823,0.0,0.9173736874683823,0.9173736874683823,0,1.0,0.9173736874683823,0.9173736874683823
2013-11-11,0.9158770759748489,0.0,0.9158770759748489,0.9158770759748489,0,1.0,0.9158770759748489,0.9158770759748489
2013-11-12,0.9143829060664549,0.0,0.9143829060664549,0.9143829060664549,0,1.0,0.9143829060664549,0.9143829060664549
2013-11-13,0.9128911737599767,0.0,0.9128911737599767,0.9128911737599767,0,1.0,0.9128911737599767,0.9128911737599767
2013-11-14,0.9114018750786894,0.0,0.9114018750786894,0.9114018750786894,0,1.0,0.9114018750786894,0.9114018750786894
2013-11-15,0.9099150060523553,0.0,0.9099150060523553,0.9099150060523553,0,1.0,0.9099150060523553,0.9099150060523553
2013-11-18,0.9084305627172139,0.0,0.9084305627172139,0.9084305627172139,0,1.0,0.9084305627172139,0.9084305627172139
2013-11-19,0.9069485411159715,0.0,0.9069485411159715,0.9069485411159715,0,1.0,0.9069485411159715,0.9069485411159715
2013-11-20,0.9054689372977899,0.0,0.9054689372977899,0.9054689372977899,0,1.0,0.9054689372977899,0.9054689372977899
2013-11-21,0.9039917473182767,0.0,0.9039917473182767,0.9039917473182767,0,1.0,0.9039917473182767,0.9039917473182767
2013-11-22,0.9025169672394743,0.0,0.9025169672394743,0.9025169672394743,0,1.0,0.9025169672394743,0.9025169672394743
2013-11-25,0.9010445931298494,0.0,0.9010445931298494,0.9010445931298494,0,1.0,0.9010445931298494,0.9010445931298494
2013-11-26,0.8995746210642829,0.0,0.8995746210642829,0.8995746210642829,0,1.0,0.8995746210642829,0.8995746210642829
2013-11-27,0.8981070471240589,0.0,0.8981070471240589,0.8981070471240589,0,1.0,0.8981070471240589,0.8981070471240589
2013-11-28,0.8966418673968547,0.0,0.8966418673968547,0.8966418673968547,0,1.0,0.8966418673968547,0.8966418673968547
2013-11-29,0.8951790779767301,0.0,0.8951790779767301,0.8951790779767301,0,1.0,0.8951790779767301,0.8951790779767301
2013-12-02,0.8937186749641173,0.0,0.8937186749641173,0.8937186749641173,0,1.0,0.8937186749641173,0.8937186749641173
2013-12-03,0.8922606544658098,0.0,0.8922606544658098,0.8922606544658098,0,1.0,0.8922606544658098,0.8922606544658098
2013-12-04,0.8908050125949531,0.0,0.8908050125949531,0.8908050125949531,0,1.0,0.8908050125949531,0.8908050125949531
2013-12-05,0.8893517454710335,0.0,0.8893517454710335,0.8893517454710335,0,1.0,0.8893517454710335,0.8893517454710335
2013-12-06,0.8879008492198677,0.0,0.8879008492198677,0.8879008492198677,0,1.0,0.8879008492198677,0.8879008492198677
2013-12-09,0.8864523199735933,0.0,0.8864523199735933,0.8864523199735933,0,1.0,0.8864523199735933,0.8864523199735933
2013-12-10,0.8850061538706576,0.0,0.8850061538706576,0.8850061538706576,0,1.0,0.8850061538706576,0.8850061538706576
2013-12-11,0.8835623470558079,0.0,0.8835623470558079,0.8835623470558079,0,1.0,0.8835623470558079,0.8835623470558079
2013-12-12,0.8821208956800809,0.0,0.8821208956800809,0.8821208956800809,0,1.0,0.8821208956800809,0.8821208956800809
2013-12-13,0.8806817959007924,0.0,0.8806817959007924,0.8806817959007924,0,1.0,0.8806817959007924,0.8806817959007924
2013-12-16,0.8792450438815275,0.0,0.8792450438815275,0.8792450438815275,0,1.0,0.8792450438815275,0.8792450438815275
2013-12-17,0.8778106357921296,0.0,0.8778106357921296,0.8778106357921296,0,1.0,0.8778106357921296,0.8778106357921296
2013-12-18,0.8763785678086911,0.0,0.8763785678086911,0.8763785678086911,0,1.0,0.8763785678086911,0.8763785678086911
2013-12-19,0.8749488361135425,0.0,0.8749488361135425,0.8749488361135425,0,1.0,0.8749488361135425,0.8749488361135425
2013-12-20,0.8735214368952426,0.0,0.8735214368952426,0.8735214368952426,0,1.0,0.8735214368952426,0.8735214368952426
2013-12-23,0.8720963663485682,0.0,0.8720963663485682,0.8720963663485682,0,1.0,0.8720963663485682,0.8720963663485682
2013-12-24,0.870673620674504,0.0,0.870673620674504,0.870673620674504,0,1.0,0.870673620674504,0.870673620674504
2013-12-26,0.8692531960802323,0.0,0.8692531960802323,0.8692531960802323,0,1.0,0.8692531960802323,0.8692531960802323
2013-12-27,0.8678350887791232,0.0,0.8678350887791232,0.8678350887791232,0,1.0,0.8678350887791232,0.8678350887791232
2013-12-30,0.8664192949907241,0.0,0.8664192949907241,0.8664192949907241,0,1.0,0.8664192949907241,0.8664192949907241
2014-01-02,0.8674464093712849,0.0,0.8674464093712849,0.8674464093712849,0,1.0,0.8674464093712849,0.8674464093712849
2014-01-03,0.8684747413654849,0.0,0.8684747413654849,0.8684747413654849,0,1.0,0.8684747413654849,0.8684747413654849
2014-01-06,0.8695042924167687,0.0,0.8695042924167687,0.8695042924167687,0,1.0,0.8695042924167687,0.8695042924167687
2014-01-07,0.8705350639702926,0.0,0.8705350639702926,0.8705350639702926,0,1.0,0.8705350639702926,0.8705350639702926
2014-01-08,0.8715670574729256,0.0,0.8715670574729256,0.8715670574729256,0,1.0,0.8715670574729256,0.8715670574729256
2014-01-09,0.8726002743732523,0.0,0.8726002743732523,0.8726002743732523,0,1.0,0.8726002743732523,0.8726002743732523
2014-01-10,0.8736347161215743,0.0,0.8736347161215743,0.8736347161215743,0,1.0,0.8736347161215743,0.8736347161215743
2014-01-13,0.8746703841699125,0.0,0.8746703841699125,0.8746703841699125,0,1.0,0.8746703841699125,0.8746703841699125
2014-01-14,0.8757072799720094,0.0,0.8757072799720094,0.8757072799720094,0,1.0,0.8757072799720094,0.8757072799720094
2014-01-15,0.8767454049833304,0.0,0.8767454049833304,0.8767454049833304,0,1.0,0.8767454049833304,0.8767454049833304
2014-01-16,0.8777847606610668,0.0,0.8777847606610668,0.8777847606610668,0,1.0,0.8777847606610668,0.8777847606610668
2014-01-17,0.8788253484641371,0.0,0.8788253484641371,0.8788253484641371,0,1.0,0.8788253484641371,0.8788253484641371
2014-01-20,0.8798671698531892,0.0,0.8798671698531892,0.8798671698531892,0,1.0,0.8798671698531892,0.8798671698531892
2014-01-21,0.880910226290603,0.0,0.880910226290603,0.880910226290603,0,1.0,0.880910226290603,0.880910226290603
2014-01-22,0.8819545192404915,0.0,0.8819545192404915,0.8819545192404915,0,1.0,0.8819545192404915,0.8819545192404915
2014-01-23,0.8830000501687036,0.0,0.8830000501687036,0.8830000501687036,0,1.0,0.8830000501687036,0.8830000501687036
2014-01-24,0.8840468205428259,0.0,0.8840468205428259,0.8840468205428259,0,1.0,0.8840468205428259,0.8840468205428259
2014-01-27,0.8850948318321847,0.0,0.8850948318321847,0.8850948318321847,0,1.0,0.8850948318321847,0.8850948318321847
2014-01-28,0.8861440855078484,0.0,0.8861440855078484,0.8861440855078484,0,1.0,0.8861440855078484,0.8861440855078484
2014-01-29,0.8871945830426289,0.0,0.8871945830426289,0.8871945830426289,0,1.0,0.8871945830426289,0.8871945830426289
2014-02-03,0.8882463259110844,0.0,0.8882463259110844,0.8882463259110844,0,1.0,0.8882463259110844,0.8882463259110844
2014-02-04,0.8892993155895211,0.0,0.8892993155895211,0.8892993155895211,0,1.0,0.8892993155895211,0.8892993155895211
2014-02-05,0.8903535535559952,0.0,0.8903535535559952,0.8903535535559952,0,1.0,0.8903535535559952,0.8903535535559952
2014-02-06,0.8914090412903151,0.0,0.8914090412903151,0.8914090412903151,0,1.0,0.8914090412903151,0.8914090412903151
2014-02-07,0.8924657802740436,0.0,0.8924657802740436,0.8924657802740436,0,1.0,0.8924657802740436,0.8924657802740436
2014-02-10,0.8935237719904996,0.0,0.8935237719904996,0.8935237719904996,0,1.0,0.8935237719904996,0.8935237719904996
2014-02-11,0.8945830179247608,0.0,0.8945830179247608,0.8945830179247608,0,1.0,0.8945830179247608,0.8945830179247608
2014-02-12,0.8956435195636652,0.0,0.8956435195636652,0.8956435195636652,0,1.0,0.8956435195636652,0.8956435195636652
2014-02-13,0.8967052783958133,0.0,0.8967052783958133,0.8967052783958133,0,1.0,0.8967052783958133,0.8967052783958133
2014-02-14,0.8977682959115705,0.0,0.8977682959115705,0.8977682959115705,0,1.0,0.8977682959115705,0.8977682959115705
2014-02-17,0.8988325736030688,0.0,0.8988325736030688,0.8988325736030688,0,1.0,0.8988325736030688,0.8988325736030688
2014-02-18,0.8998981129642093,0.0,0.8998981129642093,0.8998981129642093,0,1.0,0.8998981129642093,0.8998981129642093
2014-02-19,0.9009649154906638,0.0,0.9009649154906638,0.9009649154906638,0,1.0,0.9009649154906638,0.9009649154906638
2014-02-20,0.9020329826798775,0.0,0.9020329826798775,0.9020329826798775,0,1.0,0.9020329826798775,0.9020329826798775
2014-02-21,0.9031023160310705,0.0,0.9031023160310705,0.9031023160310705,0,1.0,0.9031023160310705,0.9031023160310705
