date,cash,mtm_value,gross_value,net_value,n_positions,d013_baseline_net_value,d013_gold_sleeve_net_value,gold_sleeve_factor
2018-11-30,0.8448328693543329,0.0,0.8448328693543329,0.8448328693543329,0,1.0552039424223687,0.8448328693543329,0.8006346786526408
2018-12-03,0.8458388044782287,0.0,0.8458388044782287,0.8458388044782287,0,1.0552039424223687,0.8458388044782287,0.801587987376627
2018-12-04,0.8468459373602968,0.0,0.8468459373602968,0.8468459373602968,0,1.0552039424223687,0.8468459373602968,0.8025424311969903
2018-12-05,0.8478542694266974,0.0,0.8478542694266974,0.8478542694266974,0,1.0552039424223687,0.8478542694266974,0.8034980114652803
2018-12-06,0.8488638021052889,0.0,0.8488638021052889,0.8488638021052889,0,1.0552039424223687,0.8488638021052889,0.8044547295346556
2018-12-07,0.8498745368256296,0.0,0.8498745368256296,0.8498745368256296,0,1.0552039424223687,0.8498745368256296,0.8054125867598858
2018-12-10,0.8508864750189802,0.0,0.8508864750189802,0.8508864750189802,0,1.0552039424223687,0.8508864750189802,0.806371584497354
2018-12-11,0.8518996181183054,0.0,0.8518996181183054,0.8518996181183054,0,1.0552039424223687,0.8518996181183054,0.8073317241050582
2018-12-12,0.8529139675582764,0.0,0.8529139675582764,0.8529139675582764,0,1.0552039424223687,0.8529139675582764,0.8082930069426132
2018-12-13,0.8539295247752725,0.0,0.8539295247752725,0.8539295247752725,0,1.0552039424223687,0.8539295247752725,0.8092554343712529
2018-12-14,0.8549462912073831,0.0,0.8549462912073831,0.8549462912073831,0,1.0552039424223687,0.8549462912073831,0.8102190077538318
2018-12-17,0.8559642682944101,0.0,0.8559642682944101,0.8559642682944101,0,1.0552039424223687,0.8559642682944101,0.8111837284548274
2018-12-18,0.8569834574778699,0.0,0.8569834574778699,0.8569834574778699,0,1.0552039424223687,0.8569834574778699,0.8121495978403417
2018-12-19,0.8580038602009948,0.0,0.8580038602009948,0.8580038602009948,0,1.0552039424223687,0.8580038602009948,0.8131166172781032
2018-12-20,0.8590254779087363,0.0,0.8590254779087363,0.8590254779087363,0,1.0552039424223687,0.8590254779087363,0.8140847881374692
2018-12-21,0.8600483120477658,0.0,0.8600483120477658,0.8600483120477658,0,1.0552039424223687,0.8600483120477658,0.8150541117894273
2018-12-24,0.8610723640664772,0.0,0.8610723640664772,0.8610723640664772,0,1.0552039424223687,0.8610723640664772,0.8160245896065976
2018-12-26,0.8620976354149897,0.0,0.8620976354149897,0.8620976354149897,0,1.0552039424223687,0.8620976354149897,0.8169962229632346
2018-12-27,0.8631241275451483,0.0,0.8631241275451483,0.8631241275451483,0,1.0552039424223687,0.8631241275451483,0.817969013235229
2018-12-28,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-02,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-03,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-04,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-07,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-08,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-09,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-10,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-11,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-14,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-15,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-16,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-17,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-18,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-21,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-22,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-23,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-24,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-25,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-28,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-29,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-30,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-01-31,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-01,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-07,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-08,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-11,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-12,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-13,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-14,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-15,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-18,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-19,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-20,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-21,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-22,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-25,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-26,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-27,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-02-28,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-04,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-05,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-06,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-07,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-08,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-11,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-12,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-13,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-14,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-15,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-18,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-19,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-20,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-21,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-22,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-25,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-26,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-27,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-28,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-03-29,0.8641518419105271,0.0,0.8641518419105271,0.8641518419105271,0,1.0552039424223687,0.8641518419105271,0.8189429618001097
2019-04-01,0.8653927933414478,0.0,0.8653927933414478,0.8653927933414478,0,1.0552039424223687,0.8653927933414478,0.8201189917418402
2019-04-02,0.8666355268208227,0.0,0.8666355268208227,0.8666355268208227,0,1.0552039424223687,0.8666355268208227,0.8212967105025586
2019-04-03,0.8678800449077336,0.0,0.8678800449077336,0.8678800449077336,0,1.0552039424223687,0.8678800449077336,0.8224761205074663
2019-04-04,0.869126350164938,0.0,0.869126350164938,0.869126350164938,0,1.0552039424223687,0.869126350164938,0.8236572241852476
2019-04-05,0.8703744451588729,0.0,0.8703744451588729,0.8703744451588729,0,1.0552039424223687,0.8703744451588729,0.8248400239680741
2019-04-08,0.8716243324596612,0.0,0.8716243324596612,0.8716243324596612,0,1.0552039424223687,0.8716243324596612,0.8260245222916105
2019-04-09,0.8728760146411165,0.0,0.8728760146411165,0.8728760146411165,0,1.0552039424223687,0.8728760146411165,0.8272107215950191
2019-04-10,0.8741294942807486,0.0,0.8741294942807486,0.8741294942807486,0,1.0552039424223687,0.8741294942807486,0.8283986243209647
2019-04-11,0.8753847739597683,0.0,0.8753847739597683,0.8753847739597683,0,1.0552039424223687,0.8753847739597683,0.8295882329156199
2019-04-12,0.8766418562630937,0.0,0.8766418562630937,0.8766418562630937,0,1.0552039424223687,0.8766418562630937,0.8307795498286703
2019-04-15,0.8779007437793541,0.0,0.8779007437793541,0.8779007437793541,0,1.0552039424223687,0.8779007437793541,0.8319725775133192
2019-04-16,0.8791614391008973,0.0,0.8791614391008973,0.8791614391008973,0,1.0552039424223687,0.8791614391008973,0.8331673184262929
2019-04-17,0.8804239448237927,0.0,0.8804239448237927,0.8804239448237927,0,1.0552039424223687,0.8804239448237927,0.8343637750278453
2019-04-18,0.8816882635478384,0.0,0.8816882635478384,0.8816882635478384,0,1.0552039424223687,0.8816882635478384,0.8355619497817638
2019-04-19,0.8829543978765657,0.0,0.8829543978765657,0.8829543978765657,0,1.0552039424223687,0.8829543978765657,0.8367618451553734
2019-04-22,0.8842223504172445,0.0,0.8842223504172445,0.8842223504172445,0,1.0552039424223687,0.8842223504172445,0.8379634636195427
2019-04-23,0.8854921237808893,0.0,0.8854921237808893,0.8854921237808893,0,1.0552039424223687,0.8854921237808893,0.8391668076486881
2019-04-24,0.8867637205822635,0.0,0.8867637205822635,0.8867637205822635,0,1.0552039424223687,0.8867637205822635,0.8403718797207798
2019-04-25,0.8880371434398857,0.0,0.8880371434398857,0.8880371434398857,0,1.0552039424223687,0.8880371434398857,0.841578682317346
2019-04-26,0.8893123949760349,0.0,0.8893123949760349,0.8893123949760349,0,1.0552039424223687,0.8893123949760349,0.8427872179234789
2019-04-29,0.8905894778167556,0.0,0.8905894778167556,0.8905894778167556,0,1.0552039424223687,0.8905894778167556,0.843997489027839
2019-04-30,0.8918683945918634,0.0,0.8918683945918634,0.8918683945918634,0,1.0552039424223687,0.8918683945918634,0.8452094981226609
2019-05-02,0.8931491479349506,0.0,0.8931491479349506,0.8931491479349506,0,1.0552039424223687,0.8931491479349506,0.846423247703758
2019-05-03,0.8944317404833911,0.0,0.8944317404833911,0.8944317404833911,0,1.0552039424223687,0.8944317404833911,0.8476387402705278
2019-05-07,0.8957161748783464,0.0,0.8957161748783464,0.8957161748783464,0,1.0552039424223687,0.8957161748783464,0.8488559783259568
2019-05-08,0.8970024537647707,0.0,0.8970024537647707,0.8970024537647707,0,1.0552039424223687,0.8970024537647707,0.8500749643766263
2019-05-09,0.8982905797914166,0.0,0.8982905797914166,0.8982905797914166,0,1.0552039424223687,0.8982905797914166,0.8512957009327169
2019-05-10,0.89958055561084,0.0,0.89958055561084,0.89958055561084,0,1.0552039424223687,0.89958055561084,0.8525181905080137
2019-05-13,0.9008723838794065,0.0,0.9008723838794065,0.9008723838794065,0,1.0552039424223687,0.9008723838794065,0.853742435619912
2019-05-14,0.9021660672572959,0.0,0.9021660672572959,0.9021660672572959,0,1.0552039424223687,0.9021660672572959,0.8549684387894222
2019-05-15,0.9034616084085084,0.0,0.9034616084085084,0.9034616084085084,0,1.0552039424223687,0.9034616084085084,0.8561962025411747
2019-05-16,0.9047590100008697,0.0,0.9047590100008697,0.9047590100008697,0,1.0552039424223687,0.9047590100008697,0.8574257294034254
2019-05-17,0.9060582747060362,0.0,0.9060582747060362,0.9060582747060362,0,1.0552039424223687,0.9060582747060362,0.858657021908061
2019-05-20,0.9073594051995016,0.0,0.9073594051995016,0.9073594051995016,0,1.0552039424223687,0.9073594051995016,0.8598900825906041
2019-05-21,0.9086624041606013,0.0,0.9086624041606013,0.9086624041606013,0,1.0552039424223687,0.9086624041606013,0.8611249139902181
2019-05-22,0.9099672742725182,0.0,0.9099672742725182,0.9099672742725182,0,1.0552039424223687,0.9099672742725182,0.862361518649713
2019-05-23,0.9112740182222887,0.0,0.9112740182222887,0.9112740182222887,0,1.0552039424223687,0.9112740182222887,0.8635998991155505
2019-05-24,0.9125826387008076,0.0,0.9125826387008076,0.9125826387008076,0,1.0552039424223687,0.9125826387008076,0.8648400579378486
2019-05-27,0.9138931384028339,0.0,0.9138931384028339,0.9138931384028339,0,1.0552039424223687,0.9138931384028339,0.8660819976703877
2019-05-28,0.9152055200269965,0.0,0.9152055200269965,0.9152055200269965,0,1.0552039424223687,0.9152055200269965,0.8673257208706157
2019-05-29,0.9165197862757997,0.0,0.9165197862757997,0.9165197862757997,0,1.0552039424223687,0.9165197862757997,0.8685712300996525
2019-05-30,0.9178359398556285,0.0,0.9178359398556285,0.9178359398556285,0,1.0552039424223687,0.9178359398556285,0.8698185279222965
2019-05-31,0.9191539834767544,0.0,0.9191539834767544,0.9191539834767544,0,1.0552039424223687,0.9191539834767544,0.8710676169070288
2019-06-03,0.9204739198533409,0.0,0.9204739198533409,0.9204739198533409,0,1.0552039424223687,0.9204739198533409,0.8723184996260192
2019-06-04,0.9217957517034495,0.0,0.9217957517034495,0.9217957517034495,0,1.0552039424223687,0.9217957517034495,0.8735711786551309
2019-06-05,0.9231194817490443,0.0,0.9231194817490443,0.9231194817490443,0,1.0552039424223687,0.9231194817490443,0.8748256565739264
2019-06-07,0.9244451127159988,0.0,0.9244451127159988,0.9244451127159988,0,1.0552039424223687,0.9244451127159988,0.8760819359656725
2019-06-10,0.9257726473341006,0.0,0.9257726473341006,0.9257726473341006,0,1.0552039424223687,0.9257726473341006,0.8773400194173456
2019-06-11,0.9271020883370575,0.0,0.9271020883370575,0.9271020883370575,0,1.0552039424223687,0.9271020883370575,0.8785999095196372
2019-06-12,0.9284334384625031,0.0,0.9284334384625031,0.9284334384625031,0,1.0552039424223687,0.9284334384625031,0.8798616088669589
2019-06-13,0.929766700452002,0.0,0.929766700452002,0.929766700452002,0,1.0552039424223687,0.929766700452002,0.881125120057448
2019-06-14,0.9311018770510562,0.0,0.9311018770510562,0.9311018770510562,0,1.0552039424223687,0.9311018770510562,0.8823904456929731
2019-06-17,0.9324389710091099,0.0,0.9324389710091099,0.9324389710091099,0,1.0552039424223687,0.9324389710091099,0.8836575883791388
2019-06-18,0.933777985079556,0.0,0.933777985079556,0.933777985079556,0,1.0552039424223687,0.933777985079556,0.8849265507252917
2019-06-19,0.9351189220197411,0.0,0.9351189220197411,0.9351189220197411,0,1.0552039424223687,0.9351189220197411,0.8861973353445254
2019-06-20,0.9364617845909716,0.0,0.9364617845909716,0.9364617845909716,0,1.0552039424223687,0.9364617845909716,0.887469944853686
2019-06-21,0.9378065755585192,0.0,0.9378065755585192,0.9378065755585192,0,1.0552039424223687,0.9378065755585192,0.8887443818733776
2019-06-24,0.9391532976916264,0.0,0.9391532976916264,0.9391532976916264,0,1.0552039424223687,0.9391532976916264,0.8900206490279673
2019-06-25,0.9405019537635128,0.0,0.9405019537635128,0.9405019537635128,0,1.0552039424223687,0.9405019537635128,0.8912987489455911
2019-06-26,0.9418525465513802,0.0,0.9418525465513802,0.9418525465513802,0,1.0552039424223687,0.9418525465513802,0.8925786842581591
2019-06-27,0.9432050788364185,0.0,0.9432050788364185,0.9432050788364185,0,1.0552039424223687,0.9432050788364185,0.8938604576013608
2019-06-28,0.9445595534038117,0.0,0.9445595534038117,0.9445595534038117,0,1.0552039424223687,0.9445595534038117,0.8951440716146707
2019-07-01,0.0,0.9368442966266508,0.9368442966266508,0.9368442966266508,5,1.0465849312242674,0.9368442966266508,0.8951440716146707
2019-07-02,0.0,0.9276816864583236,0.9276816864583236,0.9276816864583236,5,1.0363490256769072,0.9276816864583236,0.8951440716146707
2019-07-03,0.0,0.9214141050709826,0.9214141050709826,0.9214141050709826,5,1.0293472685451917,0.9214141050709826,0.8951440716146707
2019-07-04,0.0,0.930016456577079,0.930016456577079,0.930016456577079,5,1.038957287511836,0.930016456577079,0.8951440716146707
2019-07-05,0.0,0.9292029272922546,0.9292029272922546,0.9292029272922546,5,1.0380484625409496,0.9292029272922546,0.8951440716146707
2019-07-08,0.0,0.9107468014367068,0.9107468014367068,0.9107468014367068,5,1.0174304118373836,0.9107468014367068,0.8951440716146707
2019-07-09,0.0,0.9022872422854901,0.9022872422854901,0.9022872422854901,5,1.0079799117229638,0.9022872422854901,0.8951440716146707
2019-07-10,0.0,0.9084536685170767,0.9084536685170767,0.9084536685170767,5,1.0148686645250278,0.9084536685170767,0.8951440716146707
2019-07-11,0.0,0.9247583008460554,0.9247583008460554,0.9247583008460554,5,1.0330831987503042,0.9247583008460554,0.8951440716146707
2019-07-12,0.0,0.9227757524101365,0.9227757524101365,0.9227757524101365,5,1.0308684173550113,0.9227757524101365,0.8951440716146707
2019-07-15,0.0,0.9220850899881119,0.9220850899881119,0.9220850899881119,5,1.030096851699911,0.9220850899881119,0.8951440716146707
2019-07-16,0.0,0.924463107408604,0.924463107408604,0.924463107408604,5,1.0327534267651992,0.924463107408604,0.8951440716146707
2019-07-17,0.0,0.9142795980102165,0.9142795980102165,0.9142795980102165,5,1.0213770352754825,0.9142795980102165,0.8951440716146707
2019-07-18,0.0,0.9133136494124775,0.9133136494124775,0.9133136494124775,5,1.0202979368058958,0.9133136494124775,0.8951440716146707
2019-07-19,0.0,0.9289064750937839,0.9289064750937839,0.9289064750937839,5,1.0377172843453146,0.9289064750937839,0.8951440716146707
2019-07-22,0.0,0.9304031925830974,0.9304031925830974,0.9304031925830974,5,1.0393893252343458,0.9304031925830974,0.8951440716146707
2019-07-23,0.0,0.9292848693651967,0.9292848693651967,0.9292848693651967,5,1.0381400031940584,0.9292848693651967,0.8951440716146707
2019-07-24,0.0,0.9184579260566961,0.9184579260566961,0.9184579260566961,5,1.026044806843184,0.9184579260566961,0.8951440716146707
2019-07-25,0.0,0.9135842948456745,0.9135842948456745,0.9135842948456745,5,1.0206002852677571,0.9135842948456745,0.8951440716146707
2019-07-26,0.0,0.918496366315871,0.918496366315871,0.918496366315871,5,1.0260877499407186,0.918496366315871,0.8951440716146707
2019-07-29,0.0,0.8980171877294358,0.8980171877294358,0.8980171877294358,5,1.0032096689302568,0.8980171877294358,0.8951440716146707
2019-07-30,0.0,0.903818418456628,0.903818418456628,0.903818418456628,5,1.00969044773576,0.903818418456628,0.8951440716146707
2019-07-31,0.0,0.8873150663298524,0.8873150663298524,0.8873150663298524,5,0.9912539159526619,0.8873150663298524,0.8951440716146707
2019-08-01,0.0,0.8848948761472236,0.8848948761472236,0.8848948761472236,5,0.9885502280666849,0.8848948761472236,0.8951440716146707
2019-08-02,0.0,0.8753680286401334,0.8753680286401334,0.8753680286401334,5,0.9779074189265813,0.8753680286401334,0.8951440716146707
2019-08-05,0.0,0.8446401436110721,0.8446401436110721,0.8446401436110721,5,0.9435801122913108,0.8446401436110721,0.8951440716146707
2019-08-06,0.0,0.8298359644672977,0.8298359644672977,0.8298359644672977,5,0.9270417922451639,0.8298359644672977,0.8951440716146707
2019-08-07,0.0,0.8381439503891749,0.8381439503891749,0.8381439503891749,5,0.9363229640535089,0.8381439503891749,0.8951440716146707
2019-08-08,0.0,0.8436454802435306,0.8436454802435306,0.8436454802435306,5,0.9424689354438259,0.8436454802435306,0.8951440716146707
2019-08-09,0.0,0.852491244792671,0.852491244792671,0.852491244792671,5,0.9523508805179685,0.852491244792671,0.8951440716146707
2019-08-12,0.0,0.8538481759956943,0.8538481759956943,0.8538481759956943,5,0.9538667607500473,0.8538481759956943,0.8951440716146707
2019-08-13,0.0,0.8439359076413167,0.8439359076413167,0.8439359076413167,5,0.9427933831020249,0.8439359076413167,0.8951440716146707
2019-08-14,0.0,0.859154609909725,0.859154609909725,0.859154609909725,5,0.959794782933626,0.859154609909725,0.8951440716146707
2019-08-16,0.0,0.8579175616647473,0.8579175616647473,0.8579175616647473,5,0.9584128285821367,0.8579175616647473,0.8951440716146707
2019-08-19,0.0,0.8528677064728849,0.8528677064728849,0.8528677064728849,5,0.952771440394475,0.8528677064728849,0.8951440716146707
2019-08-20,0.0,0.8611185443929635,0.8611185443929635,0.8611185443929635,5,0.9619887699637762,0.8611185443929635,0.8951440716146707
2019-08-21,0.0,0.8618542998059909,0.8618542998059909,0.8618542998059909,5,0.9628107107399692,0.8618542998059909,0.8951440716146707
2019-08-22,0.0,0.8448822763012938,0.8448822763012938,0.8448822763012938,5,0.943850608067242,0.8448822763012938,0.8951440716146707
2019-08-23,0.0,0.8528018148227813,0.8528018148227813,0.8528018148227813,5,0.9526978302883558,0.8528018148227813,0.8951440716146707
2019-08-26,0.0,0.8301761350850596,0.8301761350850596,0.8301761350850596,5,0.9274218099747662,0.8301761350850596,0.8951440716146707
2019-08-27,0.0,0.8387800499546052,0.8387800499546052,0.8387800499546052,5,0.9370335754350745,0.8387800499546052,0.8951440716146707
2019-08-28,0.0,0.8539254849219297,0.8539254849219297,0.8539254849219297,5,0.9539531255361045,0.8539254849219297,0.8951440716146707
2019-08-29,0.0,0.8510382485733975,0.8510382485733975,0.8510382485733975,5,0.9507276823475861,0.8510382485733975,0.8951440716146707
2019-08-30,0.0,0.8698879746585213,0.8698879746585213,0.8698879746585213,5,0.9717854390627956,0.8698879746585213,0.8951440716146707
2019-09-02,0.0,0.8677938660757919,0.8677938660757919,0.8677938660757919,5,0.9694460295206512,0.8677938660757919,0.8951440716146707
2019-09-03,0.0,0.864595148512312,0.864595148512312,0.864595148512312,5,0.9658726186419867,0.864595148512312,0.8951440716146707
2019-09-04,0.0,0.8821263913127243,0.8821263913127243,0.8821263913127243,5,0.9854574467789694,0.8821263913127243,0.8951440716146707
2019-09-05,0.0,0.8944455684584588,0.8944455684584588,0.8944455684584588,5,0.9992196751580426,0.8944455684584588,0.8951440716146707
2019-09-06,0.0,0.8964512966122299,0.8964512966122299,0.8964512966122299,5,1.0014603515110156,0.8964512966122299,0.8951440716146707
2019-09-09,0.0,0.9031911789094609,0.9031911789094609,0.9031911789094609,5,1.0089897342226428,0.9031911789094609,0.8951440716146707
2019-09-10,0.0,0.8992461362490946,0.8992461362490946,0.8992461362490946,5,1.0045825747658972,0.8992461362490946,0.8951440716146707
2019-09-11,0.0,0.9045635853314626,0.9045635853314626,0.9045635853314626,5,1.010522902419273,0.9045635853314626,0.8951440716146707
2019-09-16,0.0,0.8964178653534441,0.8964178653534441,0.8964178653534441,5,1.0014230041611913,0.8964178653534441,0.8951440716146707
2019-09-17,0.0,0.8947113977865851,0.8947113977865851,0.8947113977865851,5,0.9995166433630007,0.8947113977865851,0.8951440716146707
2019-09-18,0.0,0.903280854316487,0.903280854316487,0.903280854316487,5,1.009089914081807,0.903280854316487,0.8951440716146707
2019-09-19,0.0,0.9141811965187518,0.9141811965187518,0.9141811965187518,5,1.021267107170516,0.9141811965187518,0.8951440716146707
2019-09-20,0.0,0.920921762009528,0.920921762009528,0.920921762009528,5,1.0287972531040275,0.920921762009528,0.8951440716146707
2019-09-23,0.0,0.9205864058743742,0.9205864058743742,0.9205864058743742,5,1.0284226138188128,0.9205864058743742,0.8951440716146707
2019-09-24,0.0,0.9238539075260268,0.9238539075260268,0.9238539075260268,5,1.032072866057828,0.9238539075260268,0.8951440716146707
2019-09-25,0.0,0.9047953115930254,0.9047953115930254,0.9047953115930254,5,1.0107817727720028,0.9047953115930254,0.8951440716146707
2019-09-26,0.0,0.9079116415638672,0.9079116415638672,0.9079116415638672,5,1.0142631452903064,0.9079116415638672,0.8951440716146707
2019-09-27,0.0,0.8978458311596742,0.8978458311596742,0.8978458311596742,5,1.003018239890848,0.8978458311596742,0.8951440716146707
2019-09-30,0.0,0.9003550509050291,0.9003550509050291,0.9003550509050291,5,1.0058213861383887,0.9003550509050291,0.8951440716146707
2019-10-01,2.4845238966582936e-17,0.8982815287752184,0.8982815287752184,0.8982815287752184,5,1.0035049745175526,0.8982815287752184,0.8951440716146707
2019-10-02,2.4845238966582936e-17,0.8779365369358805,0.8779365369358805,0.8779365369358805,5,0.9807767987026367,0.8779365369358805,0.8951440716146707
2019-10-04,2.4845238966582936e-17,0.8689077926338905,0.8689077926338905,0.8689077926338905,5,0.9706904398825377,0.8689077926338905,0.8951440716146707
2019-10-07,2.4845238966582936e-17,0.8739331637336667,0.8739331637336667,0.8739331637336667,5,0.9763044759457061,0.8739331637336667,0.8951440716146707
