variant,cumulative_net_total_return,sharpe,max_drawdown,sleeve_cumulative,sleeve_max_drawdown,cumulative_delta_vs_d013,sharpe_delta_vs_d013,mdd_delta_vs_d013,cumulative_pass,sharpe_pass,gold_drawdown_pass,pass
D013,2.5457702903350135,0.5333654677635088,-0.3392346174957135,0.0,0.0,0.0,0.0,0.0,,,,
H001,3.571886489071015,0.6461391042868482,-0.3392346174957135,0.2893916172552795,,1.0261161987360015,0.11277363652333938,0.0,,,,
H002,2.7271802643580934,0.5544017014515334,-0.3392346174957135,0.0511623594223245,-0.1725245531690773,0.1814099740230799,0.021036233688024653,0.0,,,,
H003,4.013998939785267,0.6859100455847053,-0.3392346174957135,0.4140788966087467,-0.1346895739125342,1.4682286494502539,0.15254457782119646,0.0,,,,
H005,3.511606452694571,0.6399017157075155,-0.3392346174957135,0.2723910697182603,-0.0518399901727344,0.9658361623595577,0.10653624794400673,0.0,,,,
H004,3.0913047840293464,0.593506299110405,-0.44267311057475944,0.1538550016004323,-0.4023092753584948,0.5455344936943329,0.060140831346896184,-0.10343849307904596,,,,
verdict,,,,0.1538550016004323,-0.4023092753584948,0.5455344936943329,0.060140831346896184,-0.10343849307904596,True,True,False,False
