period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.09401472235486108,0.10111100738801637,0.013174613461145235,0.014129268394949213,-0.11120123654025105,-0.10825712142713284,10,10
2018-2026,2018-01-01,2026-05-04,1.061524791980136,1.1495201732653597,0.09324282198844225,0.09888836906109977,-0.3336818664706047,-0.3249118089570776,65,65
