period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.23192380034473237,0.2488558291225731,0.03084856885663756,0.03290038629102754,-0.04654084435170358,-0.0466295665722366,10,10
2018-2026,2018-01-01,2026-05-04,1.9478673631645247,2.3577707586018626,0.14250006911576318,0.16097774239295215,-0.42058350129612654,-0.40885263832983465,100,100
