year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.23192380034473237,0.31675953872996554,0.0,0.0,0.23192380034473237
2018,0.027185583571797123,-0.08401784948302582,0.0,0.0,0.027185583571797123
2019,-0.025555486719552434,0.17019485930094325,0.0,0.0277493483052602,-0.05330483502481263
2020,0.49472312626851456,0.5251287429311848,0.0,0.2461360848272729,0.24858704144124166
2021,-0.22942743996893178,0.13170240063376726,0.0,-0.035316520549102,-0.19411091941982977
2022,0.016211615731828832,-0.18442405395793493,0.0,0.0,0.016211615731828832
2023,0.05563184377678554,0.3279894204214897,0.0,-0.0177293971971159,0.07336124097390144
2024,0.12542053526505414,0.034981455283805474,0.0,0.0422472179791628,0.08317331728589133
2025,0.4016878022315473,1.047004780803555,0.0,0.7666554035490463,-0.36496760131749895
2026,0.47225015379222635,0.7344109727369705,0.0,0.0,0.47225015379222635
