portfolio,candidate,component,target_weight,return_contribution,component_total_return_krw,component_total_return_usd,fx_contribution_estimate
P08,B02_P08_SPY40_QQQ30_H00120_IEF10,QQQ,0.3,3.509701134366276,21.568635153820107,16.563080720732085,1.5016663299264066
P08,B02_P08_SPY40_QQQ30_H00120_IEF10,SPY,0.4,3.6495167459487545,10.210326413563722,7.72395988349558,0.994546612027257
P08,B02_P08_SPY40_QQQ30_H00120_IEF10,H001,0.2,2.085400020074325,3.571886489071015,,0.0
P08,B02_P08_SPY40_QQQ30_H00120_IEF10,IEF,0.1,0.2299414354069792,0.9537422445768404,0.5204168313740132,0.043332541320282726
P08,B02_P08_SPY40_QQQ30_H00120_IEF10,rebalance_effect,,-1.8899132980470696,,,
P08,B02_P08_SPY40_QQQ30_H00120_IEF10,total,1.0,9.474559335796338,9.474559335796338,,2.539545483273946
