multiplier,is_total_return,oos_total_return,full_total_return,cost_paid_total
0.0,-0.4465395706194637,0.3123506157009972,-0.3014124377609164,0.0
1.0,-0.5467341471460456,0.1430220021894204,-0.5017133967203893,0.22480669614800317
2.0,-0.6290362498969158,-0.004917068906698185,-0.64498265367462,0.3933458084049125
3.0,-0.6965968648734608,-0.1341102386444405,-0.7473445460210977,0.5200700579656271
