year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.24570760525409052,0.31675953872996554,0.0,0.0,-0.24570760525409052
2018,0.03847466021611301,-0.08401784948302582,0.0,0.0,0.03847466021611301
2019,-0.2486074755545794,0.17019485930094325,0.0,0.0277493483052602,-0.2763568238598396
2020,0.35975074197095536,0.5251287429311848,0.0,0.2461360848272729,0.11361465714368246
2021,0.025024417513426878,0.13170240063376726,0.0,-0.035316520549102,0.060340938062528875
2022,-0.08988678179727927,-0.18442405395793493,0.0,0.0,-0.08988678179727927
2023,-0.05626669023530628,0.3279894204214897,0.0,-0.0177293971971159,-0.03853729303819038
2024,-0.34655933401466266,0.034981455283805474,0.0,0.0422472179791628,-0.38880655199382547
2025,0.030023658051885782,1.047004780803555,0.0,0.7666554035490463,-0.7366317454971605
2026,0.7412378110327809,0.7344109727369705,0.0,0.0,0.7412378110327809
