period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.24570760525409052,-0.24095588750648322,-0.04024174447276474,-0.03936340683416406,-0.2616181275731376,-0.25901781494809273,10,10
2018-2026,2018-01-01,2026-05-04,0.07984864744605691,0.15381901385804575,0.009511385747904999,0.017787388429435502,-0.7648773467856584,-0.7585782066624991,100,100
