variant_id,signal,portfolio,rebalance,cost_layer,window,strategy_start_date,strategy_end_date,strategy_trading_days,strategy_total_return,strategy_cagr,strategy_sharpe,strategy_max_drawdown,strategy_calmar,strategy_volatility,strategy_nav_final,p08_proxy_start_date,p08_proxy_end_date,p08_proxy_trading_days,p08_proxy_total_return,p08_proxy_cagr,p08_proxy_sharpe,p08_proxy_max_drawdown,p08_proxy_calmar,p08_proxy_volatility,p08_proxy_nav_final,beats_p08_proxy_sharpe
XETF001_V01,ret_3m,top1_ew,monthly,gross,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.0021016614032682845,-0.01339092964640587,0.2200858754166283,-0.146717203260202,-0.0912703442326197,0.5074008681388845,0.9978983385967317,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,True
XETF001_V01,ret_3m,top1_ew,monthly,gross,year_2022,2022-01-03,2022-12-30,251,-0.2796705383268202,-0.28244711752751994,-0.931019787277357,-0.35969439521499225,-0.7852419200435387,0.3036753358716318,0.7203294616731798,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,False
XETF001_V01,ret_3m,top1_ew,monthly,after_cost,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.014040517126239771,-0.08662408275977651,0.07657730041455267,-0.15183690004064077,-0.5705074506697032,0.5101278267658724,0.9859594828737602,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,True
XETF001_V01,ret_3m,top1_ew,monthly,after_cost,year_2022,2022-01-03,2022-12-30,251,-0.32174184859857013,-0.32483478314252934,-1.1298340583056576,-0.38610797134920516,-0.8413055602230525,0.30362635383138575,0.6782581514014299,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,False
XETF001_V01,ret_3m,top1_ew,monthly,after_tax,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.014040517126239993,-0.08662408275977784,0.07657730041454996,-0.15183690004064088,-0.5705074506697115,0.5101278267658726,0.98595948287376,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,True
XETF001_V01,ret_3m,top1_ew,monthly,after_tax,year_2022,2022-01-03,2022-12-30,251,-0.3217488404977451,-0.3248418250966576,-1.1298677953215532,-0.38610797134920516,-0.8413237985259387,0.30362641815821506,0.6782511595022549,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,False
XETF001_V02,ret_3m,top1_ew,quarterly,gross,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.4590227051123902,-0.9804908044738023,-2.5219446034204647,-0.506047822527774,-1.9375457433570695,1.1981593127617702,0.5409772948876098,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,False
XETF001_V02,ret_3m,top1_ew,quarterly,gross,year_2022,2022-01-03,2022-12-30,251,-0.33122264279574887,-0.3343826615327815,-1.15505599502084,-0.3586885035843902,-0.932236908044949,0.3082038726933346,0.6687773572042511,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,False
XETF001_V02,ret_3m,top1_ew,quarterly,after_cost,covid_2020_02_03,2020-02-03,2020-03-31,41,-0.4590227051123901,-0.9804908044738022,-2.521944603420463,-0.506047822527774,-1.9375457433570693,1.19815931276177,0.5409772948876099,2020-02-03,2020-03-31,41,-0.03388759290637544,-0.1982133552627917,-0.7237357051180171,-0.10781698555683383,-1.838424198553641,0.2503994598530382,0.9661124070936246,False
XETF001_V02,ret_3m,top1_ew,quarterly,after_cost,year_2022,2022-01-03,2022-12-30,251,-0.3471294204163963,-0.3503984014168565,-1.2321327196543783,-0.37016298740154163,-0.9466057205680452,0.3084431718278115,0.6528705795836037,2022-01-03,2022-12-30,251,-0.14874606999361295,-0.15035848169283283,-0.8086982825111951,-0.15192682123473444,-0.9896770068039635,0.17992823945977934,0.851253930006387,False
