variant_id,signal,portfolio,rebalance,cost_layer,start_date,end_date,trading_days,total_return,cagr,sharpe,max_drawdown,calmar,volatility,nav_final,total_turnover,annualized_turnover,taxable_turnover,tax_paid_krw,avg_asset_exposure,top_asset,top_asset_contribution,qqq_exposure,qqq_contribution,random_percentile,vs_equal_weight_sharpe
XETF001_V04,ret_3m,top2_ew,quarterly,after_cost,2011-01-04,2026-05-18,3865,0.7564075956030989,0.03733324257911952,0.28509288018420736,-0.4794595741348118,0.07786525620327349,0.19808765047884627,1.7511383728162897,98.08919133327565,6.382874957149284,48.544595666637825,0.0,0.4417960327727468,EWY,0.868757058863073,0.45937904269081503,0.08873978325772044,13.700000000000001,-0.5697046549958718
XETF001_V04,ret_3m,top2_ew,quarterly,after_tax,2011-01-04,2026-05-18,3865,0.514060352504776,0.027359178258618222,0.23609501090508303,-0.5015467229456855,0.054549610249534135,0.19876900212913237,1.5095181714472616,98.20610488452316,6.3904827737523755,48.66780747794811,17515651.890186574,0.4417960327727468,EWY,0.868757058863073,0.45937904269081503,0.08873978325772044,13.700000000000001,-0.6187025242749961
XETF001_V05,ret_3m,top3_ew,monthly,gross,2011-01-04,2026-05-18,3865,2.2161180474397146,0.07897947852611775,0.5685041574515453,-0.27791880764998167,0.28418184143041736,0.15520568666661405,3.2161180474397146,163.19264438362788,10.6192968753109,81.09632219181394,0.0,0.31783593724085224,EWY,0.4822780902547169,0.33333333333332976,0.36282320668059453,73.4,-0.2862933777285338
XETF001_V05,ret_3m,top3_ew,monthly,after_cost,2011-01-04,2026-05-18,3865,0.9752819731078637,0.04529102695947529,0.36298978114540303,-0.3665757996152802,0.12355160107952581,0.15572544789603981,1.96935612718854,163.19264438362788,10.6192968753109,81.09632219181394,0.0,0.31783593724085224,EWY,0.4822780902547169,0.33333333333332976,0.36282320668059453,73.4,-0.491807754034676
XETF001_V05,ret_3m,top3_ew,monthly,after_tax,2011-01-04,2026-05-18,3865,0.7037550858035471,0.03528080687215751,0.30025713852998503,-0.37418933039201474,0.09428597773003312,0.15661739232797295,1.6986438205461365,163.2860630301799,10.625375827859115,81.1986987683373,17498415.677073397,0.31783593724085224,EWY,0.4822780902547169,0.33333333333332976,0.36282320668059453,73.4,-0.554540396650094
XETF001_V06,ret_3m,top3_ew,quarterly,gross,2011-01-04,2026-05-18,3865,0.9106166291045257,0.04302944474387416,0.32937512949452075,-0.4321224504143958,0.09957697107060713,0.17489064707548307,1.9106166291045257,96.37720631519637,6.2714724045297485,47.68860315759817,0.0,0.31127475370683705,EWY,0.6090038611235913,0.33333333333332976,0.21962939747345955,2.3,-0.5254224056855583
XETF001_V06,ret_3m,top3_ew,quarterly,after_cost,2011-01-04,2026-05-18,3865,0.4341343465110843,0.023739918487255984,0.22238268205218525,-0.4555438776520445,0.05211335208721455,0.17502808078139387,1.429831943471551,96.37720631519639,6.271472404529749,47.68860315759817,0.0,0.31127475370683705,EWY,0.6090038611235913,0.33333333333332976,0.21962939747345955,2.3,-0.6324148531278938
XETF001_V06,ret_3m,top3_ew,quarterly,after_tax,2011-01-04,2026-05-18,3865,0.28321611607384867,0.016359384606875915,0.18094913702133733,-0.4652677085932869,0.035161229341141416,0.1756077452538091,1.2793664677256271,96.47067317958665,6.277554494716555,47.78304813962538,12139374.576919165,0.31127475370683705,EWY,0.6090038611235913,0.33333333333332976,0.21962939747345955,2.3,-0.6738483981587418
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,gross,2011-01-04,2026-05-18,3865,1.9364429193179284,0.0726107784014991,0.5324800292530898,-0.2661310073332992,0.2728384757908433,0.15430085375800243,2.9364429193179284,166.45931069487352,10.831865888348933,82.72965534743676,0.0,0.3264338076757198,EWY,0.485305106058475,0.33333333333332976,0.3627730709196082,64.7,-0.32231750592698927
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,after_cost,2011-01-04,2026-05-18,3865,0.7858762101032593,0.03845698036661349,0.3217426356351117,-0.3575254195754092,0.10756432483118072,0.15482617779087876,1.7805185814729494,166.45931069487352,10.831865888348933,82.72965534743676,0.0,0.3264338076757198,EWY,0.485305106058475,0.33333333333332976,0.3627730709196082,64.7,-0.5330548995449673
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,after_tax,2011-01-04,2026-05-18,3865,0.5709766590780727,0.02982916510702771,0.267250055179107,-0.36764234583604527,0.08113636920467916,0.1555234770608037,1.5662637291008386,166.53544799177524,10.836820306252612,82.81352497303953,14726791.043001931,0.3264338076757198,EWY,0.485305106058475,0.33333333333332976,0.3627730709196082,64.7,-0.5875474800009721
XETF001_V08,ret_3m,positive_top3_shy_fallback,quarterly,gross,2011-01-04,2026-05-18,3865,0.8753572533151943,0.04176596543554667,0.3230226529178008,-0.4321224504143958,0.09665307922671929,0.1741955125885597,1.8753572533151943,97.04387298186305,6.3148538404820025,48.02193649093151,0.0,0.3125153414933495,EWY,0.6098795748001749,0.33333333333332976,0.21962939747345958,1.9,-0.5317748822622783
XETF001_V08,ret_3m,positive_top3_shy_fallback,quarterly,after_cost,2011-01-04,2026-05-18,3865,0.4048415454198173,0.022366073115437368,0.21485610455957888,-0.4555438776520445,0.04909751664475473,0.1743357453490085,1.4006270207835578,97.04387298186305,6.3148538404820025,48.02193649093151,0.0,0.3125153414933495,EWY,0.6098795748001749,0.33333333333332976,0.21962939747345958,1.9,-0.6399414306205002
XETF001_V08,ret_3m,positive_top3_shy_fallback,quarterly,after_tax,2011-01-04,2026-05-18,3865,0.25727066364839657,0.015009355002792102,0.17335996233106113,-0.4653416312034271,0.03225448572906787,0.17491639722293056,1.2534988516574515,97.13722215540082,6.320928272271539,48.11626378210622,12062019.668720828,0.3125153414933495,EWY,0.6098795748001749,0.33333333333332976,0.21962939747345958,1.9,-0.681437572849018
XETF001_V09,ret_3m,all_positive_ew_shy_fallback,monthly,gross,2011-01-04,2026-05-18,3865,3.4478376309163883,0.10198693752397636,0.8622074212951328,-0.18030245167174408,0.5656436536406739,0.12143134075230033,4.447837630916388,117.37199242461844,7.637648357935486,58.18599621230926,0.0,0.12627074979398487,EWY,0.4012014630060742,0.12340586178231552,0.30416450634451214,95.39999999999999,0.0074098861150537765
XETF001_V09,ret_3m,all_positive_ew_shy_fallback,monthly,after_cost,2011-01-04,2026-05-18,3865,2.1355951330899177,0.07720065854787794,0.6730445615412154,-0.19507914342963062,0.3957401964691625,0.12173766289662213,3.126188347690648,117.37199242461844,7.637648357935486,58.18599621230926,0.0,0.12627074979398487,EWY,0.4012014630060742,0.12340586178231552,0.30416450634451214,95.39999999999999,-0.18175297363886367
XETF001_V09,ret_3m,all_positive_ew_shy_fallback,monthly,after_tax,2011-01-04,2026-05-18,3865,1.508081084063917,0.06166137255543114,0.5485412517518925,-0.2009347699665831,0.30687258639052795,0.12313658153822887,2.500556840811725,117.4742992405609,7.644305682810416,58.339968909658566,35350519.81054329,0.12627074979398487,EWY,0.4012014630060742,0.12340586178231552,0.30416450634451214,95.39999999999999,-0.30625628342818656
XETF001_V10,ret_3m,all_positive_ew_shy_fallback,quarterly,gross,2011-01-04,2026-05-18,3865,1.3402149613458878,0.05688629696540359,0.4752174362558905,-0.3626475052148187,0.1568638861356741,0.13633814844933298,2.340214961345888,66.58475636195674,4.332813515268964,32.79237818097837,0.0,0.12671912485077774,EWY,0.28704041151732285,0.12913600773238268,0.26621807206613113,0.2,-0.37958009892418854
XETF001_V10,ret_3m,all_positive_ew_shy_fallback,quarterly,after_cost,2011-01-04,2026-05-18,3865,0.9214611042951297,0.04341366221846821,0.3808727125108132,-0.3799091365574837,0.11427380402550368,0.13636146553476772,1.9156967209822444,66.58475636195675,4.332813515268965,32.792378180978375,0.0,0.12671912485077774,EWY,0.28704041151732285,0.12913600773238268,0.26621807206613113,0.2,-0.47392482266926583
XETF001_V10,ret_3m,all_positive_ew_shy_fallback,quarterly,after_tax,2011-01-04,2026-05-18,3865,0.682177551128256,0.03442251965588383,0.3163947639747378,-0.37990913655748326,0.09060724353144224,0.13703394002237296,1.6771310184748711,66.66210031278146,4.33784645274246,32.896754781875856,15778414.441151733,0.12671912485077774,EWY,0.28704041151732285,0.12913600773238268,0.26621807206613113,0.2,-0.5384027712053412
XETF001_V11,ret_6m,top1_ew,monthly,gross,2011-01-04,2026-05-18,3865,6.473439746647706,0.13983467060896926,0.6744990756966673,-0.33845950974885775,0.41315036682741985,0.23575921656602697,7.473439746647706,159.0,10.346472474612506,79.0,0.0,0.8297741068763062,EWY,1.3028550423751946,0.9244501940491591,0.0018352061263681996,96.8,-0.18029845948341172
XETF001_V11,ret_6m,top1_ew,monthly,after_cost,2011-01-04,2026-05-18,3865,3.6456330728366346,0.10511137388694158,0.5424734554497402,-0.40610488015724355,0.258828147660384,0.236135624833258,4.631696173618125,159.0,10.346472474612506,79.0,0.0,0.8297741068763062,EWY,1.3028550423751946,0.9244501940491591,0.0018352061263681996,96.8,-0.3123240797303388
XETF001_V11,ret_6m,top1_ew,monthly,after_tax,2011-01-04,2026-05-18,3865,2.5849522991979046,0.08662934183818849,0.4689802369225592,-0.4166084725321807,0.20793946246855757,0.23814656180625202,3.574197442300311,159.2654824846981,10.363747991722072,79.26548248469813,25962949.709185757,0.8297741068763062,EWY,1.3028550423751946,0.9244501940491591,0.0018352061263681996,96.8,-0.38581729825751987
XETF001_V12,ret_6m,top1_ew,quarterly,gross,2011-01-04,2026-05-18,3865,4.469317610161455,0.11691185125003445,0.5803480298101307,-0.45735730443659184,0.25562476015126845,0.24137553745588985,5.469317610161455,75.0,4.880411544628541,37.0,0.0,0.7153945666235446,EWY,0.9553478751066995,0.9024579560155239,0.29685143538341785,73.4,-0.2744495053699484
XETF001_V12,ret_6m,top1_ew,quarterly,after_cost,2011-01-04,2026-05-18,3865,3.377532376488352,0.10084500469657742,0.5201305163992502,-0.4797421376253489,0.2102066856076995,0.24141905799279784,4.364399779358887,75.0,4.880411544628541,37.0,0.0,0.7153945666235446,EWY,0.9553478751066995,0.9024579560155239,0.29685143538341785,73.4,-0.33466701878082883
XETF001_V12,ret_6m,top1_ew,quarterly,after_tax,2011-01-04,2026-05-18,3865,2.5050253659088835,0.08503619896172077,0.45900671125718556,-0.4797421376253489,0.17725397102417792,0.24263248193285056,3.494510289811157,75.22536051395144,4.895076238681768,37.22536051395145,24146235.066508368,0.7153945666235446,EWY,0.9553478751066995,0.9024579560155239,0.29685143538341785,73.4,-0.3957908239228935
XETF001_V13,ret_6m,top2_ew,monthly,gross,2011-01-04,2026-05-18,3865,3.4433148734789745,0.10191398630995563,0.619134639305418,-0.2984287373619795,0.34150191838374777,0.18478519857221448,4.4433148734789745,149.6720751037209,9.73948430992946,74.33603755186044,0.0,0.45091053836202605,EWY,0.6270817307572761,0.4974126778783959,0.46300650512652,93.30000000000001,-0.23566289587466105
XETF001_V13,ret_6m,top2_ew,monthly,after_cost,2011-01-04,2026-05-18,3865,1.8420296099134004,0.07033219750707054,0.46101498322637263,-0.3418701584263424,0.2057278056406434,0.1850553992856513,2.83350352108366,149.6720751037209,9.73948430992946,74.33603755186044,0.0,0.45091053836202605,EWY,0.6270817307572761,0.4974126778783959,0.46300650512652,93.30000000000001,-0.39378255195370643
XETF001_V13,ret_6m,top2_ew,monthly,after_tax,2011-01-04,2026-05-18,3865,1.286727216312701,0.0552973611942551,0.3826833437885687,-0.3421626141715247,0.16161134765744675,0.18671400818495443,2.279867034663763,149.82458997078115,9.749408780835171,74.51504638937874,28140853.631820045,0.45091053836202605,EWY,0.6270817307572761,0.4974126778783959,0.46300650512652,93.30000000000001,-0.47211419139151034
XETF001_V14,ret_6m,top2_ew,quarterly,gross,2011-01-04,2026-05-18,3865,1.6086988151219814,0.06438219923439159,0.4139244819409422,-0.49869603813235186,0.12910108425065295,0.19936510478036726,2.6086988151219814,78.26653113783051,5.092971761641296,38.633265568915256,0.0,0.4294158622748533,EWY,0.6395744302008008,0.45122897800776196,0.38333501887611393,22.400000000000002,-0.44087305323913684
XETF001_V14,ret_6m,top2_ew,quarterly,after_cost,2011-01-04,2026-05-18,3865,1.0678220684128248,0.04840991935883121,0.33786398863201644,-0.5179206443696154,0.09346976198979887,0.19946077124927644,2.061618602207586,78.26653113783051,5.092971761641296,38.633265568915256,0.0,0.4294158622748533,EWY,0.6395744302008008,0.45122897800776196,0.38333501887611393,22.400000000000002,-0.5169335465480627
XETF001_V14,ret_6m,top2_ew,quarterly,after_tax,2011-01-04,2026-05-18,3865,0.6805045427194274,0.034355543312549086,0.26959542643120177,-0.5179206443696152,0.06633360474434223,0.20089292410091475,1.675463029091269,78.45725480241578,5.105382561300973,38.826917056302946,20087811.86349439,0.4294158622748533,EWY,0.6395744302008008,0.45122897800776196,0.38333501887611393,22.400000000000002,-0.5852021087488772
XETF001_V15,ret_6m,top3_ew,monthly,gross,2011-01-04,2026-05-18,3865,4.206469151821255,0.11333795744680386,0.7355565532893846,-0.3152322290657258,0.35953797548782024,0.16481289893603884,5.206469151821255,121.446611394483,7.9027925907420125,60.22330569724153,0.0,0.3053040103492901,QQQ,0.48445873679672113,0.33333333333332976,0.48445873679672113,97.89999999999999,-0.11924098189069443
XETF001_V15,ret_6m,top3_ew,monthly,after_cost,2011-01-04,2026-05-18,3865,2.6254661118072082,0.08742424207321808,0.5918530025448123,-0.34896005256100815,0.2505279370277887,0.16499919810765606,3.6145897134717866,121.446611394483,7.9027925907420125,60.22330569724153,0.0,0.3053040103492901,QQQ,0.48445873679672113,0.33333333333332976,0.48445873679672113,97.89999999999999,-0.26294453263526674
XETF001_V15,ret_6m,top3_ew,monthly,after_tax,2011-01-04,2026-05-18,3865,1.8049137506878208,0.06941700939291251,0.4867876248378682,-0.3549177479208554,0.19558618806628994,0.16689045847351952,2.7964990094357574,121.60565469312098,7.913141880752261,60.42360559894675,40432380.591522574,0.3053040103492901,QQQ,0.48445873679672113,0.33333333333332976,0.48445873679672113,97.89999999999999,-0.36800991034221087
XETF001_V16,ret_6m,top3_ew,quarterly,gross,2011-01-04,2026-05-18,3865,2.349732497655485,0.08184125733852654,0.5325265195399048,-0.44168562536812783,0.18529300624242645,0.17789997127460333,3.349732497655485,68.30366462194563,4.444666578151726,33.65183231097282,0.0,0.30377151955418646,EWY,0.44394994399864507,0.33333333333332976,0.36327481943609896,28.799999999999997,-0.32227101564017424
XETF001_V16,ret_6m,top3_ew,quarterly,after_cost,2011-01-04,2026-05-18,3865,1.7360758618974161,0.06768924804283794,0.4582455138553496,-0.4636715456097933,0.14598533958735177,0.17796739696140917,2.727867634311724,68.30366462194563,4.444666578151726,33.65183231097282,0.0,0.30377151955418646,EWY,0.44394994399864507,0.33333333333332976,0.36327481943609896,28.799999999999997,-0.39655202132472944
XETF001_V16,ret_6m,top3_ew,quarterly,after_tax,2011-01-04,2026-05-18,3865,1.1479907171819543,0.05100810085632457,0.3678345334267886,-0.46756501236992687,0.109093066219352,0.17963520699491223,2.1415467450304084,68.44052664091637,4.45357248451714,33.82320418380189,28967176.496097423,0.30377151955418646,EWY,0.44394994399864507,0.33333333333332976,0.36327481943609896,28.799999999999997,-0.48696300175329044
XETF001_V17,ret_6m,positive_top3_shy_fallback,monthly,gross,2011-01-04,2026-05-18,3865,4.12489696230001,0.1121944935211312,0.7296787767539499,-0.3152322290657259,0.35591060550391457,0.1647045700285721,5.12489696230001,123.42487113566025,8.031522213130216,61.212435567830155,0.0,0.3147510531727873,QQQ,0.4844587367967212,0.33333333333332976,0.4844587367967212,97.8,-0.12511875842612918
XETF001_V17,ret_6m,positive_top3_shy_fallback,monthly,after_cost,2011-01-04,2026-05-18,3865,2.5474839453605456,0.08588668383788023,0.5835186242122576,-0.3508877372628061,0.24476969331519632,0.16489664784228222,3.536841493524464,123.42487113566025,8.031522213130216,61.21243556783015,0.0,0.3147510531727873,QQQ,0.4844587367967212,0.33333333333332976,0.4844587367967212,97.8,-0.2712789109678214
XETF001_V17,ret_6m,positive_top3_shy_fallback,monthly,after_tax,2011-01-04,2026-05-18,3865,1.7553474623749499,0.0681770054477584,0.4800383882926276,-0.35490854353606005,0.19209739153780434,0.16677454219978735,2.747081419987825,123.5800702205092,8.041621351869052,61.40886210241875,39386828.32945811,0.3147510531727873,QQQ,0.4844587367967212,0.33333333333332976,0.4844587367967212,97.8,-0.37475914688745143
XETF001_V18,ret_6m,positive_top3_shy_fallback,quarterly,gross,2011-01-04,2026-05-18,3865,2.318546942602219,0.08118299438939003,0.5294708760816217,-0.44688345644248917,0.18166480145777722,0.17771096029148323,3.318546942602219,68.30366462194563,4.444666578151726,33.651832310972814,0.0,0.30377151955418646,EWY,0.4437152079051243,0.33333333333332976,0.36327481943609896,28.1,-0.32532665909845737
XETF001_V18,ret_6m,positive_top3_shy_fallback,quarterly,after_cost,2011-01-04,2026-05-18,3865,1.7106033668606182,0.067039596101381,0.45511445497897496,-0.46866469074980854,0.14304383800308382,0.17777691597132808,2.7024715567600364,68.30366462194563,4.444666578151726,33.651832310972814,0.0,0.30377151955418646,EWY,0.4437152079051243,0.33333333333332976,0.36327481943609896,28.1,-0.3996830802011041
XETF001_V18,ret_6m,positive_top3_shy_fallback,quarterly,after_tax,2011-01-04,2026-05-18,3865,1.1285552737803326,0.05038664954477401,0.36473219211867375,-0.47252190986268006,0.1066334671325969,0.17944351637897082,2.1221696079589916,68.44031936206484,4.453558996435807,33.822978247076996,28737383.93745957,0.30377151955418646,EWY,0.4437152079051243,0.33333333333332976,0.36327481943609896,28.1,-0.4900653430614053
XETF001_V19,ret_6m,all_positive_ew_shy_fallback,monthly,gross,2011-01-04,2026-05-18,3865,3.064833203411929,0.09554878674988854,0.8198092575955264,-0.15963082110833915,0.598561017768874,0.12040929181078605,4.064833203411929,77.6864510064153,5.05522469803905,38.343225503207655,0.0,0.12360170308125197,QQQ,0.3615276044381748,0.1274734285406993,0.3615276044381748,96.7,-0.034988277584552696
XETF001_V19,ret_6m,all_positive_ew_shy_fallback,monthly,after_cost,2011-01-04,2026-05-18,3865,2.2286360740265256,0.07925226530580787,0.6940059887117318,-0.16906629859554623,0.46876441942696934,0.12063055841373345,3.218950165804446,77.68645100641528,5.055224698039049,38.343225503207655,0.0,0.12360170308125197,QQQ,0.3615276044381748,0.1274734285406993,0.3615276044381748,96.7,-0.16079154646834726
XETF001_V19,ret_6m,all_positive_ew_shy_fallback,monthly,after_tax,2011-01-04,2026-05-18,3865,1.7064973632203162,0.06693434254106467,0.5933870618855938,-0.17138535425523527,0.3905487889086651,0.1219773771610177,2.6983778711306554,77.7617336688626,5.06012350303796,38.46671257894956,29563179.186963715,0.12360170308125197,QQQ,0.3615276044381748,0.1274734285406993,0.3615276044381748,96.7,-0.2614104732944853
XETF001_V20,ret_6m,all_positive_ew_shy_fallback,quarterly,gross,2011-01-04,2026-05-18,3865,1.7613718120841373,0.0683288253565657,0.5718003128420565,-0.2581621398543761,0.26467407418883565,0.13084234539176978,2.7613718120841373,43.285615897459834,2.8166882605642622,21.142807948729928,0.0,0.12475239298355657,QQQ,0.3293522959113223,0.12422396490960168,0.3293522959113223,2.0,-0.2829972223380226
XETF001_V20,ret_6m,all_positive_ew_shy_fallback,quarterly,after_cost,2011-01-04,2026-05-18,3865,1.431919755147204,0.059533148063094954,0.508819459020471,-0.27556126707984485,0.21604323675084935,0.13072566378611059,2.4246239958817624,43.285615897459834,2.8166882605642622,21.142807948729924,0.0,0.12475239298355657,QQQ,0.3293522959113223,0.12422396490960168,0.3293522959113223,2.0,-0.3459780761596081
XETF001_V20,ret_6m,all_positive_ew_shy_fallback,quarterly,after_tax,2011-01-04,2026-05-18,3865,1.0855350591084343,0.048991985156958906,0.4298192364214152,-0.27556126707984496,0.1777898094174581,0.13175973174891117,2.079278453931109,43.34608866988545,2.8206233541200176,21.241822268776946,21053529.587771174,0.12475239298355657,QQQ,0.3293522959113223,0.12422396490960168,0.3293522959113223,2.0,-0.4249782987586639
XETF001_V21,ret_12m,top1_ew,monthly,gross,2011-01-04,2026-05-18,3865,4.565663848696473,0.11818173814267996,0.6101831744754052,-0.4095579951745131,0.288559226129434,0.22503868713673883,5.565663848696473,131.0,8.524452164617852,65.0,0.0,0.8547806656474186,GLD,0.5890534763631015,0.8910737386804657,0.46567650338830713,94.69999999999999,-0.2446143607046739
XETF001_V21,ret_12m,top1_ew,monthly,after_cost,2011-01-04,2026-05-18,3865,2.7638469765640923,0.09007809191493887,0.4964274254231722,-0.49203141302606435,0.18307386384325663,0.22535964985649318,3.7525554356344,131.0,8.524452164617852,65.0,0.0,0.8547806656474186,GLD,0.5890534763631015,0.8910737386804657,0.46567650338830713,94.69999999999999,-0.35837010975690686
XETF001_V21,ret_12m,top1_ew,monthly,after_tax,2011-01-04,2026-05-18,3865,1.8846144438458494,0.07136857199771329,0.41794518912483636,-0.5049301362951328,0.14134345896121794,0.22717189440561913,2.8759606005143117,131.26853989677133,8.541926634116466,65.26853989677133,32970990.941752505,0.8547806656474186,GLD,0.5890534763631015,0.8910737386804657,0.46567650338830713,94.69999999999999,-0.4368523460552427
XETF001_V22,ret_12m,top1_ew,quarterly,gross,2011-01-04,2026-05-18,3865,4.885152837829597,0.12225046632385994,0.6090921715004607,-0.36656975663419333,0.3334985063862099,0.2356334178162538,5.885152837829597,57.0,3.709112773917691,28.0,0.0,0.7743208279430789,GLD,0.5802219875958701,0.7891332470892626,0.5209756553623418,78.60000000000001,-0.24570536367961837
XETF001_V22,ret_12m,top1_ew,quarterly,after_cost,2011-01-04,2026-05-18,3865,3.972519662584035,0.11001215332023584,0.562449569300226,-0.3861559070103975,0.2848905100842435,0.2356332892345163,4.957602103596283,57.0,3.709112773917691,28.0,0.0,0.7743208279430789,GLD,0.5802219875958701,0.7891332470892626,0.5209756553623418,78.60000000000001,-0.292347965879853
XETF001_V22,ret_12m,top1_ew,quarterly,after_tax,2011-01-04,2026-05-18,3865,2.8813058427166673,0.09226007255738766,0.4920856679414503,-0.4143042562796466,0.22268676017442135,0.2373288482603855,3.869661925188517,57.192322859636064,3.7216276366438756,28.192322859636064,44954682.662035935,0.7743208279430789,GLD,0.5802219875958701,0.7891332470892626,0.5209756553623418,78.60000000000001,-0.36271186723862875
XETF001_V23,ret_12m,top2_ew,monthly,gross,2011-01-04,2026-05-18,3865,2.6510033952076926,0.08792103927430461,0.5806565200917263,-0.2753826630086522,0.31926860723088524,0.1705316954303185,3.6510033952076926,117.19394893529899,7.626062684592545,58.096974467649474,0.0,0.45651142733937045,QQQ,0.7177907373853156,0.4974126778783959,0.7177907373853156,92.30000000000001,-0.27414101508835276
XETF001_V23,ret_12m,top2_ew,monthly,after_cost,2011-01-04,2026-05-18,3865,1.574901198329382,0.06347938316729107,0.4468254885953254,-0.3945498338680079,0.16089065998321359,0.17071184131837616,2.567176494734394,117.19394893529899,7.626062684592545,58.09697446764946,0.0,0.45651142733937045,QQQ,0.7177907373853156,0.4974126778783959,0.7177907373853156,92.30000000000001,-0.40797204658475367
XETF001_V23,ret_12m,top2_ew,monthly,after_tax,2011-01-04,2026-05-18,3865,1.04126750780099,0.047528518973530165,0.3558156910742867,-0.4071654808837041,0.11673022691013783,0.17290204129640002,2.035143705277587,117.3571606236715,7.636683220701232,58.27361206196659,27307555.260315206,0.45651142733937045,QQQ,0.7177907373853156,0.4974126778783959,0.7177907373853156,92.30000000000001,-0.4989818441057924
