variant_id,signal,portfolio,rebalance,cost_layer,window,strategy_start_date,strategy_end_date,strategy_trading_days,strategy_total_return,strategy_cagr,strategy_sharpe,strategy_max_drawdown,strategy_calmar,strategy_volatility,strategy_nav_final,p08_proxy_start_date,p08_proxy_end_date,p08_proxy_trading_days,p08_proxy_total_return,p08_proxy_cagr,p08_proxy_sharpe,p08_proxy_max_drawdown,p08_proxy_calmar,p08_proxy_volatility,p08_proxy_nav_final,beats_p08_proxy_sharpe
XETF001_V03,ret_3m,top2_ew,monthly,gross,2011_2014,2011-01-04,2014-12-31,1005,-0.024501206921189844,-0.006199319111071966,0.03715265209884249,-0.25505717240894854,-0.024305605886401908,0.15468348962607786,0.9754987930788102,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V03,ret_3m,top2_ew,monthly,gross,2015_2019,2015-01-02,2019-12-31,1258,0.10702362556542178,0.020568763727530026,0.20687583069812263,-0.22135733201973185,0.09292108619061473,0.1617856967861407,1.1070236255654218,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V03,ret_3m,top2_ew,monthly,gross,2020_2026,2020-01-02,2026-05-18,1602,2.9360283034132166,0.23982748441563184,1.2018133713378008,-0.21239442122569918,1.1291609404409975,0.19529789745394413,3.9360283034132166,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,True
XETF001_V03,ret_3m,top2_ew,monthly,after_cost,2011_2014,2011-01-04,2014-12-31,1005,-0.17128023191743202,-0.046005382432231845,-0.2263559613292362,-0.3129433785750948,-0.14700864623404153,0.15500649703834524,0.828719768082568,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V03,ret_3m,top2_ew,monthly,after_cost,2015_2019,2015-01-02,2019-12-31,1258,-0.07099233970982621,-0.014637638962701316,-0.009326550427874435,-0.24255439850481686,-0.06034786032713659,0.16259222267973236,0.9290076602901738,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V03,ret_3m,top2_ew,monthly,after_cost,2020_2026,2020-01-02,2026-05-18,1602,2.1814216904750374,0.19910833641142145,1.028058126060086,-0.2288069710728423,0.8702022297565134,0.19581463830765067,3.1814216904750374,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,True
XETF001_V03,ret_3m,top2_ew,monthly,after_tax,2011_2014,2011-01-04,2014-12-31,1005,-0.174695190823961,-0.046992402476156214,-0.23308479732286133,-0.31577457703202794,-0.14881629457899626,0.1549864600550419,0.825304809176039,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V03,ret_3m,top2_ew,monthly,after_tax,2015_2019,2015-01-02,2019-12-31,1258,-0.09668504409039491,-0.020155982803344408,-0.04359711420679957,-0.2442407968431064,-0.08252504521712668,0.16281265669064002,0.9033149559096051,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V03,ret_3m,top2_ew,monthly,after_tax,2020_2026,2020-01-02,2026-05-18,1602,1.7856288487154037,0.17437266893355097,0.9149146004250321,-0.25840882128441744,0.6747937940618051,0.19755159612376832,2.7856288487154037,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V04,ret_3m,top2_ew,quarterly,gross,2011_2014,2011-01-04,2014-12-31,1005,0.2241469733852295,0.05200710908555384,0.4069043367800025,-0.18666685547909478,0.27860923114643793,0.15373348003035053,1.2241469733852295,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V04,ret_3m,top2_ew,quarterly,gross,2015_2019,2015-01-02,2019-12-31,1258,0.06563954825905349,0.012812091882549836,0.1604063758900375,-0.2995692130335238,0.04276838648675182,0.1745728653938721,1.0656395482590535,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V04,ret_3m,top2_ew,quarterly,gross,2020_2026,2020-01-02,2026-05-18,1602,0.7439053541049991,0.0911729096143532,0.48971888852676576,-0.360393842476216,0.25298131895904996,0.23606214524970612,1.7439053541049991,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V04,ret_3m,top2_ew,quarterly,after_cost,2011_2014,2011-01-04,2014-12-31,1005,0.13537217541373447,0.032339168343090474,0.2837084674278821,-0.2036155302174797,0.1588246648403947,0.15418862690397228,1.1353721754137345,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V04,ret_3m,top2_ew,quarterly,after_cost,2015_2019,2015-01-02,2019-12-31,1258,-0.03219199434029907,-0.006530963225508835,0.05001627121518818,-0.3278501454249113,-0.019920574435141267,0.17472089830522247,0.9678080056597009,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V04,ret_3m,top2_ew,quarterly,after_cost,2020_2026,2020-01-02,2026-05-18,1602,0.5459666943284656,0.07074098886052216,0.4094350747844692,-0.360393842476216,0.19628800640563296,0.23604059451800943,1.5459666943284656,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V04,ret_3m,top2_ew,quarterly,after_tax,2011_2014,2011-01-04,2014-12-31,1005,0.1026028344828327,0.02478766696135115,0.2359555834837707,-0.2146615525200749,0.11547324926308374,0.15441553850139048,1.1026028344828327,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V04,ret_3m,top2_ew,quarterly,after_tax,2015_2019,2015-01-02,2019-12-31,1258,-0.09389712261111227,-0.01955115973154886,-0.023995466643455268,-0.3520098870909505,-0.05554150735117657,0.17603015613388712,0.9061028773888877,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V04,ret_3m,top2_ew,quarterly,after_tax,2020_2026,2020-01-02,2026-05-18,1602,0.46571271996708163,0.061822989786837645,0.3736006480638354,-0.36469780155255405,0.1695184054404802,0.2365619587182614,1.4657127199670816,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V05,ret_3m,top3_ew,monthly,gross,2011_2014,2011-01-04,2014-12-31,1005,0.1548120495340688,0.03674209067786571,0.32584382486631663,-0.2239142789622507,0.16408998500743222,0.14148068688805587,1.1548120495340688,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V05,ret_3m,top3_ew,monthly,gross,2015_2019,2015-01-02,2019-12-31,1258,0.022484133046597687,0.0044624309565646225,0.10151579485070768,-0.24003600268778214,0.018590673509794126,0.13868684830316086,1.0224841330465977,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V05,ret_3m,top3_ew,monthly,gross,2020_2026,2020-01-02,2026-05-18,1602,1.6454856271532727,0.16490015381213974,0.9656411132456297,-0.20085908972085165,0.8209743160805586,0.17426769202141815,2.6454856271532727,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V05,ret_3m,top3_ew,monthly,after_cost,2011_2014,2011-01-04,2014-12-31,1005,0.024931663685937355,0.006192481636986047,0.11438511026280389,-0.2650622009612169,0.023362371603833892,0.14156156737860584,1.0249316636859374,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V05,ret_3m,top3_ew,monthly,after_cost,2015_2019,2015-01-02,2019-12-31,1258,-0.13500998281338372,-0.028625543355351724,-0.13902867915504896,-0.2670340921908416,-0.10719808516020445,0.13920598550839308,0.8649900171866163,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V05,ret_3m,top3_ew,monthly,after_cost,2020_2026,2020-01-02,2026-05-18,1602,1.1640356155288458,0.12875863066062676,0.7816305241373029,-0.2314289764134705,0.5563634798720575,0.17501401774747016,2.164035615528846,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V05,ret_3m,top3_ew,monthly,after_tax,2011_2014,2011-01-04,2014-12-31,1005,0.01707197933175908,0.00425260777603742,0.10075969081591712,-0.2650622009612169,0.01604381070034067,0.14159871464930787,1.017071979331759,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V05,ret_3m,top3_ew,monthly,after_tax,2015_2019,2015-01-02,2019-12-31,1258,-0.16049892491694107,-0.034426125465571666,-0.18119438444548006,-0.2670340921908412,-0.12892033816029885,0.13958233062843325,0.8395010750830589,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V05,ret_3m,top3_ew,monthly,after_tax,2020_2026,2020-01-02,2026-05-18,1602,0.9378463329783124,0.10937602143894454,0.6775820090632171,-0.2574867322739791,0.4247831353211739,0.1766921682174037,1.9378463329783124,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V06,ret_3m,top3_ew,quarterly,gross,2011_2014,2011-01-04,2014-12-31,1005,0.2530216411552688,0.058173487309528094,0.47898067930512594,-0.16343646862931027,0.3559394533999091,0.13798237436460317,1.2530216411552688,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V06,ret_3m,top3_ew,quarterly,gross,2015_2019,2015-01-02,2019-12-31,1258,-0.059415120776746266,-0.012190870743518323,-0.007746198290916701,-0.2815207042333766,-0.04330363827667988,0.14900657317732147,0.9405848792232537,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V06,ret_3m,top3_ew,quarterly,gross,2020_2026,2020-01-02,2026-05-18,1602,0.5778669092794122,0.07417766428447847,0.4468969058316007,-0.3281186116424648,0.2260696639948798,0.2106439018605558,1.5778669092794122,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V06,ret_3m,top3_ew,quarterly,after_cost,2011_2014,2011-01-04,2014-12-31,1005,0.17043147278004267,0.04023965753447678,0.35456860064796447,-0.18004432892271538,0.22349861156554277,0.13828781549618768,1.1704314727800427,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V06,ret_3m,top3_ew,quarterly,after_cost,2015_2019,2015-01-02,2019-12-31,1258,-0.14582530696351437,-0.0310698903007397,-0.13694624555262097,-0.29295612416581673,-0.1060564628550102,0.1491822781143268,0.8541746930364856,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V06,ret_3m,top3_ew,quarterly,after_cost,2020_2026,2020-01-02,2026-05-18,1602,0.39620929501386737,0.053760500908581754,0.3555064094293034,-0.3281186116424649,0.16384471651721477,0.2106943159138876,1.3962092950138674,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V06,ret_3m,top3_ew,quarterly,after_tax,2011_2014,2011-01-04,2014-12-31,1005,0.1578000551932106,0.03741390759744734,0.3348578822730533,-0.1884657130302213,0.19851837767142214,0.1383106388984868,1.1578000551932106,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V06,ret_3m,top3_ew,quarterly,after_tax,2015_2019,2015-01-02,2019-12-31,1258,-0.18416716494456487,-0.03993988596423492,-0.1962759540727123,-0.30558372597696604,-0.13070030426700624,0.1501797471143768,0.8158328350554351,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V06,ret_3m,top3_ew,quarterly,after_tax,2020_2026,2020-01-02,2026-05-18,1602,0.3222648053978978,0.044802432648743284,0.3145878667396403,-0.3281186116424648,0.13654340552178842,0.21128977214157105,1.3222648053978978,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,gross,2011_2014,2011-01-04,2014-12-31,1005,0.17366407613083412,0.0409591423060045,0.3549922237340956,-0.2239142789622507,0.18292331554661476,0.1411874920780815,1.1736640761308341,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,gross,2015_2019,2015-01-02,2019-12-31,1258,0.022484133046597465,0.0044624309565644005,0.10151579485070784,-0.24003600268778225,0.01859067350979319,0.13868684830316086,1.0224841330465975,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,gross,2020_2026,2020-01-02,2026-05-18,1602,1.376634971493306,0.14547702232813475,0.8759807886724967,-0.20085908972085154,0.7242740297703965,0.17249985895289827,2.376634971493306,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,after_cost,2011_2014,2011-01-04,2014-12-31,1005,0.0395759116727068,0.009777340976797833,0.13951361318300848,-0.2545613922094714,0.0384085775613308,0.1412954571375028,1.0395759116727068,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,after_cost,2015_2019,2015-01-02,2019-12-31,1258,-0.1350099828133815,-0.02862554335535128,-0.13902867915504274,-0.26703409219084107,-0.107198085160203,0.13920598550839305,0.8649900171866185,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,after_cost,2020_2026,2020-01-02,2026-05-18,1602,0.9289694884823705,0.1085771709700285,0.6833773181395167,-0.23142897641347038,0.46915979430356564,0.17324718991314558,1.9289694884823705,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,after_tax,2011_2014,2011-01-04,2014-12-31,1005,0.027846707553182304,0.006909119371404371,0.11937709345289209,-0.257276365538343,0.026854854533362393,0.1413001858605873,1.0278467075531823,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,after_tax,2015_2019,2015-01-02,2019-12-31,1258,-0.1606091630831623,-0.03445151673574298,-0.18137625396128373,-0.2670340921908414,-0.12901542440926045,0.1395851692991693,0.8393908369168377,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V07,ret_3m,positive_top3_shy_fallback,monthly,after_tax,2020_2026,2020-01-02,2026-05-18,1602,0.7683244275120726,0.09355609544465526,0.6012826249588912,-0.2491751399038058,0.37546320022443913,0.174518507686794,1.7683244275120726,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V08,ret_3m,positive_top3_shy_fallback,quarterly,gross,2011_2014,2011-01-04,2014-12-31,1005,0.2530216411552688,0.058173487309528094,0.47898067930512594,-0.16343646862931027,0.3559394533999091,0.13798237436460317,1.2530216411552688,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
XETF001_V08,ret_3m,positive_top3_shy_fallback,quarterly,gross,2015_2019,2015-01-02,2019-12-31,1258,-0.059415120776746266,-0.012190870743518323,-0.007746198290916701,-0.2815207042333766,-0.04330363827667988,0.14900657317732147,0.9405848792232537,2015-01-02,2019-12-31,1258,0.5753188369087154,0.09527301075206762,0.9976253348881335,-0.08349279852581992,1.141092554498634,0.09587599812914831,1.5753188369087154,False
XETF001_V08,ret_3m,positive_top3_shy_fallback,quarterly,gross,2020_2026,2020-01-02,2026-05-18,1602,0.5487482459890647,0.0710430184642401,0.43447277927556976,-0.3281186116424648,0.2165162716879111,0.20925128854315825,1.5487482459890647,2020-01-02,2026-05-18,1602,1.2355938674800777,0.13453465560733346,1.0213461176171497,-0.15423501661016636,0.8722705035742554,0.1325350773365262,2.2355938674800777,False
XETF001_V08,ret_3m,positive_top3_shy_fallback,quarterly,after_cost,2011_2014,2011-01-04,2014-12-31,1005,0.17043147278004267,0.04023965753447678,0.35456860064796447,-0.18004432892271538,0.22349861156554277,0.13828781549618768,1.1704314727800427,2011-01-04,2014-12-31,1005,0.486095634455586,0.10440858133982345,1.1235427751216263,-0.07161156960412085,1.4579848188918247,0.09220107241977916,1.486095634455586,False
