period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2018-2026,2018-01-01,2026-05-04,1.02128620381291,1.1435497860841397,0.09059051355194137,0.09851179431924795,-0.3392346174957135,-0.3393494236202602,90,90
