signal_date,n_sectors,rank_ic,rank_ic_std,rank_ic_t_stat,n_quarters
2010-03-31 00:00:00,11,0.7818181818181819,,,
2010-06-30 00:00:00,10,0.6848484848484848,,,
2010-09-30 00:00:00,10,0.2121212121212121,,,
2010-12-30 00:00:00,10,0.2727272727272727,,,
2011-03-31 00:00:00,10,-0.01818181818181818,,,
2011-06-30 00:00:00,10,-0.006060606060606061,,,
2011-09-30 00:00:00,10,0.2606060606060606,,,
2011-12-29 00:00:00,11,0.5,,,
2012-03-30 00:00:00,11,0.03636363636363637,,,
2012-06-29 00:00:00,11,0.03636363636363637,,,
2012-09-28 00:00:00,11,0.690909090909091,,,
2012-12-28 00:00:00,11,0.30000000000000004,,,
2013-03-29 00:00:00,11,0.5,,,
2013-06-28 00:00:00,11,0.20909090909090913,,,
2013-09-30 00:00:00,11,-0.1272727272727273,,,
2013-12-30 00:00:00,10,-0.5393939393939393,,,
2014-03-31 00:00:00,11,-0.4909090909090909,,,
2014-06-30 00:00:00,11,-0.15454545454545454,,,
2014-09-30 00:00:00,10,0.09090909090909088,,,
2014-12-30 00:00:00,10,0.09090909090909088,,,
2015-03-31 00:00:00,11,0.7272727272727273,,,
2015-06-30 00:00:00,11,0.29090909090909095,,,
2015-09-30 00:00:00,10,-0.06666666666666665,,,
2015-12-30 00:00:00,11,-0.08181818181818183,,,
2017-03-31 00:00:00,11,0.15454545454545454,,,
2017-06-30 00:00:00,10,0.5030303030303029,,,
2017-09-29 00:00:00,10,0.0303030303030303,,,
2017-12-28 00:00:00,11,0.5454545454545455,,,
2018-03-30 00:00:00,9,0.35,,,
2018-06-29 00:00:00,10,0.006060606060606061,,,
2018-09-28 00:00:00,11,0.16363636363636366,,,
2018-12-28 00:00:00,11,-0.27272727272727276,,,
2019-03-29 00:00:00,11,-0.3272727272727273,,,
2019-06-28 00:00:00,10,0.24848484848484845,,,
2019-09-30 00:00:00,11,0.0,,,
2019-12-30 00:00:00,10,0.6606060606060605,,,
2020-03-31 00:00:00,11,0.8090909090909091,,,
2020-06-30 00:00:00,10,0.3939393939393939,,,
2020-09-29 00:00:00,9,0.35,,,
2020-12-30 00:00:00,10,0.13939393939393938,,,
2021-03-31 00:00:00,9,0.18333333333333335,,,
2021-06-30 00:00:00,10,0.35757575757575755,,,
2021-09-30 00:00:00,8,-0.04761904761904763,,,
2021-12-30 00:00:00,10,0.33333333333333326,,,
2022-03-31 00:00:00,11,0.5090909090909091,,,
2022-06-30 00:00:00,9,0.11666666666666665,,,
2022-09-30 00:00:00,11,0.27272727272727276,,,
2022-12-29 00:00:00,10,-0.5515151515151515,,,
2023-03-31 00:00:00,9,-0.13333333333333333,,,
2023-06-30 00:00:00,10,0.01818181818181818,,,
2023-09-27 00:00:00,10,-0.4545454545454545,,,
2023-12-28 00:00:00,10,0.6242424242424242,,,
2024-03-29 00:00:00,8,0.3333333333333334,,,
2024-06-28 00:00:00,9,-0.65,,,
2024-09-30 00:00:00,9,0.049999999999999996,,,
2024-12-30 00:00:00,9,0.25,,,
2025-03-31 00:00:00,10,-0.4424242424242424,,,
2025-06-30 00:00:00,11,-0.6545454545454547,,,
2025-09-30 00:00:00,8,0.2142857142857143,,,
2025-12-30 00:00:00,10,0.5151515151515151,,,
2026-03-31 00:00:00,10,0.6848484848484848,,,
ALL,620,0.155464480874317,0.36561113374852755,3.321059725163582,61.0
