date,ticker,market,official_limit_status,proxy_limit_status,upper_or_lower,source,source_confidence,close_at_limit_flag,lock_evidence_flag,tradable_state,requires_manual_review
2026-01-27,008600,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-03-19,008700,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-03-05,008970,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-03-18,008970,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-09,008970,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-06-30,008970,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2023-02-28,009200,,,w001_v2_proxy,unknown_w001_proxy,w001_v2_limit_lock_candidate,proxy,true,false,,true
2026-02-19,009290,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-02-20,009290,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-16,009580,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-02-04,009830,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-01-24,010100,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-01-19,010100,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-06-12,010580,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-09-25,010580,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-10-22,010580,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2018-06-04,010600,,,w001_v2_proxy,unknown_w001_proxy,w001_v2_limit_lock_candidate,proxy,true,false,,true
2026-01-22,010660,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-01-23,010770,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-02-20,010770,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-03,010770,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-04,010770,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-07,010770,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-05-07,010770,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-05-12,010770,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-05-20,010770,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-09,010820,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-21,010960,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-05-22,011000,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-17,011000,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-04-20,011000,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-02,011090,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-03,011090,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-12-04,011090,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2021-03-04,011300,,,w001_v2_proxy,unknown_w001_proxy,w001_v2_limit_lock_candidate,proxy,true,false,,true
2025-10-13,011300,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-02-19,011690,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-01-20,011700,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-05-06,011790,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2026-03-17,011930,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-11-25,0120G0,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-11-26,0120G0,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-25,012160,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-03-11,012170,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-03-12,012170,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
2025-04-01,012170,,,rule_derived,upper,krx_historical_price_limit_rule,semi_official_rule_derived,true,false,,false
