date,cash,mtm_value,gross_value,net_value,n_positions
2020-08-20,-0.006415815696595856,0.45872598833455264,0.4523101726379568,0.4523101726379568,5
2020-08-21,-0.006415815696595856,0.4837962134307531,0.4773803977341572,0.4773803977341572,5
2020-08-24,0.002884136850932223,0.4896996964308483,0.49258383328178057,0.49258383328178057,5
2020-08-25,-0.011816426390492726,0.5062080408682386,0.4943916144777458,0.4943916144777458,5
2020-08-26,-0.013226435017302876,0.5009223968358367,0.48769596181853386,0.48769596181853386,5
2020-08-27,-0.013226435017302876,0.4998674992419797,0.48664106422467684,0.48664106422467684,5
2020-08-28,-0.00861317179533333,0.4876785000387792,0.4790653282434459,0.4790653282434459,5
2020-08-31,0.006663217980515446,0.45831149989881037,0.4649747178793258,0.4649747178793258,5
2020-09-01,0.002663519030431688,0.46782089157463347,0.4704844106050652,0.4704844106050652,5
2020-09-02,0.0010483684474903582,0.46537656897766155,0.4664249374251519,0.4664249374251519,5
2020-09-03,0.0010483684474903582,0.4773627660270549,0.47841113447454525,0.47841113447454525,5
2020-09-04,0.0010483684474903582,0.4876474993968275,0.48869586784431784,0.48869586784431784,5
2020-09-07,-0.013824344230476293,0.5261367688750993,0.512312424644623,0.512312424644623,5
2020-09-08,0.020064916452878917,0.47124930850997565,0.4913142249628546,0.4913142249628546,5
2020-09-09,0.001991061335636396,0.4873232255159942,0.4893142868516306,0.4893142868516306,5
2020-09-10,-0.002531263343667406,0.48763881480782945,0.48510755146416207,0.48510755146416207,5
2020-09-11,-0.002531263343667406,0.4821325595101542,0.47960129616648683,0.47960129616648683,5
2020-09-14,-0.011049796832028363,0.5089056307920549,0.49785583396002653,0.49785583396002653,5
2020-09-15,-0.001837253971963826,0.5013383864612261,0.49950113248926226,0.49950113248926226,5
2020-09-16,0.0018614615019410807,0.4941670170967202,0.4960284785986613,0.4960284785986613,5
2020-09-17,-0.004454193692594921,0.5042339451695018,0.4997797514769069,0.4997797514769069,5
2020-09-18,-0.0058431422275743855,0.5047621857551885,0.4989190435276141,0.4989190435276141,5
2020-09-21,-0.0058431422275743855,0.5060800190033132,0.5002368767757388,0.5002368767757388,5
2020-09-22,-0.001381541320061741,0.47716657247306393,0.4757850311530022,0.4757850311530022,5
2020-09-23,-0.00635842922134873,0.4745598817834643,0.4682014525621156,0.4682014525621156,5
2020-09-24,0.09058441478773119,0.36793806418576813,0.4585224789734993,0.4585224789734993,4
2020-09-25,-0.008027011510162635,0.46290554553514085,0.45487853402497824,0.45487853402497824,5
2020-09-28,-0.011082656581242856,0.46233369796798013,0.4512510413867373,0.4512510413867373,5
2020-09-29,-0.011082656581242856,0.4678419168496593,0.45675926026841646,0.45675926026841646,5
2020-10-05,-0.01572594947099347,0.48023087885697185,0.46450492938597837,0.46450492938597837,5
2020-10-06,-0.0054768672361424076,0.4668385540026953,0.46136168676655287,0.46136168676655287,5
2020-10-07,0.0016430930453330134,0.4648883435702899,0.4665314366156229,0.4665314366156229,5
2020-10-08,0.0025772734839061423,0.46425773405723963,0.46683500754114576,0.46683500754114576,5
2020-10-12,0.0025772734839061423,0.4723204745374445,0.47489774802135065,0.47489774802135065,5
2020-10-13,-0.002943043233259335,0.47651325498420255,0.4735702117509432,0.4735702117509432,5
2020-10-14,-0.0009523427706513987,0.4697795387323024,0.468827195961651,0.468827195961651,5
2020-10-15,-0.0009523427706513987,0.46963869176693757,0.46868634899628614,0.46868634899628614,5
2020-10-16,-0.0010013241913619242,0.46873573471527813,0.4677344105239162,0.4677344105239162,5
2020-10-19,-0.0019112641117778745,0.47561809264370514,0.47370682853192725,0.47370682853192725,5
2020-10-20,-0.0019112641117778745,0.4716907208545019,0.46977945674272403,0.46977945674272403,5
2020-10-21,-0.005064416371881056,0.4787902762776165,0.47372585990573546,0.47372585990573546,5
2020-10-22,-0.005064416371881056,0.48390260639209715,0.4788381900202161,0.4788381900202161,5
2020-10-23,-0.009626249126129097,0.49432266121027413,0.48469641208414505,0.48469641208414505,5
2020-10-26,-0.009626249126129097,0.4891974825441268,0.47957123341799773,0.47957123341799773,5
2020-10-27,-0.010566777228093363,0.4782973738074273,0.46773059657933397,0.46773059657933397,5
2020-10-28,-0.010566777228093363,0.4820733265018391,0.47150654927374575,0.47150654927374575,5
2020-10-29,-0.005511505370715486,0.46791267461113434,0.46240116924041885,0.46240116924041885,5
2020-10-30,-0.0006616095465739047,0.45230169807440335,0.45164008852782944,0.45164008852782944,5
2020-11-02,-0.0026749742735947407,0.4666605322103737,0.4639855579367789,0.4639855579367789,5
2020-11-03,-0.004176075007491287,0.4762546060475531,0.4720785310400618,0.4720785310400618,5
2020-11-04,-0.004176075007491287,0.47629060005214996,0.4721145250446587,0.4721145250446587,5
2020-11-05,-0.01313806220357644,0.49884443317145516,0.4857063709678787,0.4857063709678787,5
2020-11-06,-0.01313806220357644,0.5022517179984393,0.4891136557948628,0.4891136557948628,5
2020-11-09,-0.01313806220357644,0.5153273563530613,0.5021892941494848,0.5021892941494848,5
2020-11-10,-0.01313806220357644,0.5142277562607404,0.5010896940571639,0.5010896940571639,5
2020-11-11,-0.010671038514003264,0.5097055288747748,0.4990344903607716,0.4990344903607716,5
2020-11-12,-0.018463036438209207,0.512477351720964,0.49401431528275475,0.49401431528275475,5
2020-11-13,-0.00796345346916702,0.4902917371008413,0.48232828363167424,0.48232828363167424,5
2020-11-16,-0.00796345346916702,0.5075720143244897,0.4996085608553227,0.4996085608553227,5
2020-11-17,-0.00796345346916702,0.5138837294998257,0.5059202760306587,0.5059202760306587,5
2020-11-18,0.000787122470213536,0.5016717226848235,0.502458845155037,0.502458845155037,5
2020-11-19,0.000787122470213536,0.4961212634970479,0.4969083859672614,0.4969083859672614,5
2020-11-20,0.000787122470213536,0.5013941068579564,0.5021812293281699,0.5021812293281699,5
2020-11-23,-0.004598167084742005,0.5158215553816877,0.5112233882969457,0.5112233882969457,5
2020-11-24,-0.0005668562922309661,0.5146470177498025,0.5140801614575715,0.5140801614575715,5
2020-11-25,-0.0005668562922309661,0.5092248438772446,0.5086579875850137,0.5086579875850137,5
2020-11-26,-0.0006927975733644898,0.512311870375679,0.5116190728023146,0.5116190728023146,5
2020-11-27,-0.004513844816041737,0.5124153467535506,0.5079015019375088,0.5079015019375088,5
2020-11-30,0.0031645682247800067,0.4957467440171378,0.4989113122419178,0.4989113122419178,5
2020-12-01,0.0030998774622349734,0.49390561002032923,0.49700548748256423,0.49700548748256423,5
2020-12-02,-0.00017418456739001775,0.5009184739977084,0.5007442894303183,0.5007442894303183,5
2020-12-03,-0.007987851163008833,0.5137358332234352,0.5057479820604264,0.5057479820604264,5
2020-12-04,-0.007557408761804149,0.512813604187735,0.5052561954259309,0.5052561954259309,5
2020-12-07,-0.003216198328010858,0.5021711601836367,0.4989549618556259,0.4989549618556259,5
2020-12-08,0.0010263415890645472,0.48750751174738566,0.4885338533364502,0.4885338533364502,5
2020-12-09,-0.003550138082719284,0.5003302725526848,0.4967801344699655,0.4967801344699655,5
2020-12-10,0.0065420143691464205,0.4825323481740678,0.48907436254321424,0.48907436254321424,5
2020-12-11,0.0065420143691464205,0.49035349175112636,0.4968955061202728,0.4968955061202728,5
2020-12-14,0.0018746107753370295,0.4824884449986468,0.4843630557739838,0.4843630557739838,5
2020-12-15,0.0016050098804111096,0.48182028237654323,0.48342529225695435,0.48342529225695435,5
2020-12-16,0.0009205532176042586,0.48413437018139494,0.4850549233989992,0.4850549233989992,5
2020-12-17,-0.0013255276795759718,0.4890724884623874,0.48774696078281143,0.48774696078281143,5
2020-12-18,-0.0031367362678724475,0.49595082292353854,0.49281408665566606,0.49281408665566606,5
2020-12-21,-0.0062466433694631784,0.512654033503513,0.5064073901340498,0.5064073901340498,5
2020-12-22,-0.0062466433694631784,0.4872175325266051,0.4809708891571419,0.4809708891571419,5
2020-12-23,-0.011446570983115273,0.49804678909210176,0.48660021810898646,0.48660021810898646,5
2020-12-24,-0.016607333985939415,0.4916869425179753,0.4750796085320359,0.4750796085320359,5
2020-12-28,-0.016607333985939415,0.4843422428034554,0.467734908817516,0.467734908817516,5
2020-12-29,-0.016607333985939415,0.5008634131355456,0.4842560791496062,0.4842560791496062,5
2020-12-30,-0.0008811330249702265,0.4904800990366262,0.489598966011656,0.489598966011656,5
2021-01-04,-0.005974653667646476,0.5131117537654202,0.5071371000977737,0.5071371000977737,5
2021-01-05,-0.011563852298604044,0.523966954935598,0.512403102636994,0.512403102636994,5
2021-01-06,-0.0012331866575212846,0.5036542472913875,0.5024210606338663,0.5024210606338663,5
2021-01-07,-0.0011628405005133513,0.5030127081861221,0.5018498676856087,0.5018498676856087,5
2021-01-08,-0.0011628405005133513,0.512028956161428,0.5108661156609147,0.5108661156609147,5
2021-01-11,-0.006864661667857264,0.5119708453511327,0.5051061836832754,0.5051061836832754,5
2021-01-12,-0.01122411473320295,0.5194003779301741,0.5081762631969712,0.5081762631969712,5
2021-01-13,-0.01122411473320295,0.5164451407183906,0.5052210259851877,0.5052210259851877,5
2021-01-14,-0.016378823406040285,0.5262072966664225,0.5098284732603823,0.5098284732603823,5
2021-01-15,-0.01112280900031798,0.5069204199067385,0.49579761090642055,0.49579761090642055,5
2021-01-18,-0.008360684474607985,0.48854157341096704,0.4801808889363591,0.4801808889363591,5
2021-01-19,-0.012762270194047853,0.5147065674058267,0.5019442972117788,0.5019442972117788,5
2021-01-20,-0.012762270194047853,0.5291545946302245,0.5163923244361767,0.5163923244361767,5
2021-01-21,-0.0033784897559424876,0.5283648056227163,0.5249863158667738,0.5249863158667738,5
2021-01-22,-0.0011119487169635733,0.521877769618709,0.5207658209017454,0.5207658209017454,5
