execution_date,signal_date,종목코드,fnv_5,inv_5,combined_flow_5,signal_value,signal
2018-01-30,2018-01-29,000720,0.06379455308963658,0.14896081382162252,0.2127553669112591,0.2127553669112591,True
2018-01-30,2018-01-29,009150,0.02944991562605029,0.12762114451841733,0.15707106014446762,0.15707106014446762,True
2018-01-30,2018-01-29,005930,0.026138790790201444,0.07897577033384948,0.10511456112405092,0.10511456112405092,True
2018-01-30,2018-01-29,006360,0.07624787732296284,0.02870078596150478,0.10494866328446763,0.10494866328446763,True
2018-01-30,2018-01-29,128940,0.07478056996075695,0.016596215089436334,0.09137678505019328,0.09137678505019328,True
2018-01-30,2018-01-29,000660,0.07180144202660066,0.01709175175772395,0.0888931937843246,0.0888931937843246,True
2018-01-30,2018-01-29,020560,0.027310453709315133,0.058833778540506386,0.08614423224982153,0.08614423224982153,True
2018-01-30,2018-01-29,020150,0.013773621692465625,0.03312488645041723,0.04689850814288286,0.04689850814288286,True
2018-01-30,2018-01-29,009420,0.012132826444979018,0.002376075544838991,0.014508901989818008,0.014508901989818008,True
2018-01-31,2018-01-30,002380,0.14097105584103212,0.012912518786298276,0.15388357462733038,0.15388357462733038,True
2018-01-31,2018-01-30,055550,0.002282646412594927,0.08575241224529198,0.08803505865788691,0.08803505865788691,True
2018-01-31,2018-01-30,000270,0.05589533321434315,0.031480405547982857,0.087375738762326,0.087375738762326,True
2018-01-31,2018-01-30,000100,0.0378754050237202,0.03772452888692785,0.07559993391064805,0.07559993391064805,True
2018-01-31,2018-01-30,012630,0.04697059614809463,0.016871850712575322,0.06384244686066995,0.06384244686066995,True
2018-01-31,2018-01-30,008930,0.007256789701883799,0.0385155764798332,0.045772366181717,0.045772366181717,True
2018-02-01,2018-01-31,037560,0.03141282043823079,0.04665836721868479,0.07807118765691559,0.07807118765691559,True
2018-02-01,2018-01-31,003230,0.037170408776372024,0.011421186993486826,0.04859159576985885,0.04859159576985885,True
2018-02-02,2018-02-01,011170,0.007935845329582716,0.19671177699186712,0.20464762232144984,0.20464762232144984,True
2018-02-02,2018-02-01,004800,0.1659400691781467,0.020118092878169094,0.18605816205631578,0.18605816205631578,True
2018-02-02,2018-02-01,008770,0.17213143044211004,0.0074076899918437645,0.1795391204339538,0.1795391204339538,True
2018-02-02,2018-02-01,004430,0.029776957594240646,0.037795050435786876,0.06757200803002752,0.06757200803002752,True
2018-02-02,2018-02-01,000990,0.03410913417686558,0.027603620074165627,0.061712754251031204,0.061712754251031204,True
2018-02-02,2018-02-01,025620,0.0062712370238877015,0.01672974901002011,0.023000986033907808,0.023000986033907808,True
2018-02-05,2018-02-02,086280,0.11315345291962822,0.13371945291448742,0.24687290583411564,0.24687290583411564,True
2018-02-05,2018-02-02,005380,0.20130601295819897,0.045177175399115796,0.24648318835731475,0.24648318835731475,True
2018-02-05,2018-02-02,000270,0.007784156643689788,0.22605091890286788,0.2338350755465577,0.2338350755465577,True
2018-02-05,2018-02-02,018880,0.013932870658341015,0.08710333441224995,0.10103620507059097,0.10103620507059097,True
2018-02-05,2018-02-02,010140,0.009336647649497924,0.08682021294367744,0.09615686059317535,0.09615686059317535,True
2018-02-05,2018-02-02,161390,0.002146855468508277,0.05389813354112348,0.05604498900963176,0.05604498900963176,True
2018-02-05,2018-02-02,011780,0.027439154267663947,0.025094855184059243,0.05253400945172319,0.05253400945172319,True
2018-02-06,2018-02-05,024110,0.2136144163196378,0.03414640557597753,0.2477608218956153,0.2477608218956153,True
2018-02-06,2018-02-05,086790,0.025363213267243723,0.03740051901323863,0.06276373228048236,0.06276373228048236,True
2018-02-06,2018-02-05,012330,0.03515143694357598,0.00548807641476781,0.04063951335834379,0.04063951335834379,True
2018-02-06,2018-02-05,000030,0.020763516450278754,0.016449472840281136,0.03721298929055989,0.03721298929055989,True
2018-02-06,2018-02-05,028670,0.008003417209073785,0.025757812841671758,0.03376123005074554,0.03376123005074554,True
2018-02-06,2018-02-05,001360,0.022152838554273347,9.694704992404231e-05,0.022249785604197388,0.022249785604197388,True
2018-02-06,2018-02-05,002720,0.0020424870269933333,4.3690366999569423e-05,0.002086177393992903,0.002086177393992903,True
2018-02-06,2018-02-05,008700,3.699900730747824e-05,6.626470850861362e-05,0.00010326371581609187,0.00010326371581609187,True
2018-02-07,2018-02-06,016360,0.001833516718738986,0.2215441362178987,0.2233776529366377,0.2233776529366377,True
2018-02-07,2018-02-06,004170,0.030019773941913467,0.07797759248721765,0.10799736642913112,0.10799736642913112,True
2018-02-07,2018-02-06,042670,0.007068095519271549,0.07433984408865471,0.08140793960792626,0.08140793960792626,True
2018-02-07,2018-02-06,005490,0.02614438468063848,0.04017343293540923,0.06631781761604771,0.06631781761604771,True
2018-02-07,2018-02-06,207940,0.009239872643764338,0.01567997563287083,0.024919848276635168,0.024919848276635168,True
2018-02-07,2018-02-06,007630,0.014216089056958646,0.001353926204191239,0.015570015261149884,0.015570015261149884,True
2018-02-08,2018-02-07,267250,0.013833782326882036,0.059860010013542284,0.07369379234042432,0.07369379234042432,True
2018-02-08,2018-02-07,002210,0.007343248652811283,0.0011680940965407176,0.008511342749352,0.008511342749352,True
2018-02-09,2018-02-08,014680,0.07941659702626501,0.018688876951882635,0.09810547397814764,0.09810547397814764,True
2018-02-09,2018-02-08,006360,0.009514751305792424,0.08464145938769523,0.09415621069348765,0.09415621069348765,True
2018-02-09,2018-02-08,010950,0.03795841253036182,0.02422420980350905,0.06218262233387087,0.06218262233387087,True
2018-02-09,2018-02-08,007630,0.0057612138592799695,0.001582779378469719,0.007343993237749688,0.007343993237749688,True
2018-02-12,2018-02-09,004990,0.04649845825128888,0.05729559970954895,0.10379405796083782,0.10379405796083782,True
2018-02-12,2018-02-09,066570,0.01567230434474173,0.006671849365514616,0.022344153710256345,0.022344153710256345,True
2018-02-12,2018-02-09,008700,0.00047883014291733126,6.378739551497937e-05,0.0005426175384323107,0.0005426175384323107,True
2018-02-13,2018-02-12,000660,0.14842176791130626,0.033677484363512256,0.18209925227481852,0.18209925227481852,True
2018-02-13,2018-02-12,003490,0.10083532115235314,0.06380262517588561,0.16463794632823875,0.16463794632823875,True
2018-02-13,2018-02-12,012510,0.06885977672502559,0.02034343838805199,0.08920321511307759,0.08920321511307759,True
2018-02-13,2018-02-12,010060,0.02745779841070521,0.003890056708104545,0.031347855118809755,0.031347855118809755,True
2018-02-13,2018-02-12,002760,0.0017477321129467946,0.0005510402659146419,0.0022987723788614367,0.0022987723788614367,True
2018-02-13,2018-02-12,004310,0.0012691392979992178,5.0795283453155046e-06,0.0012742188263445333,0.0012742188263445333,True
2018-02-14,2018-02-13,145720,0.15484394217510491,0.00553168127244376,0.1603756234475487,0.1603756234475487,True
