date,cash,mtm_value,gross_value,net_value,n_positions
2020-09-14,-0.02039309108597076,0.9068490066107218,0.886455915524751,0.886455915524751,5
2020-09-15,0.00505398450203659,0.8842152178137882,0.8892692023158248,0.8892692023158248,5
2020-09-16,0.00505398450203659,0.9082808600883461,0.9133348445903826,0.9133348445903826,5
2020-09-17,0.34852587804832796,0.562366745995211,0.9108926240435389,0.9108926240435389,3
2020-09-18,0.15307509686077894,0.8207966027612015,0.9738716996219804,0.9738716996219804,4
2020-09-21,-0.015761288475246715,1.0609362604423884,1.0451749719671417,1.0451749719671417,5
2020-09-22,-0.031659298018935994,1.0705182115276661,1.03885891350873,1.03885891350873,5
2020-09-23,-0.031659298018935994,1.032870334423451,1.001211036404515,1.001211036404515,5
2020-09-24,0.32884259507346025,0.6357055024778941,0.9645480975513544,0.9645480975513544,3
2020-09-25,0.7517710540738483,0.20643911866988768,0.958210172743736,0.958210172743736,1
2020-09-28,0.5602037991788538,0.3977110328658791,0.9579148320447328,0.9579148320447328,2
2020-09-29,0.17364226433051522,0.7911371688603116,0.9647794331908268,0.9647794331908268,4
2020-10-05,-0.022576749424269293,1.006992301850066,0.9844155524257967,0.9844155524257967,5
2020-10-06,-0.012301230161874122,1.0060619053426187,0.9937606751807446,0.9937606751807446,5
2020-10-07,-0.005019091612853216,1.000838900224524,0.9958198086116707,0.9958198086116707,5
2020-10-08,0.006826767748926599,0.9971926301639933,1.00401939791292,1.00401939791292,5
2020-10-12,0.0003132726425095489,1.0111735968607598,1.0114868695032693,1.0114868695032693,5
2020-10-13,-0.0014240485625113264,1.0037248985090752,1.0023008499465638,1.0023008499465638,5
2020-10-14,0.00014186121789730444,0.9902156160923671,0.9903574773102644,0.9903574773102644,5
2020-10-15,-0.002480932651498541,0.9864678341059435,0.983986901454445,0.983986901454445,5
2020-10-16,-0.008101500775536619,0.9906679640901619,0.9825664633146253,0.9825664633146253,5
2020-10-19,-0.0011986258829778662,0.9871110196044657,0.9859123937214878,0.9859123937214878,5
2020-10-20,0.18890054784519353,0.785904830469205,0.9748053783143985,0.9748053783143985,4
2020-10-21,-0.0033712304689191286,0.9739942282999444,0.9706229978310252,0.9706229978310252,5
2020-10-22,-0.0019184849708082097,0.9419297171296781,0.9400112321588698,0.9400112321588698,5
2020-10-23,0.009644300245620324,0.9226166321789371,0.9322609324245574,0.9322609324245574,5
2020-10-26,0.009644300245620324,0.902197277189514,0.9118415774351344,0.9118415774351344,5
2020-10-27,0.5358379007294151,0.36666237822125697,0.902500278950672,0.902500278950672,2
2020-10-28,-0.0005847014898676117,0.9210066898855437,0.9204219883956761,0.9204219883956761,5
2020-10-29,-0.0005847014898676117,0.9280189542747115,0.9274342527848438,0.9274342527848438,5
2020-10-30,-0.015724964488220083,0.9193538374327124,0.9036288729444923,0.9036288729444923,5
2020-11-02,0.16295879883199466,0.7481402798782248,0.9110990787102196,0.9110990787102196,4
2020-11-03,-0.04949568202394827,1.0272200863324437,0.9777244043084954,0.9777244043084954,5
2020-11-04,-0.04949568202394827,1.0360020396292293,0.986506357605281,0.986506357605281,5
2020-11-05,-0.06321834618512451,1.0796341072511493,1.0164157610660247,1.0164157610660247,5
2020-11-06,-0.07646764383749521,1.167094785101665,1.09062714126417,1.09062714126417,5
2020-11-09,-0.07646764383749521,1.2217859530336164,1.1453183091961212,1.1453183091961212,5
2020-11-10,-0.020519065627585598,1.176693218681954,1.1561741530543685,1.1561741530543685,5
2020-11-11,0.04256204553553797,1.0855234119952724,1.1280854575308104,1.1280854575308104,5
2020-11-12,0.024804156667958654,1.10617633961978,1.1309804962877386,1.1309804962877386,5
2020-11-13,0.03532665421033385,1.0776877828728009,1.1130144370831347,1.1130144370831347,5
2020-11-16,0.03532665421033385,1.0965639975488708,1.1318906517592047,1.1318906517592047,5
2020-11-17,0.03532665421033385,1.1128017460442283,1.1481284002545622,1.1481284002545622,5
2020-11-18,0.25092602501179867,0.9008630883566201,1.1517891133684188,1.1517891133684188,4
2020-11-19,0.019467849805215848,1.1417298202028738,1.1611976700080897,1.1611976700080897,5
2020-11-20,0.019467849805215848,1.146713434849369,1.166181284654585,1.166181284654585,5
2020-11-23,0.24482235690770704,0.9203276602584972,1.1651500171662041,1.1651500171662041,4
2020-11-24,0.25986731342685565,0.8799546457982901,1.1398219592251457,1.1398219592251457,4
2020-11-25,0.25986731342685565,0.875048653483492,1.1349159669103477,1.1349159669103477,4
2020-11-26,0.014519386596713868,1.136316143609651,1.1508355302063649,1.1508355302063649,5
2020-11-27,-0.020307912572917475,1.185465071901469,1.1651571593285515,1.1651571593285515,5
2020-11-30,-0.020307912572917475,1.173771748706005,1.1534638361330876,1.1534638361330876,5
2020-12-01,0.6547233603334482,0.48796109371385005,1.1426844540472982,1.1426844540472982,2
2020-12-02,0.19664285084083852,0.9513535722601489,1.1479964231009874,1.1479964231009874,4
