entry_date,signal_date,exit_date,종목코드,entry_price,exit_price,shares,notional_at_entry,buy_cost,sell_cost,exit_reason,cost_paid,holding_days,entry_quarter,trade_return
2020-01-02,2019-12-30,2020-04-01,005930,55500.0,47450.0,3.913050699928053e-06,0.2171743138460069,0.0001411633039999,0.0004920367776357,monthly_rebalance,0.0006332000816356,62,2020Q1,-0.145045045045045
2020-01-02,2019-12-30,2020-04-01,000660,96000.0,82100.0,2.2622324358959056e-06,0.2171743138460069,0.0001411633039999,0.0004921825999156,monthly_rebalance,0.0006333459039155,62,2020Q1,-0.14479166666666665
2020-01-02,2019-12-30,2020-04-01,035420,187500.0,166500.0,1.1582630071787036e-06,0.2171743138460069,0.0001411633039999,0.0005110545953424,monthly_rebalance,0.0006522178993423,62,2020Q1,-0.11199999999999999
2020-01-02,2019-12-30,2020-04-01,207940,433000.0,481000.0,5.015573068037112e-07,0.2171743138460069,0.0001411633039999,0.0006393100211173,monthly_rebalance,0.0007804733251172,62,2020Q1,0.11085450346420322
2020-01-02,2019-12-30,2020-04-01,005380,121000.0,88500.0,1.7889996347829052e-06,0.2164689558087315,0.0001407048212756,0.0004195651393474,monthly_rebalance,0.0005602699606231,62,2020Q1,-0.26859504132231404
