peak_date,trough_date,recovery_date,peak_value,trough_value,max_drawdown,peak_to_trough_trading_days,trough_to_recovery_trading_days
2020-02-17,2020-03-19,2020-06-10,1.1992372934120408,0.7924144888948124,-0.3392346174957135,23,55
