signal_date,USDKRW_yoy,VIX_60d_avg,VIX_240d_avg,VIX_60d_vs_240d,DXY_yoy,US_2_10_curve_spread,Brent_yoy,BAA10Y_spread_level,US_10Y_real_level,US_breakeven_level,KR_exports_yoy,KR_CLI_value,favorable_USDKRW,favorable_VIX,favorable_DXY,favorable_US_2_10_curve,favorable_Brent,favorable_BAA10Y,favorable_US_10Y_real,favorable_US_breakeven,favorable_KR_exports,favorable_KR_CLI,regime_score,regime_on,vix_60d_vs_240d_z,vix_60d_vs_240d_fav_score,baa10y_spread_level_z,baa10y_spread_level_fav_score,block_global_risk_score,usdkrw_yoy_z,usdkrw_yoy_fav_score,dxy_yoy_z,dxy_yoy_fav_score,block_usd_fx_score,us_10y_real_level_z,us_10y_real_level_fav_score,us_2_10_curve_z,us_2_10_curve_fav_score,block_us_rates_score,brent_yoy_z,brent_yoy_fav_score,us_breakeven_level_z,us_breakeven_level_fav_score,block_inflation_score,kr_cli_value_z,kr_cli_value_fav_score,kr_exports_yoy_z,kr_exports_yoy_fav_score,block_growth_score,composite
2019-12-30,0.031035897801884,13.646333333333333,15.187666666666669,0.8985141452494348,-0.0102454457288595,0.2899999999999998,0.2470141150922908,1.96,0.15,1.73,-0.1030730447828893,98.8548770141188,False,True,True,True,False,False,False,False,False,False,-0.0716712752452806,True,-0.6835931683988631,0.6835931683988631,-0.8492879092454738,0.8492879092454738,0.7664405388221684,0.2835153081982778,-0.2835153081982778,-0.9918503764193072,0.9918503764193072,0.3541675341105147,-1.447834536706894,1.447834536706894,-0.9803263591573956,-0.9803263591573956,0.2337540887747491,0.8506092499027835,-0.8506092499027835,-0.7282990416372811,0.7282990416372811,-0.0611551041327512,-1.6120911578680834,-1.6120911578680834,-1.6910357097340858,-1.6910357097340858,-1.6515634338010847,-0.0716712752452806
