regime,quarter_count,mean_quarter_fx_return,sum_quarter_fx_return,compounded_fx_return,positive_quarter_rate
KRW_strengthening,17,-0.039185686140617786,-0.6661566643905024,-0.49710816903942845,0.0
KRW_weakening,21,0.03618461825610405,0.7598769833781851,1.0902355033576585,1.0
