date,cash,mtm_value,gross_value,net_value,n_positions,d013_baseline_net_value,d013_usdkrw_sleeve_net_value,usdkrw_sleeve_factor
2018-03-14,2.7418936208409347e-17,1.1149010655997098,1.1149010655997098,1.1149010655997098,5,1.1285894024111445,1.1149010655997098,0.9878712871287019
2018-03-15,2.7418936208409347e-17,1.1141618660438137,1.1141618660438137,1.1141618660438137,5,1.1278411272405557,1.1141618660438137,0.9878712871287018
2018-03-16,2.7418936208409347e-17,1.1112420953017172,1.1112420953017172,1.1112420953017172,5,1.1248855086492076,1.1112420953017172,0.987871287128702
2018-03-19,2.7418936208409347e-17,1.0979092525902723,1.0979092525902723,1.0979092525902723,5,1.111388970299361,1.0979092525902723,0.9878712871287019
2018-03-20,2.7418936208409347e-17,1.1013022571759128,1.1013022571759128,1.1013022571759128,5,1.1148236329217582,1.1013022571759128,0.9878712871287019
2018-03-21,2.7418936208409347e-17,1.1032089746358267,1.1032089746358267,1.1032089746358267,5,1.1167537603429691,1.1032089746358267,0.9878712871287018
2018-03-22,2.7418936208409347e-17,1.102924854692865,1.102924854692865,1.102924854692865,5,1.1164661520819905,1.102924854692865,0.9878712871287019
2018-03-23,2.7418936208409347e-17,1.060236857242359,1.060236857242359,1.060236857242359,5,1.0732540474214929,1.060236857242359,0.9878712871287019
2018-03-26,2.7418936208409347e-17,1.0679149809001336,1.0679149809001336,1.0679149809001336,5,1.081026440199596,1.0679149809001336,0.987871287128702
2018-03-27,2.7418936208409347e-17,1.0771370064537935,1.0771370064537935,1.0771370064537935,5,1.0903616903215672,1.0771370064537935,0.9878712871287018
2018-03-28,2.7418936208409347e-17,1.0570742260359594,1.0570742260359594,1.0570742260359594,5,1.0700525866162174,1.0570742260359594,0.9878712871287019
2018-03-29,2.7418936208409347e-17,1.0488000620727107,1.0488000620727107,1.0488000620727107,5,1.06167683557349,1.0488000620727107,0.9878712871287019
2018-03-30,2.7418936208409347e-17,1.0464176275590826,1.0464176275590826,1.0464176275590826,5,1.0592651504231372,1.0464176275590826,0.987871287128702
2018-04-02,1.0432185295645038,0.0,1.0432185295645038,1.0432185295645038,0,1.0552039424223687,1.0432185295645038,0.988641614785526
2018-04-03,1.0440320161957135,0.0,1.0440320161957135,1.0440320161957135,0,1.0552039424223687,1.0440320161957135,0.9894125431326494
2018-04-04,1.0448461371719624,0.0,1.0448461371719624,1.0448461371719624,0,1.0552039424223687,1.0448461371719624,0.9901840726384812
2018-04-05,1.0456608929879037,0.0,1.0456608929879037,1.0456608929879037,0,1.0552039424223687,1.0456608929879037,0.9909562037717964
2018-04-06,1.0464762841385757,0.0,1.0464762841385757,1.0464762841385757,0,1.0552039424223687,1.0464762841385757,0.991728937001735
2018-04-09,1.0472923111194041,0.0,1.0472923111194041,1.0472923111194041,0,1.0552039424223687,1.0472923111194041,0.9925022727978041
2018-04-10,1.0481089744261993,0.0,1.0481089744261993,1.0481089744261993,0,1.0552039424223687,1.0481089744261993,0.9932762116298752
2018-04-11,1.0489262745551593,0.0,1.0489262745551593,1.0489262745551593,0,1.0552039424223687,1.0489262745551593,0.9940507539681873
2018-04-12,1.0497442120028686,0.0,1.0497442120028686,1.0497442120028686,0,1.0552039424223687,1.0497442120028686,0.9948259002833457
2018-04-13,1.050562787266299,0.0,1.050562787266299,1.050562787266299,0,1.0552039424223687,1.050562787266299,0.9956016510463226
2018-04-16,1.0513820008428103,0.0,1.0513820008428103,1.0513820008428103,0,1.0552039424223687,1.0513820008428103,0.996378006728458
2018-04-17,1.0522018532301496,0.0,1.0522018532301496,1.0522018532301496,0,1.0552039424223687,1.0522018532301496,0.997154967801459
2018-04-18,1.0530223449264522,0.0,1.0530223449264522,1.0530223449264522,0,1.0552039424223687,1.0530223449264522,0.9979325347374003
2018-04-19,1.053843476430242,0.0,1.053843476430242,1.053843476430242,0,1.0552039424223687,1.053843476430242,0.9987107080087253
2018-04-20,1.0546652482404313,0.0,1.0546652482404313,1.0546652482404313,0,1.0552039424223687,1.0546652482404313,0.999489488088245
2018-04-23,1.055487660856322,0.0,1.055487660856322,1.055487660856322,0,1.0552039424223687,1.055487660856322,1.0002688754491402
2018-04-24,1.0563107147776052,0.0,1.0563107147776052,1.0563107147776052,0,1.0552039424223687,1.0563107147776052,1.0010488705649598
2018-04-25,1.057134410504361,0.0,1.057134410504361,1.057134410504361,0,1.0552039424223687,1.057134410504361,1.0018294739096223
2018-04-26,1.0579587485370605,0.0,1.0579587485370605,1.0579587485370605,0,1.0552039424223687,1.0579587485370605,1.0026106859574158
2018-04-27,1.0587837293765643,0.0,1.0587837293765643,1.0587837293765643,0,1.0552039424223687,1.0587837293765643,1.0033925071829979
2018-04-30,1.059609353524124,0.0,1.059609353524124,1.059609353524124,0,1.0552039424223687,1.059609353524124,1.004174938061397
2018-05-02,1.0604356214813815,0.0,1.0604356214813815,1.0604356214813815,0,1.0552039424223687,1.0604356214813815,1.004957979068011
2018-05-03,1.0612625337503705,0.0,1.0612625337503705,1.0612625337503705,0,1.0552039424223687,1.0612625337503705,1.0057416306786093
2018-05-04,1.0620900908335158,0.0,1.0620900908335158,1.0620900908335158,0,1.0552039424223687,1.0620900908335158,1.006525893369332
2018-05-08,1.062918293233634,0.0,1.062918293233634,1.062918293233634,0,1.0552039424223687,1.062918293233634,1.0073107676166904
2018-05-09,1.0637471414539341,0.0,1.0637471414539341,1.0637471414539341,0,1.0552039424223687,1.0637471414539341,1.0080962538975673
2018-05-10,1.0645766359980173,0.0,1.0645766359980173,1.0645766359980173,0,1.0552039424223687,1.0645766359980173,1.0088823526892179
2018-05-11,1.0654067773698774,0.0,1.0654067773698774,1.0654067773698774,0,1.0552039424223687,1.0654067773698774,1.009669064469269
2018-05-14,1.0662375660739012,0.0,1.0662375660739012,1.0662375660739012,0,1.0552039424223687,1.0662375660739012,1.01045638971572
2018-05-15,1.0670690026148688,0.0,1.0670690026148688,1.0670690026148688,0,1.0552039424223687,1.0670690026148688,1.011244328906943
2018-05-16,1.0679010874979544,0.0,1.0679010874979544,1.0679010874979544,0,1.0552039424223687,1.0679010874979544,1.0120328825216836
2018-05-17,1.0687338212287254,0.0,1.0687338212287254,1.0687338212287254,0,1.0552039424223687,1.0687338212287254,1.0128220510390598
2018-05-18,1.069567204313144,0.0,1.069567204313144,1.069567204313144,0,1.0552039424223687,1.069567204313144,1.0136118349385639
2018-05-21,1.0704012372575664,0.0,1.0704012372575664,1.0704012372575664,0,1.0552039424223687,1.0704012372575664,1.014402234700062
2018-05-23,1.0712359205687443,0.0,1.0712359205687443,1.0712359205687443,0,1.0552039424223687,1.0712359205687443,1.0151932508037944
2018-05-24,1.0720712547538245,0.0,1.0720712547538245,1.0720712547538245,0,1.0552039424223687,1.0720712547538245,1.0159848837303758
2018-05-25,1.0729072403203483,0.0,1.0729072403203483,1.0729072403203483,0,1.0552039424223687,1.0729072403203483,1.0167771339607956
2018-05-28,1.073743877776254,0.0,1.073743877776254,1.073743877776254,0,1.0552039424223687,1.073743877776254,1.0175700019764182
2018-05-29,1.0745811676298753,0.0,1.0745811676298753,1.0745811676298753,0,1.0552039424223687,1.0745811676298753,1.0183634882589838
2018-05-30,1.0754191103899424,0.0,1.0754191103899424,1.0754191103899424,0,1.0552039424223687,1.0754191103899424,1.0191575932906078
2018-05-31,1.0762577065655825,0.0,1.0762577065655825,1.0762577065655825,0,1.0552039424223687,1.0762577065655825,1.019952317553782
2018-06-01,1.0770969566663189,0.0,1.0770969566663189,1.0770969566663189,0,1.0552039424223687,1.0770969566663189,1.0207476615313735
2018-06-04,1.0779368612020737,0.0,1.0779368612020737,1.0779368612020737,0,1.0552039424223687,1.0779368612020737,1.0215436257066273
2018-06-05,1.0787774206831653,0.0,1.0787774206831653,1.0787774206831653,0,1.0552039424223687,1.0787774206831653,1.022340210563164
2018-06-07,1.0796186356203106,0.0,1.0796186356203106,1.0796186356203106,0,1.0552039424223687,1.0796186356203106,1.0231374165849823
2018-06-08,1.0804605065246249,0.0,1.0804605065246249,1.0804605065246249,0,1.0552039424223687,1.0804605065246249,1.0239352442564573
2018-06-11,1.0813030339076215,0.0,1.0813030339076215,1.0813030339076215,0,1.0552039424223687,1.0813030339076215,1.0247336940623428
2018-06-12,1.0821462182812134,0.0,1.0821462182812134,1.0821462182812134,0,1.0552039424223687,1.0821462182812134,1.02553276648777
2018-06-14,1.0829900601577118,0.0,1.0829900601577118,1.0829900601577118,0,1.0552039424223687,1.0829900601577118,1.0263324620182486
2018-06-15,1.0838345600498283,0.0,1.0838345600498283,1.0838345600498283,0,1.0552039424223687,1.0838345600498283,1.0271327811396667
2018-06-18,1.0846797184706736,0.0,1.0846797184706736,1.0846797184706736,0,1.0552039424223687,1.0846797184706736,1.0279337243382916
2018-06-19,1.085525535933759,0.0,1.085525535933759,1.085525535933759,0,1.0552039424223687,1.085525535933759,1.0287352921007695
2018-06-20,1.0863720129529963,0.0,1.0863720129529963,1.0863720129529963,0,1.0552039424223687,1.0863720129529963,1.0295374849141266
2018-06-21,1.0872191500426973,0.0,1.0872191500426973,1.0872191500426973,0,1.0552039424223687,1.0872191500426973,1.0303403032657679
2018-06-22,1.0880669477175755,0.0,1.0880669477175755,1.0880669477175755,0,1.0552039424223687,1.0880669477175755,1.0311437476434795
2018-06-25,1.0889154064927458,0.0,1.0889154064927458,1.0889154064927458,0,1.0552039424223687,1.0889154064927458,1.0319478185354272
2018-06-26,1.0897645268837244,0.0,1.0897645268837244,1.0897645268837244,0,1.0552039424223687,1.0897645268837244,1.0327525164301576
2018-06-27,1.0906143094064298,0.0,1.0906143094064298,1.0906143094064298,0,1.0552039424223687,1.0906143094064298,1.0335578418165987
2018-06-28,1.0914647545771827,0.0,1.0914647545771827,1.0914647545771827,0,1.0552039424223687,1.0914647545771827,1.0343637951840592
2018-06-29,1.092315862912706,0.0,1.092315862912706,1.092315862912706,0,1.0552039424223687,1.092315862912706,1.0351703770222294
2018-07-02,1.0922831377388758,0.0,1.0922831377388758,1.0922831377388758,0,1.0552039424223687,1.0922831377388758,1.0351393638952737
2018-07-03,1.0922504135454731,0.0,1.0922504135454731,1.0922504135454731,0,1.0552039424223687,1.0922504135454731,1.035108351697454
2018-07-04,1.0922176903324692,0.0,1.0922176903324692,1.0922176903324692,0,1.0552039424223687,1.0922176903324692,1.0350773404287423
2018-07-05,1.0921849680998343,0.0,1.0921849680998343,1.0921849680998343,0,1.0552039424223687,1.0921849680998343,1.035046330089111
2018-07-06,1.0921522468475393,0.0,1.0921522468475393,1.0921522468475393,0,1.0552039424223687,1.0921522468475393,1.0350153206785322
2018-07-09,1.0921195265755548,0.0,1.0921195265755548,1.0921195265755548,0,1.0552039424223687,1.0921195265755548,1.034984312196978
2018-07-10,1.0920868072838514,0.0,1.0920868072838514,1.0920868072838514,0,1.0552039424223687,1.0920868072838514,1.0349533046444206
2018-07-11,1.0920540889723998,0.0,1.0920540889723998,1.0920540889723998,0,1.0552039424223687,1.0920540889723998,1.0349222980208321
2018-07-12,1.0920213716411702,0.0,1.0920213716411702,1.0920213716411702,0,1.0552039424223687,1.0920213716411702,1.0348912923261848
2018-07-13,1.091988655290134,0.0,1.091988655290134,1.091988655290134,0,1.0552039424223687,1.091988655290134,1.034860287560451
2018-07-16,1.091955939919261,0.0,1.091955939919261,1.091955939919261,0,1.0552039424223687,1.091955939919261,1.0348292837236024
2018-07-17,1.0919232255285227,0.0,1.0919232255285227,1.0919232255285227,0,1.0552039424223687,1.0919232255285227,1.0347982808156115
2018-07-18,1.0918905121178892,0.0,1.0918905121178892,1.0918905121178892,0,1.0552039424223687,1.0918905121178892,1.0347672788364506
2018-07-19,1.091857799687331,0.0,1.091857799687331,1.091857799687331,0,1.0552039424223687,1.091857799687331,1.0347362777860916
2018-07-20,1.0918250882368192,0.0,1.0918250882368192,1.0918250882368192,0,1.0552039424223687,1.0918250882368192,1.0347052776645067
2018-07-23,1.091792377766324,0.0,1.091792377766324,1.091792377766324,0,1.0552039424223687,1.091792377766324,1.0346742784716683
2018-07-24,1.0917596682758164,0.0,1.0917596682758164,1.0917596682758164,0,1.0552039424223687,1.0917596682758164,1.0346432802075483
2018-07-25,1.091726959765267,0.0,1.091726959765267,1.091726959765267,0,1.0552039424223687,1.091726959765267,1.0346122828721191
2018-07-26,1.0916942522346462,0.0,1.0916942522346462,1.0916942522346462,0,1.0552039424223687,1.0916942522346462,1.0345812864653527
2018-07-27,1.091661545683925,0.0,1.091661545683925,1.091661545683925,0,1.0552039424223687,1.091661545683925,1.0345502909872215
2018-07-30,1.0916288401130736,0.0,1.0916288401130736,1.0916288401130736,0,1.0552039424223687,1.0916288401130736,1.0345192964376975
2018-07-31,1.0915961355220627,0.0,1.0915961355220627,1.0915961355220627,0,1.0552039424223687,1.0915961355220627,1.0344883028167529
2018-08-01,1.0915634319108636,0.0,1.0915634319108636,1.0915634319108636,0,1.0552039424223687,1.0915634319108636,1.03445731012436
2018-08-02,1.091530729279446,0.0,1.091530729279446,1.091530729279446,0,1.0552039424223687,1.091530729279446,1.0344263183604907
2018-08-03,1.0914980276277813,0.0,1.0914980276277813,1.0914980276277813,0,1.0552039424223687,1.0914980276277813,1.0343953275251174
2018-08-06,1.0914653269558396,0.0,1.0914653269558396,1.0914653269558396,0,1.0552039424223687,1.0914653269558396,1.0343643376182123
2018-08-07,1.091432627263592,0.0,1.091432627263592,1.091432627263592,0,1.0552039424223687,1.091432627263592,1.0343333486397475
2018-08-08,1.0913999285510085,0.0,1.0913999285510085,1.0913999285510085,0,1.0552039424223687,1.0913999285510085,1.034302360589695
2018-08-09,1.0913672308180604,0.0,1.0913672308180604,1.0913672308180604,0,1.0552039424223687,1.0913672308180604,1.0342713734680273
2018-08-10,1.0913345340647183,0.0,1.0913345340647183,1.0913345340647183,0,1.0552039424223687,1.0913345340647183,1.0342403872747166
2018-08-13,1.0913018382909525,0.0,1.0913018382909525,1.0913018382909525,0,1.0552039424223687,1.0913018382909525,1.0342094020097348
2018-08-14,1.091269143496734,0.0,1.091269143496734,1.091269143496734,0,1.0552039424223687,1.091269143496734,1.0341784176730544
2018-08-16,1.0912364496820333,0.0,1.0912364496820333,1.0912364496820333,0,1.0552039424223687,1.0912364496820333,1.0341474342646473
2018-08-17,1.091203756846821,0.0,1.091203756846821,1.091203756846821,0,1.0552039424223687,1.091203756846821,1.0341164517844859
2018-08-20,1.0911710649910678,0.0,1.0911710649910678,1.0911710649910678,0,1.0552039424223687,1.0911710649910678,1.0340854702325424
2018-08-21,1.0911383741147442,0.0,1.0911383741147442,1.0911383741147442,0,1.0552039424223687,1.0911383741147442,1.0340544896087889
2018-08-22,1.0911056842178213,0.0,1.0911056842178213,1.0911056842178213,0,1.0552039424223687,1.0911056842178213,1.0340235099131976
2018-08-23,1.0910729953002694,0.0,1.0910729953002694,1.0910729953002694,0,1.0552039424223687,1.0910729953002694,1.0339925311457405
2018-08-24,1.0910403073620591,0.0,1.0910403073620591,1.0910403073620591,0,1.0552039424223687,1.0910403073620591,1.0339615533063902
2018-08-27,1.0910076204031611,0.0,1.0910076204031611,1.0910076204031611,0,1.0552039424223687,1.0910076204031611,1.0339305763951185
2018-08-28,1.0909749344235462,0.0,1.0909749344235462,1.0909749344235462,0,1.0552039424223687,1.0909749344235462,1.0338996004118979
2018-08-29,1.0909422494231853,0.0,1.0909422494231853,1.0909422494231853,0,1.0552039424223687,1.0909422494231853,1.0338686253567004
2018-08-30,1.0909095654020486,0.0,1.0909095654020486,1.0909095654020486,0,1.0552039424223687,1.0909095654020486,1.0338376512294984
2018-08-31,1.090876882360107,0.0,1.090876882360107,1.090876882360107,0,1.0552039424223687,1.090876882360107,1.033806678030264
2018-09-03,1.0908442002973309,0.0,1.0908442002973309,1.0908442002973309,0,1.0552039424223687,1.0908442002973309,1.0337757057589692
2018-09-04,1.0908115192136911,0.0,1.0908115192136911,1.0908115192136911,0,1.0552039424223687,1.0908115192136911,1.0337447344155863
2018-09-05,1.0907788391091586,0.0,1.0907788391091586,1.0907788391091586,0,1.0552039424223687,1.0907788391091586,1.0337137640000877
2018-09-06,1.0907461599837038,0.0,1.0907461599837038,1.0907461599837038,0,1.0552039424223687,1.0907461599837038,1.0336827945124456
2018-09-07,1.0907134818372972,0.0,1.0907134818372972,1.0907134818372972,0,1.0552039424223687,1.0907134818372972,1.033651825952632
2018-09-10,1.0906808046699097,0.0,1.0906808046699097,1.0906808046699097,0,1.0552039424223687,1.0906808046699097,1.033620858320619
2018-09-11,1.090648128481512,0.0,1.090648128481512,1.090648128481512,0,1.0552039424223687,1.090648128481512,1.033589891616379
2018-09-12,1.0906154532720744,0.0,1.0906154532720744,1.0906154532720744,0,1.0552039424223687,1.0906154532720744,1.0335589258398843
2018-09-13,1.090582779041568,0.0,1.090582779041568,1.090582779041568,0,1.0552039424223687,1.090582779041568,1.033527960991107
2018-09-14,1.0905501057899636,0.0,1.0905501057899636,1.0905501057899636,0,1.0552039424223687,1.0905501057899636,1.0334969970700192
2018-09-17,1.0905174335172314,0.0,1.0905174335172314,1.0905174335172314,0,1.0552039424223687,1.0905174335172314,1.0334660340765933
2018-09-18,1.0904847622233422,0.0,1.0904847622233422,1.0904847622233422,0,1.0552039424223687,1.0904847622233422,1.0334350720108014
2018-09-19,1.0904520919082668,0.0,1.0904520919082668,1.0904520919082668,0,1.0552039424223687,1.0904520919082668,1.0334041108726157
2018-09-20,1.0904194225719759,0.0,1.0904194225719759,1.0904194225719759,0,1.0552039424223687,1.0904194225719759,1.0333731506620085
2018-09-21,1.0903867542144396,0.0,1.0903867542144396,1.0903867542144396,0,1.0552039424223687,1.0903867542144396,1.0333421913789518
2018-09-27,1.0903540868356296,0.0,1.0903540868356296,1.0903540868356296,0,1.0552039424223687,1.0903540868356296,1.033311233023418
2018-09-28,1.0903214204355158,0.0,1.0903214204355158,1.0903214204355158,0,1.0552039424223687,1.0903214204355158,1.0332802755953792
2018-10-01,1.0904026865097367,0.0,1.0904026865097367,1.0904026865097367,0,1.0552039424223687,1.0904026865097367,1.033357290161904
2018-10-02,1.0904839586410473,0.0,1.0904839586410473,1.0904839586410473,0,1.0552039424223687,1.0904839586410473,1.0334343104686363
2018-10-04,1.0905652368298993,0.0,1.0905652368298993,1.0905652368298993,0,1.0552039424223687,1.0905652368298993,1.0335113365160045
2018-10-05,1.0906465210767442,0.0,1.0906465210767442,1.0906465210767442,0,1.0552039424223687,1.0906465210767442,1.033588368304436
2018-10-08,1.0907278113820331,0.0,1.0907278113820331,1.0907278113820331,0,1.0552039424223687,1.0907278113820331,1.0336654058343588
2018-10-10,1.090809107746218,0.0,1.090809107746218,1.090809107746218,0,1.0552039424223687,1.090809107746218,1.033742449106201
2018-10-11,1.0908904101697507,0.0,1.0908904101697507,1.0908904101697507,0,1.0552039424223687,1.0908904101697507,1.0338194981203905
2018-10-12,1.0909717186530823,0.0,1.0909717186530823,1.0909717186530823,0,1.0552039424223687,1.0909717186530823,1.0338965528773554
2018-10-15,1.0910530331966648,0.0,1.0910530331966648,1.0910530331966648,0,1.0552039424223687,1.0910530331966648,1.0339736133775235
2018-10-16,1.0911343538009497,0.0,1.0911343538009497,1.0911343538009497,0,1.0552039424223687,1.0911343538009497,1.034050679621323
2018-10-17,1.0912156804663886,0.0,1.0912156804663886,1.0912156804663886,0,1.0552039424223687,1.0912156804663886,1.0341277516091818
2018-10-18,1.0912970131934339,0.0,1.0912970131934339,1.0912970131934339,0,1.0552039424223687,1.0912970131934339,1.0342048293415285
2018-10-19,1.0913783519825366,0.0,1.0913783519825366,1.0913783519825366,0,1.0552039424223687,1.0913783519825366,1.0342819128187908
2018-10-22,1.091459696834149,0.0,1.091459696834149,1.091459696834149,0,1.0552039424223687,1.091459696834149,1.034359002041397
2018-10-23,1.091541047748723,0.0,1.091541047748723,1.091541047748723,0,1.0552039424223687,1.091541047748723,1.0344360970097757
2018-10-24,1.0916224047267105,0.0,1.0916224047267105,1.0916224047267105,0,1.0552039424223687,1.0916224047267105,1.0345131977243547
2018-10-25,1.091703767768563,0.0,1.091703767768563,1.091703767768563,0,1.0552039424223687,1.091703767768563,1.0345903041855624
2018-10-26,1.091785136874733,0.0,1.091785136874733,1.091785136874733,0,1.0552039424223687,1.091785136874733,1.0346674163938272
2018-10-29,1.091866512045672,0.0,1.091866512045672,1.091866512045672,0,1.0552039424223687,1.091866512045672,1.0347445343495774
2018-10-30,1.0919478932818325,0.0,1.0919478932818325,1.0919478932818325,0,1.0552039424223687,1.0919478932818325,1.0348216580532412
2018-10-31,1.0920292805836662,0.0,1.0920292805836662,1.0920292805836662,0,1.0552039424223687,1.0920292805836662,1.0348987875052473
2018-11-01,1.0921106739516253,0.0,1.0921106739516253,1.0921106739516253,0,1.0552039424223687,1.0921106739516253,1.034975922706024
2018-11-02,1.0921920733861619,0.0,1.0921920733861619,1.0921920733861619,0,1.0552039424223687,1.0921920733861619,1.0350530636559998
2018-11-05,1.0922734788877284,0.0,1.0922734788877284,1.0922734788877284,0,1.0552039424223687,1.0922734788877284,1.0351302103556033
2018-11-06,1.0923548904567768,0.0,1.0923548904567768,1.0923548904567768,0,1.0552039424223687,1.0923548904567768,1.035207362805263
2018-11-07,1.0924363080937594,0.0,1.0924363080937594,1.0924363080937594,0,1.0552039424223687,1.0924363080937594,1.0352845210054074
2018-11-08,1.0925177317991284,0.0,1.0925177317991284,1.0925177317991284,0,1.0552039424223687,1.0925177317991284,1.035361684956465
2018-11-09,1.0925991615733361,0.0,1.0925991615733361,1.0925991615733361,0,1.0552039424223687,1.0925991615733361,1.0354388546588649
2018-11-12,1.092680597416835,0.0,1.092680597416835,1.092680597416835,0,1.0552039424223687,1.092680597416835,1.0355160301130353
2018-11-13,1.0927620393300774,0.0,1.0927620393300774,1.0927620393300774,0,1.0552039424223687,1.0927620393300774,1.035593211319405
2018-11-14,1.0928434873135155,0.0,1.0928434873135155,1.0928434873135155,0,1.0552039424223687,1.0928434873135155,1.035670398278403
2018-11-15,1.0929249413676019,0.0,1.0929249413676019,1.0929249413676019,0,1.0552039424223687,1.0929249413676019,1.0357475909904577
2018-11-16,1.0930064014927892,0.0,1.0930064014927892,1.0930064014927892,0,1.0552039424223687,1.0930064014927892,1.035824789455998
2018-11-19,1.0930878676895297,0.0,1.0930878676895297,1.0930878676895297,0,1.0552039424223687,1.0930878676895297,1.035901993675453
2018-11-20,1.0931693399582758,0.0,1.0931693399582758,1.0931693399582758,0,1.0552039424223687,1.0931693399582758,1.0359792036492512
2018-11-21,1.0932508182994805,0.0,1.0932508182994805,1.0932508182994805,0,1.0552039424223687,1.0932508182994805,1.0360564193778217
2018-11-22,1.093332302713596,0.0,1.093332302713596,1.093332302713596,0,1.0552039424223687,1.093332302713596,1.0361336408615933
2018-11-23,1.0934137932010752,0.0,1.0934137932010752,1.0934137932010752,0,1.0552039424223687,1.0934137932010752,1.0362108681009952
2018-11-26,1.0934952897623706,0.0,1.0934952897623706,1.0934952897623706,0,1.0552039424223687,1.0934952897623706,1.0362881010964562
2018-11-27,1.0935767923979354,0.0,1.0935767923979354,1.0935767923979354,0,1.0552039424223687,1.0935767923979354,1.0363653398484054
2018-11-28,1.0936583011082217,0.0,1.0936583011082217,1.0936583011082217,0,1.0552039424223687,1.0936583011082217,1.0364425843572718
2018-11-29,1.0937398158936824,0.0,1.0937398158936824,1.0937398158936824,0,1.0552039424223687,1.0937398158936824,1.0365198346234845
2018-11-30,1.0938213367547707,0.0,1.0938213367547707,1.0938213367547707,0,1.0552039424223687,1.0938213367547707,1.0365970906474726
2018-12-03,1.093902863691939,0.0,1.093902863691939,1.093902863691939,0,1.0552039424223687,1.093902863691939,1.0366743524296653
2018-12-04,1.0939843967056402,0.0,1.0939843967056402,1.0939843967056402,0,1.0552039424223687,1.0939843967056402,1.0367516199704916
2018-12-05,1.0940659357963272,0.0,1.0940659357963272,1.0940659357963272,0,1.0552039424223687,1.0940659357963272,1.0368288932703809
2018-12-06,1.0941474809644534,0.0,1.0941474809644534,1.0941474809644534,0,1.0552039424223687,1.0941474809644534,1.0369061723297623
2018-12-07,1.094229032210471,0.0,1.094229032210471,1.094229032210471,0,1.0552039424223687,1.094229032210471,1.0369834571490653
2018-12-10,1.094310589534834,0.0,1.094310589534834,1.094310589534834,0,1.0552039424223687,1.094310589534834,1.037060747728719
2018-12-11,1.0943921529379945,0.0,1.0943921529379945,1.0943921529379945,0,1.0552039424223687,1.0943921529379945,1.0371380440691529
2018-12-12,1.0944737224204062,0.0,1.0944737224204062,1.0944737224204062,0,1.0552039424223687,1.0944737224204062,1.0372153461707962
2018-12-13,1.094555297982522,0.0,1.094555297982522,1.094555297982522,0,1.0552039424223687,1.094555297982522,1.0372926540340786
2018-12-14,1.094636879624795,0.0,1.094636879624795,1.094636879624795,0,1.0552039424223687,1.094636879624795,1.0373699676594292
2018-12-17,1.0947184673476782,0.0,1.0947184673476782,1.0947184673476782,0,1.0552039424223687,1.0947184673476782,1.0374472870472777
2018-12-18,1.0948000611516255,0.0,1.0948000611516255,1.0948000611516255,0,1.0552039424223687,1.0948000611516255,1.0375246121980537
2018-12-19,1.0948816610370895,0.0,1.0948816610370895,1.0948816610370895,0,1.0552039424223687,1.0948816610370895,1.0376019431121866
2018-12-20,1.0949632670045237,0.0,1.0949632670045237,1.0949632670045237,0,1.0552039424223687,1.0949632670045237,1.0376792797901058
2018-12-21,1.0950448790543814,0.0,1.0950448790543814,1.0950448790543814,0,1.0552039424223687,1.0950448790543814,1.037756622232241
2018-12-24,1.095126497187116,0.0,1.095126497187116,1.095126497187116,0,1.0552039424223687,1.095126497187116,1.0378339704390218
2018-12-26,1.0952081214031806,0.0,1.0952081214031806,1.0952081214031806,0,1.0552039424223687,1.0952081214031806,1.037911324410878
2018-12-27,1.0952897517030287,0.0,1.0952897517030287,1.0952897517030287,0,1.0552039424223687,1.0952897517030287,1.037988684148239
2018-12-28,1.095371388087114,0.0,1.095371388087114,1.095371388087114,0,1.0552039424223687,1.095371388087114,1.038066049651535
2019-01-02,1.095724426635982,0.0,1.095724426635982,1.095724426635982,0,1.0552039424223687,1.095724426635982,1.0384006186714891
2019-01-03,1.0960775789692871,0.0,1.0960775789692871,1.0960775789692871,0,1.0552039424223687,1.0960775789692871,1.0387352955231453
2019-01-04,1.0964308451237021,0.0,1.0964308451237021,1.0964308451237021,0,1.0552039424223687,1.0964308451237021,1.0390700802412578
2019-01-07,1.096784225135912,0.0,1.096784225135912,1.096784225135912,0,1.0552039424223687,1.096784225135912,1.039404972860592
2019-01-08,1.0971377190426126,0.0,1.0971377190426126,1.0971377190426126,0,1.0552039424223687,1.0971377190426126,1.0397399734159247
2019-01-09,1.0974913268805127,0.0,1.0974913268805127,1.0974913268805127,0,1.0552039424223687,1.0974913268805127,1.0400750819420437
2019-01-10,1.097845048686332,0.0,1.097845048686332,1.097845048686332,0,1.0552039424223687,1.097845048686332,1.0404102984737478
2019-01-11,1.0981988844968023,0.0,1.0981988844968023,1.0981988844968023,0,1.0552039424223687,1.0981988844968023,1.0407456230458472
2019-01-14,1.0985528343486677,0.0,1.0985528343486677,1.0985528343486677,0,1.0552039424223687,1.0985528343486677,1.0410810556931636
2019-01-15,1.0989068982786838,0.0,1.0989068982786838,1.0989068982786838,0,1.0552039424223687,1.0989068982786838,1.0414165964505295
2019-01-16,1.0992610763236177,0.0,1.0992610763236177,1.0992610763236177,0,1.0552039424223687,1.0992610763236177,1.041752245352789
2019-01-17,1.0996153685202488,0.0,1.0996153685202488,1.0996153685202488,0,1.0552039424223687,1.0996153685202488,1.042088002434797
2019-01-18,1.099969774905368,0.0,1.099969774905368,1.099969774905368,0,1.0552039424223687,1.099969774905368,1.04242386773142
