date,ticker,signal_value,signal_date,execution_date,included_in_trade
2017-03-31,078930,1.7491627062412223,2017-03-31,2017-04-03,True
2017-03-31,036570,1.0110349856716914,2017-03-31,2017-04-03,True
2017-03-31,004770,1.9153033778394768,2017-03-31,2017-04-03,True
2017-03-31,004720,2.3006747425435905,2017-03-31,2017-04-03,True
2017-03-31,006060,3.1708411702974706,2017-03-31,2017-04-03,True
2017-06-30,103140,1.6879436404027415,2017-06-30,2017-07-03,True
2017-06-30,001230,0.5808578426722765,2017-06-30,2017-07-03,True
2017-06-30,207940,1.5742645480301714,2017-06-30,2017-07-03,True
2017-06-30,020150,2.3349069005569656,2017-06-30,2017-07-03,True
2017-06-30,000030,2.138613185992273,2017-06-30,2017-07-03,True
2017-12-28,009420,2.058484172985937,2017-12-28,2018-01-02,True
2017-12-28,069620,1.055942722494645,2017-12-28,2018-01-02,True
2017-12-28,004020,-0.3300899697889198,2017-12-28,2018-01-02,True
2017-12-28,123690,1.6993261667744286,2017-12-28,2018-01-02,True
2017-12-28,003350,3.5660221015923352,2017-12-28,2018-01-02,True
2019-06-28,000210,1.2268583305755163,2019-06-28,2019-07-01,True
2019-06-28,000720,-0.00423791656278438,2019-06-28,2019-07-01,True
2019-06-28,074610,2.391647241418289,2019-06-28,2019-07-01,True
2019-06-28,000270,1.790580596223158,2019-06-28,2019-07-01,True
2019-06-28,009290,0.7302974421350538,2019-06-28,2019-07-01,True
2019-09-30,207940,0.3562594215887338,2019-09-30,2019-10-01,True
2019-09-30,012450,-0.012931835984982876,2019-09-30,2019-10-01,True
2019-09-30,009320,2.967036047737952,2019-09-30,2019-10-01,True
2019-09-30,010660,1.3541005904514638,2019-09-30,2019-10-01,True
2019-09-30,033250,2.2898403977908597,2019-09-30,2019-10-01,True
2019-12-30,004310,1.4393823513603066,2019-12-30,2020-01-02,True
2019-12-30,207940,0.9516471485823738,2019-12-30,2020-01-02,True
2019-12-30,044380,2.6984261896809816,2019-12-30,2020-01-02,True
2019-12-30,031430,0.35768603977411845,2019-12-30,2020-01-02,True
2019-12-30,012510,0.7539809961460722,2019-12-30,2020-01-02,True
2020-03-31,007570,2.0516175675941666,2020-03-31,2020-04-01,True
2020-03-31,001060,1.6576979928424977,2020-03-31,2020-04-01,True
2020-03-31,002320,1.4708549739264658,2020-03-31,2020-04-01,True
2020-03-31,271560,1.1490716890838508,2020-03-31,2020-04-01,True
2020-03-31,011000,2.458876134266048,2020-03-31,2020-04-01,True
2020-06-30,042670,1.8760583242239544,2020-06-30,2020-07-01,True
