period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.19175449042622217,-0.18638013453670732,-0.030534588638564397,-0.029598235635336145,-0.23154729718330647,-0.2309594439937619,10,10
2018-2026,2018-01-01,2026-05-04,-0.08159741746817284,-0.020706295802949803,-0.010434227870505297,-0.0025750488559022067,-0.6933400663054508,-0.6843161016580823,99,99
