ticker,pearson_d013,spearman_d013,n_d013,pearson_h001,spearman_h001,n_h001,max_abs_pearson_vs_d013_h001,low_correlation_candidate
TLT,-0.09083904340466233,0.015543678832701757,60,-0.09111774467291978,-0.03712142261739373,60,0.09111774467291978,True
IEF,-0.09588989530865352,-0.09743982066666004,60,-0.09764682576323948,-0.1348707974437344,60,0.09764682576323948,True
SHY,-0.09967679689240462,-0.16944453051617175,60,-0.10661983596407251,-0.19305362600722428,60,0.10661983596407251,True
UUP,-0.13948479643589853,-0.19325154849115958,60,-0.14649132084478542,-0.20466796332314535,60,0.14649132084478542,True
GLD,0.19640841772282028,0.052129689682005695,60,0.1915152337189002,0.035287579883300925,60,0.19640841772282028,True
DBC,0.21240309331418214,0.04011866512946343,60,0.20239416073553956,0.04301194776326758,60,0.21240309331418214,True
QQQ,0.2444912040280861,0.29705014686210673,60,0.2409677939451104,0.25018060572381223,60,0.2444912040280861,True
SPY,0.26292337818093425,0.2745947531334408,60,0.2586301076856232,0.22183939983328707,60,0.26292337818093425,True
IWM,0.39917684087977817,0.35083864811914384,60,0.3982848986211636,0.2859127535426508,60,0.39917684087977817,False
