year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return
2020,0.24613608482727267,0.5251287429311826,0.0
2021,-0.03531652054910184,0.13170240063376615,0.0
2022,0.0,-0.1844240539579347,0.0
2023,-0.017729397197116303,0.3279894204214897,0.0
2024,0.04224721797916264,0.034981455283805696,0.0
2025,0.7666554035490463,1.0470047808035559,0.0
2026,0.0,0.7344109727369723,0.0
