period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.09401472235486108,0.10111100738801637,0.047196502772218984,0.050677239382894035,-0.11120123654025105,-0.10825712142713284,10,10
2018-2026,2018-01-01,2026-05-04,0.2831451821648361,0.3292457279399186,0.06579314329902952,0.07545142672505678,-0.3392346174957135,-0.3393494236202602,55,55
