carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F010-A D013 direct,0.082789975087767,0.1099477779961756,3.688131924347972,22.0,0.16622881147663904,2.6489756399680435,0.6363636363636364
