date,V1_factor_macro_gate_mcap_net_value,V2_kospi_buy_and_hold_net_value,V3_cash_net_value
2018-05-11,0.7985527550614202,2.8858828791090416,1.0
2018-05-14,0.7985527550614202,2.885891602704955,1.0
2018-05-15,0.7985527550614202,2.866799792479604,1.0
2018-05-16,0.7985527550614202,2.8710815119703215,1.0
2018-05-17,0.7985527550614202,2.8587371565926385,1.0
2018-05-18,0.7985527550614202,2.8733661245273634,1.0
2018-05-21,0.7985527550614202,2.8800939705388497,1.0
2018-05-23,0.7985527550614202,2.8901383792192203,1.0
2018-05-24,0.7985527550614202,2.884436304091775,1.0
2018-05-25,0.7985527550614202,2.8811136501367103,1.0
2018-05-28,0.7985527550614202,2.907653871991743,1.0
2018-05-29,0.7985527550614202,2.88356460564695,1.0
2018-05-30,0.7985527550614202,2.8284000670493956,1.0
2018-05-31,0.7985527550614202,2.8460795194920707,1.0
2018-06-01,0.7985527550614202,2.8662280341894393,1.0
2018-06-04,0.7985527550614202,2.878654001843193,1.0
2018-06-05,0.7985527550614202,2.8861839214481058,1.0
2018-06-07,0.7985527550614202,2.90731779591371,1.0
2018-06-08,0.7985527550614202,2.8858689129376174,1.0
2018-06-11,0.7985527550614202,2.9086284756504246,1.0
2018-06-12,0.7985527550614202,2.9078480369071715,1.0
2018-06-14,0.7985527550614202,2.8564356385889322,1.0
2018-06-15,0.7985527550614202,2.8355473088525187,1.0
2018-06-18,0.7985527550614202,2.804605835175151,1.0
2018-06-19,0.7985527550614202,2.7639456557001507,1.0
2018-06-20,0.7985527550614202,2.7937922742725316,1.0
2018-06-21,0.7985527550614202,2.7642341331587055,1.0
2018-06-22,0.7985527550614202,2.788394025799475,1.0
2018-06-25,0.7985527550614202,2.790462571961532,1.0
2018-06-26,0.7985527550614202,2.7830447462224464,1.0
2018-06-27,0.7985527550614202,2.774029773601444,1.0
2018-06-28,0.7985527550614202,2.7417956579466147,1.0
2018-06-29,0.7985527550614202,2.7567901850349,1.0
2018-07-02,0.7985527550614202,2.69364842771325,1.0
2018-07-03,0.7985527550614202,2.6962281636459817,1.0
2018-07-04,0.7985527550614202,2.6886594418260166,1.0
2018-07-05,0.7985527550614202,2.6801304472709084,1.0
2018-07-06,0.7985527550614202,2.699684216488998,1.0
2018-07-09,0.7985527550614202,2.7169485523973322,1.0
2018-07-10,0.7985527550614202,2.7275166201472842,1.0
2018-07-11,0.7985527550614202,2.7121044522266153,1.0
2018-07-12,0.7985527550614202,2.718689353990182,1.0
2018-07-13,0.7985527550614202,2.7501554121874614,1.0
2018-07-16,0.7985527550614202,2.740809408979581,1.0
2018-07-17,0.7985527550614202,2.7368624480173334,1.0
2018-07-18,0.7985527550614202,2.728523672341092,1.0
2018-07-19,0.7985527550614202,2.7204306303374133,1.0
2018-07-20,0.7985527550614202,2.729420482394401,1.0
2018-07-23,0.7985527550614202,2.7075491331513946,1.0
2018-07-24,0.7985527550614202,2.722437357126048,1.0
2018-07-25,0.7985527550614202,2.715365312543165,1.0
2018-07-26,0.7985527550614202,2.735662705898086,1.0
2018-07-27,0.7985527550614202,2.743538180951787,1.0
2018-07-30,0.7985527550614202,2.742584658253457,1.0
2018-07-31,0.7985527550614202,2.745347104013382,1.0
2018-08-01,0.7985527550614202,2.7603954063916385,1.0
2018-08-02,0.7985527550614202,2.717017568961702,1.0
2018-08-03,0.7985527550614202,2.738468273928424,1.0
2018-08-06,0.7985527550614202,2.738069409674507,1.0
2018-08-07,0.7985527550614202,2.7554864986740366,1.0
2018-08-08,0.7985527550614202,2.757982369693735,1.0
2018-08-09,0.7985527550614202,2.7618070096674416,1.0
2018-08-10,0.7985527550614202,2.738116031053217,1.0
2018-08-13,0.7985527550614202,2.6981149792586447,1.0
2018-08-14,0.7985527550614202,2.7115417921677536,1.0
2018-08-16,0.7985527550614202,2.690871428307221,1.0
2018-08-17,0.7985527550614202,2.6988599759156426,1.0
2018-08-20,0.7985527550614202,2.700603792451919,1.0
2018-08-21,0.7985527550614202,2.728128864236662,1.0
2018-08-22,0.7985527550614202,2.7331721854270254,1.0
2018-08-23,0.7985527550614202,2.745392565473202,1.0
2018-08-24,0.7985527550614202,2.7586518045147197,1.0
2018-08-27,0.7985527550614202,2.766846530424187,1.0
2018-08-28,0.7985527550614202,2.7721343190084466,1.0
2018-08-29,0.7985527550614202,2.7798411695826895,1.0
2018-08-30,0.7985527550614202,2.7784921215055474,1.0
2018-08-31,0.7985527550614202,2.79773212054768,1.0
2018-09-03,0.7985527550614202,2.779354369749704,1.0
2018-09-04,0.7985527550614202,2.790435612751427,1.0
