year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,-0.1147088215401908,0.31675953872996554,0.0,0.0,-0.1147088215401908
2018,-0.08627952655964133,-0.08401784948302582,0.0,0.0,-0.08627952655964133
2019,-0.2712263794808414,0.17019485930094325,0.0,0.0277493483052602,-0.2989757277861016
2020,0.6117130520612453,0.5251287429311848,0.0,0.2461360848272729,0.36557696723397237
2021,0.14526151428948175,0.13170240063376726,0.0,-0.035316520549102,0.18057803483858376
2022,-0.08098863794412159,-0.18442405395793493,0.0,0.0,-0.08098863794412159
2023,-0.05643281107968823,0.3279894204214897,0.0,-0.0177293971971159,-0.03870341388257233
2024,-0.12269023817631275,0.034981455283805474,0.0,0.0422472179791628,-0.16493745615547556
2025,0.12483884267677658,1.047004780803555,0.0,0.7666554035490463,-0.6418165608722697
2026,0.9881820402218215,0.7344109727369705,0.0,0.0,0.9881820402218215
