subperiod,e007_cumulative_return,d013_cumulative_return,return_diff_e007_minus_d013
2010-2017,0.11661799898223335,0.09401472235486108,0.02260327662737227
2018-2026,1.9217763430047565,2.2397622930903776,-0.317985950085621
