strategy,year_group,year_return_sum,total_cumulative_return,contribution_share,cumulative_excluding_year_group
e007,2020,0.28232097241179055,2.320092245100144,0.1216852360107796,2.0377712726883535
e007,2025,0.2999017858662725,2.320092245100144,0.12926287155161262,2.0201904592338717
e007,2026,0.6775260554104385,2.320092245100144,0.29202548167699854,1.6425661896897055
e007,2020+2025+2026,1.2597488136885016,2.320092245100144,0.5429735892393908,1.0603434314116424
d013,2020,0.46309904044504946,2.545770290335013,0.1819092013930713,2.0826712498899633
d013,2025,0.567009224531813,2.545770290335013,0.22272599640448978,1.9787610658032
d013,2026,0.5621484118981515,2.545770290335013,0.22081662828431195,1.9836218784368616
d013,2020+2025+2026,1.592256676875014,2.545770290335013,0.625451826081873,0.9535136134599991
