signal_date,sector_rank,sector_code,sector_name,flow_score,n_holdings,tickers
2010-03-31,1,08,인터넷/게임/SW,2.1371091332901067,0,
2010-03-31,2,01,반도체/IT하드웨어,1.4263304701967712,0,
2010-03-31,3,02,자동차/운송장비,0.6416001713949019,0,
2010-06-30,1,09,소비재/유통,2.81577982554505,0,
2010-06-30,2,06,금융,0.33558907487837425,0,
2010-06-30,3,10,음식료,0.10975467213472331,0,
2010-09-30,1,10,음식료,2.063197294463327,0,
2010-09-30,2,02,자동차/운송장비,1.0185823113902408,0,
2010-09-30,3,04,철강금속,0.6657013407679438,0,
2010-12-30,1,04,철강금속,1.028502261504832,0,
2010-12-30,2,02,자동차/운송장비,0.7636863277653468,0,
2010-12-30,3,03,2차전지/화학/소재,0.6679116652869982,0,
2011-03-31,1,04,철강금속,1.3475331003645978,0,
2011-03-31,2,03,2차전지/화학/소재,0.9699889375016599,0,
2011-03-31,3,01,반도체/IT하드웨어,0.7761999266883876,0,
2011-06-30,1,06,금융,1.4662287922982602,0,
2011-06-30,2,01,반도체/IT하드웨어,0.6536144688532427,0,
2011-06-30,3,10,음식료,0.566558765733385,0,
2011-09-30,1,06,금융,0.8960595328776796,0,
2011-09-30,2,02,자동차/운송장비,0.7684515820377061,0,
2011-09-30,3,09,소비재/유통,0.5962148086717138,0,
2011-12-29,1,12,건설/부동산,1.943013578280629,0,
2011-12-29,2,10,음식료,1.1831407630853323,0,
2011-12-29,3,02,자동차/운송장비,0.8916729917807173,0,
2012-03-30,1,06,금융,1.3323886726904557,0,
2012-03-30,2,02,자동차/운송장비,1.0980789498109558,0,
2012-03-30,3,09,소비재/유통,1.035755137060184,0,
2012-06-29,1,02,자동차/운송장비,1.1273190706535379,0,
2012-06-29,2,08,인터넷/게임/SW,0.93330778548216,0,
2012-06-29,3,07,헬스케어,0.8593588898111937,0,
2012-09-28,1,01,반도체/IT하드웨어,1.3864417721872233,0,
2012-09-28,2,12,건설/부동산,1.0212066230215535,0,
2012-09-28,3,04,철강금속,0.9921254874707012,0,
2012-12-28,1,12,건설/부동산,2.255432738679759,0,
2012-12-28,2,06,금융,0.6329218376318565,0,
2012-12-28,3,10,음식료,0.6180905809686749,0,
2013-03-29,1,09,소비재/유통,1.6135597295645872,0,
2013-03-29,2,10,음식료,1.596748630060472,0,
2013-03-29,3,05,조선/기계/산업재,0.7349442534713373,0,
2013-06-28,1,12,건설/부동산,2.1132169576185347,0,
2013-06-28,2,05,조선/기계/산업재,1.0179007550963375,0,
2013-06-28,3,02,자동차/운송장비,0.7086280758857123,0,
2013-09-30,1,01,반도체/IT하드웨어,1.614968059682656,0,
2013-09-30,2,02,자동차/운송장비,1.4854709970467024,0,
2013-09-30,3,04,철강금속,1.409336567317109,0,
2013-12-30,1,01,반도체/IT하드웨어,1.600552521828793,0,
2013-12-30,2,08,인터넷/게임/SW,0.6068848002811664,0,
2013-12-30,3,12,건설/부동산,0.5934712017518443,0,
2014-03-31,1,10,음식료,1.6310648987245162,0,
2014-03-31,2,06,금융,0.943356089672051,0,
2014-03-31,3,05,조선/기계/산업재,0.7174353759545926,0,
2014-06-30,1,10,음식료,1.9685958674397275,0,
2014-06-30,2,06,금융,1.9403578720891501,0,
2014-06-30,3,04,철강금속,0.35939064102780366,0,
2014-09-30,1,04,철강금속,1.5375105709622137,0,
2014-09-30,2,01,반도체/IT하드웨어,1.4229984360049974,0,
2014-09-30,3,12,건설/부동산,0.8421363836649282,0,
2014-12-30,1,05,조선/기계/산업재,1.539100926680875,0,
2014-12-30,2,12,건설/부동산,0.9444918644261653,0,
2014-12-30,3,08,인터넷/게임/SW,0.7216892585425737,0,
2015-03-31,1,03,2차전지/화학/소재,1.9587295200461894,0,
2015-03-31,2,08,인터넷/게임/SW,1.1800212912516943,0,
2015-03-31,3,05,조선/기계/산업재,0.6746567587584448,0,
2015-06-30,1,04,철강금속,1.5998466692677433,0,
2015-06-30,2,08,인터넷/게임/SW,0.9267733539996706,0,
2015-06-30,3,02,자동차/운송장비,0.799086632023758,0,
2015-09-30,1,07,헬스케어,1.3599255831694586,0,
2015-09-30,2,03,2차전지/화학/소재,0.9827594411506243,0,
2015-09-30,3,05,조선/기계/산업재,0.7120101692667183,0,
2015-12-30,1,12,건설/부동산,1.0678403413344184,0,
2015-12-30,2,03,2차전지/화학/소재,1.0012002220234426,0,
2015-12-30,3,10,음식료,0.9759332516839698,0,
2017-03-31,1,06,금융,1.507595544592963,0,
2017-03-31,2,02,자동차/운송장비,1.344389550829319,0,
2017-03-31,3,03,2차전지/화학/소재,1.2656387021137976,0,
2017-06-30,1,06,금융,1.7184728515958687,0,
2017-06-30,2,04,철강금속,1.4346653388748176,0,
2017-06-30,3,02,자동차/운송장비,0.7909708239466727,0,
2017-09-29,1,04,철강금속,0.9635819770965749,0,
2017-09-29,2,07,헬스케어,0.8447783982689105,0,
2017-09-29,3,05,조선/기계/산업재,0.7698159487735758,0,
2017-12-28,1,04,철강금속,2.1255473760712387,0,
2017-12-28,2,09,소비재/유통,0.7906265566121753,0,
2017-12-28,3,06,금융,0.6150909560334161,0,
2018-03-30,1,09,소비재/유통,1.144105670266343,0,
2018-03-30,2,07,헬스케어,1.1036047116911523,0,
2018-03-30,3,01,반도체/IT하드웨어,0.918470148747152,0,
2018-06-29,1,09,소비재/유통,1.5042580019779466,0,
2018-06-29,2,10,음식료,1.2624450889848189,0,
2018-06-29,3,08,인터넷/게임/SW,0.6987452459265538,0,
2018-09-28,1,09,소비재/유통,1.4528145089373332,0,
2018-09-28,2,08,인터넷/게임/SW,1.3815255493847065,0,
2018-09-28,3,12,건설/부동산,0.4925396290254875,0,
2018-12-28,1,12,건설/부동산,2.8060989089763826,0,
2018-12-28,2,02,자동차/운송장비,0.34225056793610886,0,
2018-12-28,3,03,2차전지/화학/소재,0.25147861208851174,0,
