signal_date,sector_rank,sector_code,sector_name,flow_score,n_holdings,tickers
2019-03-29,1,10,음식료,1.5773524421160119,0,
2019-03-29,2,04,철강금속,1.3945711859210215,0,
2019-03-29,3,09,소비재/유통,0.9331704455994171,0,
2019-06-28,1,06,금융,1.9218416509634766,0,
2019-06-28,2,01,반도체/IT하드웨어,1.3101653972585638,0,
2019-06-28,3,12,건설/부동산,0.3688178106297606,0,
2019-09-30,1,07,헬스케어,2.2832424577772557,0,
2019-09-30,2,01,반도체/IT하드웨어,0.7436058160375156,0,
2019-09-30,3,08,인터넷/게임/SW,0.4970430138865749,0,
2019-12-30,1,01,반도체/IT하드웨어,1.5712772033560807,0,
2019-12-30,2,12,건설/부동산,1.0516650352875236,0,
2019-12-30,3,07,헬스케어,0.7312646114528216,0,
2020-03-31,1,10,음식료,1.5004405556465672,0,
2020-03-31,2,07,헬스케어,1.1747880969023947,0,
2020-03-31,3,09,소비재/유통,0.7831260634626128,0,
2020-06-30,1,01,반도체/IT하드웨어,1.5947737732576153,0,
2020-06-30,2,04,철강금속,1.0064062604812254,0,
2020-06-30,3,03,2차전지/화학/소재,0.7712136389315125,0,
2020-09-29,1,01,반도체/IT하드웨어,1.8064798795982475,0,
2020-09-29,2,03,2차전지/화학/소재,0.7964891018341232,0,
2020-09-29,3,09,소비재/유통,0.542111038631256,0,
2020-12-30,1,03,2차전지/화학/소재,1.673480231412474,0,
2020-12-30,2,05,조선/기계/산업재,0.5600019706888711,0,
2020-12-30,3,09,소비재/유통,0.38954075264463045,0,
2021-03-31,1,04,철강금속,1.8577305888614208,0,
2021-03-31,2,06,금융,1.583989682141446,0,
2021-03-31,3,09,소비재/유통,0.07603941376113879,0,
2021-06-30,1,03,2차전지/화학/소재,2.669428074141416,0,
2021-06-30,2,09,소비재/유통,0.2184677710217806,0,
2021-06-30,3,05,조선/기계/산업재,0.10461203920303848,0,
2021-09-30,1,06,금융,1.0632047413958765,0,
2021-09-30,2,07,헬스케어,0.693084604877457,0,
2021-09-30,3,01,반도체/IT하드웨어,0.6504740568193602,0,
2021-12-30,1,01,반도체/IT하드웨어,1.4919183948715637,0,
2021-12-30,2,12,건설/부동산,1.281479349603059,0,
2021-12-30,3,08,인터넷/게임/SW,0.5744424736676842,0,
2022-03-31,1,10,음식료,3.0943120376945754,0,
2022-03-31,2,05,조선/기계/산업재,0.017425811981525444,0,
2022-03-31,3,08,인터넷/게임/SW,-0.13455873052614598,0,
2022-06-30,1,12,건설/부동산,0.9331302963536208,0,
2022-06-30,2,02,자동차/운송장비,0.8964101934573973,0,
2022-06-30,3,09,소비재/유통,0.7378202193244325,0,
2022-09-30,1,10,음식료,1.9372701875483485,0,
2022-09-30,2,02,자동차/운송장비,1.1409543165257605,0,
2022-09-30,3,03,2차전지/화학/소재,0.5198062316753457,0,
2022-12-29,1,09,소비재/유통,1.3866245048260961,0,
2022-12-29,2,05,조선/기계/산업재,0.9315509767839174,0,
2022-12-29,3,11,에너지/유틸리티,0.8296022385293058,0,
2023-03-31,1,07,헬스케어,1.452049345665094,0,
2023-03-31,2,02,자동차/운송장비,1.018277742195795,0,
2023-03-31,3,01,반도체/IT하드웨어,0.8874831609290319,0,
2023-06-30,1,02,자동차/운송장비,1.261734614437094,0,
2023-06-30,2,01,반도체/IT하드웨어,1.196601648141663,0,
2023-06-30,3,05,조선/기계/산업재,0.9474288821518921,0,
2023-09-27,1,02,자동차/운송장비,1.3111635288508705,0,
2023-09-27,2,06,금융,0.8043196713882755,0,
2023-09-27,3,09,소비재/유통,0.6415330123446685,0,
2023-12-28,1,02,자동차/운송장비,1.5636220727646981,0,
2023-12-28,2,01,반도체/IT하드웨어,1.1019434115620668,0,
2023-12-28,3,12,건설/부동산,1.0776245032712835,0,
2024-03-29,1,09,소비재/유통,1.2884701504033782,0,
2024-03-29,2,01,반도체/IT하드웨어,0.7952445897403352,0,
2024-03-29,3,02,자동차/운송장비,0.5795086338275925,0,
2024-06-28,1,01,반도체/IT하드웨어,1.8757915836514636,0,
2024-06-28,2,02,자동차/운송장비,1.3940115526277228,0,
2024-06-28,3,05,조선/기계/산업재,0.13177401992873095,0,
2024-09-30,1,05,조선/기계/산업재,0.708447549793852,0,
2024-09-30,2,07,헬스케어,0.57596469523462,0,
2024-09-30,3,03,2차전지/화학/소재,0.5004146954974308,0,
2024-12-30,1,07,헬스케어,1.5443295537500872,0,
2024-12-30,2,08,인터넷/게임/SW,1.4762580144416138,0,
2024-12-30,3,05,조선/기계/산업재,0.7169215184739103,0,
2025-03-31,1,07,헬스케어,1.1836254231381762,0,
2025-03-31,2,04,철강금속,0.9146013951955823,0,
2025-03-31,3,01,반도체/IT하드웨어,0.8485347135258273,0,
2025-06-30,1,10,음식료,2.3461719437731414,0,
2025-06-30,2,01,반도체/IT하드웨어,0.8624358469768808,0,
2025-06-30,3,12,건설/부동산,0.5000135274327756,0,
2025-09-30,1,01,반도체/IT하드웨어,1.7725218104077747,0,
2025-09-30,2,07,헬스케어,0.9374210999102164,0,
2025-09-30,3,05,조선/기계/산업재,0.2684804452223752,0,
2025-12-30,1,03,2차전지/화학/소재,1.6205012134372747,0,
2025-12-30,2,01,반도체/IT하드웨어,1.2021712040501213,0,
2025-12-30,3,07,헬스케어,0.5103214546331132,0,
2026-03-31,1,07,헬스케어,1.4169251147438104,0,
2026-03-31,2,03,2차전지/화학/소재,1.1104272137626303,0,
2026-03-31,3,12,건설/부동산,0.8182431748852558,0,
2026-05-04,1,09,소비재/유통,1.2157330128257489,0,
2026-05-04,2,03,2차전지/화학/소재,0.9902314891551712,0,
2026-05-04,3,10,음식료,0.9369933055407271,0,
