signal_date,n_sectors,rank_ic,rank_ic_std,rank_ic_t_stat,n_quarters
2010-03-31 00:00:00,11,-0.10000000000000002,,,
2010-06-30 00:00:00,10,0.04242424242424241,,,
2010-09-30 00:00:00,10,-0.12727272727272726,,,
2010-12-30 00:00:00,10,0.406060606060606,,,
2011-03-31 00:00:00,10,-0.5272727272727272,,,
2011-06-30 00:00:00,10,0.6484848484848483,,,
2011-09-30 00:00:00,10,-0.35757575757575755,,,
2011-12-29 00:00:00,11,-0.19090909090909092,,,
2012-03-30 00:00:00,11,-0.045454545454545456,,,
2012-06-29 00:00:00,11,-0.36363636363636365,,,
2012-09-28 00:00:00,11,-0.16363636363636366,,,
2012-12-28 00:00:00,11,-0.07272727272727274,,,
2013-03-29 00:00:00,11,0.3181818181818182,,,
2013-06-28 00:00:00,11,0.7727272727272727,,,
2013-09-30 00:00:00,11,0.15454545454545454,,,
2013-12-30 00:00:00,10,-0.0303030303030303,,,
2014-03-31 00:00:00,11,-0.13636363636363638,,,
2014-06-30 00:00:00,11,0.045454545454545456,,,
2014-09-30 00:00:00,10,-0.05454545454545454,,,
2014-12-30 00:00:00,10,0.5030303030303029,,,
2015-03-31 00:00:00,11,-0.16363636363636366,,,
2015-06-30 00:00:00,11,-0.19090909090909092,,,
2015-09-30 00:00:00,10,0.4666666666666666,,,
2015-12-30 00:00:00,11,-0.13636363636363638,,,
2017-03-31 00:00:00,11,-0.18181818181818182,,,
2017-06-30 00:00:00,10,-0.32121212121212117,,,
2017-09-29 00:00:00,10,-0.0303030303030303,,,
2017-12-28 00:00:00,11,-0.09090909090909091,,,
2018-03-30 00:00:00,9,-0.03333333333333333,,,
2018-06-29 00:00:00,10,-0.35757575757575755,,,
2018-09-28 00:00:00,11,0.21818181818181823,,,
2018-12-28 00:00:00,11,0.24545454545454545,,,
2019-03-29 00:00:00,11,-0.36363636363636365,,,
2019-06-28 00:00:00,10,-0.2606060606060606,,,
2019-09-30 00:00:00,11,0.36363636363636365,,,
2019-12-30 00:00:00,10,0.309090909090909,,,
2020-03-31 00:00:00,11,0.5090909090909091,,,
2020-06-30 00:00:00,10,-0.5636363636363636,,,
2020-09-29 00:00:00,9,0.26666666666666666,,,
2020-12-30 00:00:00,10,-0.12727272727272726,,,
2021-03-31 00:00:00,9,0.2833333333333333,,,
2021-06-30 00:00:00,10,0.22424242424242422,,,
2021-09-30 00:00:00,8,-0.11904761904761905,,,
2021-12-30 00:00:00,10,0.0303030303030303,,,
2022-03-31 00:00:00,11,-0.06363636363636364,,,
2022-06-30 00:00:00,9,0.08333333333333334,,,
2022-09-30 00:00:00,11,-0.10909090909090911,,,
2022-12-29 00:00:00,10,-0.5030303030303029,,,
2023-03-31 00:00:00,9,0.5499999999999999,,,
2023-06-30 00:00:00,10,-0.5151515151515151,,,
2023-09-27 00:00:00,10,0.18787878787878787,,,
2023-12-28 00:00:00,10,0.4545454545454545,,,
2024-03-29 00:00:00,8,0.4761904761904762,,,
2024-06-28 00:00:00,9,-0.6166666666666666,,,
2024-09-30 00:00:00,9,0.0,,,
2024-12-30 00:00:00,9,0.3,,,
2025-03-31 00:00:00,10,-0.4787878787878787,,,
2025-06-30 00:00:00,11,0.009090909090909092,,,
2025-09-30 00:00:00,8,0.14285714285714288,,,
2025-12-30 00:00:00,10,-0.1515151515151515,,,
2026-03-31 00:00:00,10,-0.22424242424242422,,,
ALL,620,0.00392449080973671,0.32265290137571656,0.09499760561319921,61.0
