scenario,label,gross_i003_5_cagr_reference,t000_c_baseline_cagr_reference,net_cagr,net_cagr_delta_vs_t003_a_pp,net_sharpe,net_sharpe_delta_vs_t003_a,net_mdd,net_mdd_delta_vs_t003_a_pp,final_nav,realized_loss_krw_16y,capital_gains_tax_paid_krw_16y,capital_gains_tax_reduction_vs_t003_a_krw,tlh_tax_savings_true_up_krw_16y,tlh_commission_krw_16y,tlh_tax_savings_minus_commission_krw,tlh_event_count,annual_exemption_utilization_ratio,passes_plus_0p1pp_net_cagr
T003-A,No TLH,0.12738381267998689,0.12462572401851557,0.12462572401851557,0.0,1.1495284663506895,0.0,-0.16472953900866505,0.0,6.81953127904877,0.0,17018647.92127955,0.0,0.0,0.0,0.0,0,0.7875039021787605,False
T003-B,Year-end TLH: all loss lots,0.12738381267998689,0.12462572401851557,0.12466985815820886,0.0044134139693285945,1.1498522373719504,0.0003237710212609102,-0.16472944598128147,9.302738357419571e-06,6.823912728636836,-5916496.745367914,16356607.372190807,662040.5490887426,1070390.9693121393,458117.3884698469,612273.5808422924,28,0.782765141414087,False
T003-C,Quarter-end TLH: all loss lots,0.12738381267998689,0.12462572401851557,0.12424834743613067,-0.03773765823849029,1.1461862995686631,-0.003342166782026368,-0.16473046477194675,-9.257632817005756e-05,6.7821746406285,-8306401.199110752,16298824.774260033,719823.1470195167,1028464.2706588979,1382436.8777971582,-353972.60713826027,65,0.7746876509448165,False
T003-D,Year-end TLH: loss <= -5%,0.12738381267998689,0.12462572401851557,0.1246651898854183,0.003946586690273257,1.1497973120615983,0.00026884571090879383,-0.16472956006486839,-2.1056203336478063e-06,6.823449157412665,-4038580.6614127727,16686361.36969349,332286.55158605985,727585.2243418569,207117.32172917144,520467.90261268546,15,0.7822853173028708,False
T003-E,Year-end TLH: loss <= -10%,0.12738381267998689,0.12462572401851557,0.1246747420450447,0.0049018026529124015,1.1499135529587208,0.00038508660803127093,-0.16472952027062415,1.8738040896693064e-06,6.824397742527641,-2009266.5076164587,16742649.2737,275998.6475795489,399225.38248659903,84612.67389880793,314612.7085877911,4,0.7840044029618567,False
