cut,count,net_sum,share_of_total_net_sum
top_10_trades,10,50.03133915112338,0.3079456589503537
top_20_trades,20,62.10642674509413,0.38226849078135156
top_5_dates,5,49.29748783272055,0.3034287635073887
top_10_dates,10,61.97665668313269,0.3814697488743633
