scenario,count,mean,median,hit_rate,sharpe_like
exclude_2020,1388,0.07577283562695034,0.04466533239573755,0.6484149855907781,2.1266805486359157
exclude_2018_2020,927,0.08715727688975752,0.0515179856115107,0.6601941747572816,2.279989700054303
exclude_top_1pct_trades,1605,0.0645632867242766,0.047442088091354,0.6629283489096574,2.708309138722784
exclude_top_5pct_trades,1540,0.039261003744691776,0.041044872762969045,0.6487012987012987,1.986174000827969
