year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2010,0.0,0.3293489579737485,0.0,0.0,0.0
2011,0.0,0.004079681302652238,0.0,0.0,0.0
2012,0.0,0.18731018909741426,0.0,0.0,0.0
2013,0.0,0.06125736750042954,0.0,0.0,0.0
2014,0.0,0.05769800682302639,0.0,0.0,0.0
2015,0.0,0.16501292442133764,0.0,0.0,0.0
2017,0.08694972818615154,0.31675953872996554,0.0,0.0,0.08694972818615154
2018,-0.03837054964691555,-0.08401784948302582,0.0,0.0,-0.03837054964691555
2019,0.023813278372236235,0.17019485930094325,0.0,0.0277493483052602,-0.003936069933023964
2020,0.4487840713600795,0.5251287429311848,0.0,0.2461360848272729,0.20264798653280658
2021,-0.13279310520763232,0.13170240063376726,0.0,-0.035316520549102,-0.09747658465853032
2022,-0.09957773252533042,-0.18442405395793493,0.0,0.0,-0.09957773252533042
2023,0.08162955515881776,0.3279894204214897,0.0,-0.0177293971971159,0.09935895235593366
2024,0.0352134005405762,0.034981455283805474,0.0,0.0422472179791628,-0.007033817438586602
2025,0.5613947061976183,1.047004780803555,0.0,0.7666554035490463,-0.20526069735142793
2026,0.5528451233471785,0.7344109727369705,0.0,0.0,0.5528451233471785
