scenario,label,allocations,gross_i003_5_cagr_reference,t003_a_baseline_cagr_reference,net_cagr,net_cagr_delta_vs_t003_a_pp,net_sharpe,net_mdd,final_nav,capital_gains_tax_krw_16y,domestic_distribution_tax_krw_16y,dividend_withholding_krw_16y,isa_separate_tax_krw_16y,pension_tax_credit_krw_16y,withdrawal_tax_krw,net_cagr_after_pension_withdrawal_tax,total_tax_or_credit_krw_16y
T004-V1,100% V1,V1100%,0.12738381267998689,0.12462572401851557,0.12462572401851557,0.0,1.1495284663506895,-0.16472953900866505,6.81953127904877,17018647.92127955,0.0,9546330.859675128,0.0,0.0,0.0,0.12462572401851557,26564978.780954678
T004-V2,100% V2,V2100%,0.12738381267998689,0.12462572401851557,0.12395134660159712,-0.0674377416918448,1.1440510783236084,-0.1649169917704293,6.7529096249566845,0.0,16795475.61645948,9689034.325595573,0.0,0.0,0.0,0.12395134660159712,26484509.942055054
T004-V3,100% V3,V3100%,0.12738381267998689,0.12462572401851557,0.12492684499289708,0.030112097438150798,1.152762104853128,-0.16467355689865115,6.849477835317376,0.0,0.0,0.0,13630414.024930462,0.0,0.0,0.12492684499289708,13630414.024930462
T004-V4,100% V4,V4100%,0.12738381267998689,0.12462572401851557,0.13217309471744731,0.7547370698931744,1.2120667241498135,-0.16457253948074102,7.668728366394115,0.0,0.0,0.0,0.0,-13464000.0,42178006.01516763,0.12826661394673566,-13464000.0
T004-V5,100% V5,V5100%,0.12738381267998689,0.12462572401851557,0.13014160772357886,0.5515883705063285,1.1962702717647933,-0.1645727844935042,7.4173385954531135,0.0,0.0,0.0,0.0,-6732000.0,40795362.27499212,0.12624213645072113,-6732000.0
T004-MIX1,50% V1 + 30% ISA + 20% pension,V150%/V330%/V420%,0.12738381267998689,0.12462572401851557,0.12629681224082345,0.16710882223078816,1.1638614614745362,-0.1646798678445731,6.9983546633984215,8509323.960639775,0.0,4773165.429837564,4089124.2074791384,-2692800.0,8435601.203033527,0.1254625990656124,14678813.597956477
T004-MIX2,30% V1 + 30% ISA + 20% pension + 20% IRP,V130%/V330%/V420%/V520%,0.12738381267998689,0.12462572401851557,0.12740869861335247,0.27829745948368956,1.173293766639759,-0.16464827772912316,7.1179161266792885,5105594.376383864,0.0,2863899.2579025384,4089124.2074791384,-4039200.0,16594673.658031952,0.12578490421030075,8019417.841765542
T004-MIX3,60% V2 + 20% pension + 20% IRP,V260%/V420%/V520%,0.12738381267998689,0.12462572401851557,0.12693338140871568,0.2307657390200113,1.1692589850566704,-0.1647734464126297,7.068959167343456,0.0,10077285.369875688,5813420.595357344,0.0,-4039200.0,16594673.658031952,0.12529890422625933,11851505.965233032
