vehicle,label,paper_final_nav_krw,paper_cagr_before_withdrawal_tax,pension_withdrawal_tax_rate,pension_withdrawal_tax_krw,final_nav_after_pension_withdrawal_tax_krw,cagr_after_pension_withdrawal_tax,early_withdrawal_penalty_rate_diagnostic,early_withdrawal_penalty_krw_diagnostic,lock_up_assumption
V4,Pension savings,766872836.6394114,0.13217309471744731,0.055,42178006.01516763,724694830.6242439,0.12826661394673566,0.165,126534018.0455029,16-year lock-up; no early withdrawal in headline
V5,IRP,741733859.5453113,0.13014160772357886,0.055,40795362.27499212,700938497.2703192,0.12624213645072113,0.165,122386086.82497637,16-year lock-up; no early withdrawal in headline
