vehicle,label,net_cagr,net_cagr_delta_vs_v1_pp,final_nav,capital_gains_tax_krw_16y,distribution_or_dividend_tax_krw_16y,isa_separate_tax_krw_16y,pension_tax_credit_krw_16y,withdrawal_tax_krw,after_withdrawal_final_nav,net_cagr_after_withdrawal_tax
V1,Overseas ETF direct taxable,0.12462572401851557,0.0,6.81953127904877,17018647.92127955,9546330.859675128,0.0,0.0,0.0,6.81953127904877,0.12462572401851557
V2,Korean-listed US ETF taxable,0.12395134660159712,-0.0674377416918448,6.7529096249566845,0.0,26484509.942055054,0.0,0.0,0.0,6.7529096249566845,0.12395134660159712
V3,Brokerage ISA,0.12492684499289708,0.030112097438150798,6.849477835317376,0.0,0.0,13630414.024930462,0.0,0.0,6.849477835317376,0.12492684499289708
V4,Pension savings,0.13217309471744731,0.7547370698931744,7.668728366394115,0.0,0.0,0.0,-13464000.0,42178006.01516763,7.246948306242438,0.12826661394673566
V5,IRP,0.13014160772357886,0.5515883705063285,7.4173385954531135,0.0,0.0,0.0,-6732000.0,40795362.27499212,7.0093849727031925,0.12624213645072113
