date,V1_factor_macro_gate_mcap_net_value,V2_kospi_buy_and_hold_net_value,V3_cash_net_value
2021-01-04,1.0162946171339757,1.0,1.0
2021-01-05,1.031390634976398,1.0162095342765787,1.0
2021-01-06,1.0230594574934373,1.0091250555115596,1.0
2021-01-07,1.05012844185044,1.0315468164859913,1.0
2021-01-08,1.088818423321122,1.0748134066898853,1.0
2021-01-11,1.0921506186937173,1.074594091441997,1.0
2021-01-12,1.0750905096153156,1.0676389918191236,1.0
2021-01-13,1.0897582459607629,1.0758380646180692,1.0
2021-01-14,1.068231972126853,1.076979904322865,1.0
2021-01-15,1.0356542145375385,1.0554552725312583,1.0
2021-01-18,1.016314968181668,1.0315300227405004,1.0
2021-01-19,1.0309331931423507,1.0592280786861377,1.0
2021-01-20,1.0310388208001935,1.0672672846523672,1.0
2021-01-21,1.0328519558719986,1.084042163144625,1.0
2021-01-22,1.0201376912954807,1.0778856381481166,1.0
2021-01-25,1.045794541666675,1.1016766568382506,1.0
2021-01-26,1.0250254426421945,1.078592517754861,1.0
2021-01-27,1.0303095910278164,1.0728573103226713,1.0
2021-01-28,1.0195716826988772,1.055192830897371,1.0
2021-01-29,0.9926799402522466,1.0237322332662702,1.0
2021-02-01,1.038478672019428,1.0523115477104772,1.0
2021-02-02,1.0478850613293211,1.066551794234672,1.0
2021-02-03,1.051606974886057,1.0785325405627777,1.0
2021-02-04,1.0322919773592414,1.0645750617517795,1.0
2021-02-05,1.0451289724631132,1.0765408759647894,1.0
2021-02-08,1.025853749315257,1.0678281963101406,1.0
2021-02-09,1.0168859733023454,1.066175384974416,1.0
2021-02-10,1.013446677759438,1.0721423140623225,1.0
2021-02-15,1.037383465142359,1.0890156615236903,1.0
2021-02-16,1.0315742807450472,1.09515393491596,1.0
2021-02-17,1.0139866896235263,1.0853386844190474,1.0
2021-02-18,0.9959020598277284,1.069272010070222,1.0
2021-02-19,1.0135633207162416,1.0770490739935163,1.0
2021-02-22,1.004029993436618,1.0679679417965795,1.0
2021-02-23,0.986905886373924,1.065269855277002,1.0
2021-02-24,0.9658859490671892,1.039848474894094,1.0
2021-02-25,1.0227648558296742,1.0768431277784467,1.0
2021-02-26,0.978647593924422,1.047254928823717,1.0
2021-03-02,0.9976469446090697,1.0584942682471574,1.0
2021-03-03,1.0061794019760881,1.0723833281387956,1.0
2021-03-04,0.9918291937938086,1.0590377324044347,1.0
2021-03-05,0.9871453635863506,1.0535692200379054,1.0
2021-03-08,0.9647999398069745,1.043669949659261,1.0
2021-03-09,0.9539105181897591,1.0372614280819925,1.0
2021-03-10,0.9524979135969798,1.0314355597351208,1.0
2021-03-11,0.9845266588084944,1.0511988485266093,1.0
2021-03-12,1.0016052758030265,1.0656557735356842,1.0
2021-03-15,0.9922054796038835,1.0629979284392101,1.0
2021-03-16,0.9871976384030757,1.0711152068782435,1.0
2021-03-17,0.9720302053024812,1.0645958846973016,1.0
2021-03-18,0.9775487109240415,1.073461671197716,1.0
2021-03-19,0.9550966496907993,1.0643224434588525,1.0
2021-03-22,0.9522979675252843,1.063534204692611,1.0
2021-03-23,0.9414143220506308,1.0532453010005398,1.0
2021-03-24,0.9441356821266422,1.0505677807322855,1.0
2021-03-25,0.9495105471622027,1.0551178427311998,1.0
2021-03-26,0.9621579618328555,1.0671365589480148,1.0
2021-03-29,0.9718533335734186,1.0659965876113475,1.0
2021-03-30,0.9752568262267605,1.0784506597401553,1.0
2021-03-31,0.9701732946686904,1.0757009263828055,1.0
2021-04-01,0.9871032926320077,1.0854926320709006,1.0
2021-04-02,0.9942236348360947,1.0948096551547735,1.0
2021-04-05,0.9961221104977901,1.0980148541431984,1.0
2021-04-06,1.0034040492037806,1.1006751701150626,1.0
2021-04-07,1.0037246754400322,1.1046039839891237,1.0
2021-04-08,0.9999641095117311,1.107057278796486,1.0
2021-04-09,0.9950294324148524,1.1034756567584025,1.0
2021-04-12,0.9959232464327343,1.10521200734364,1.0
2021-04-13,1.0149983545886072,1.1174771945356246,1.0
2021-04-14,1.021548903962853,1.1224811068538425,1.0
2021-04-15,1.0249990074208195,1.1271415675853151,1.0
2021-04-16,1.032792085009198,1.1289240412868862,1.0
2021-04-19,1.0271905003726391,1.1293178382465479,1.0
2021-04-20,1.034568021923632,1.1373505129306287,1.0
2021-04-21,1.0094592927159869,1.1204730597111365,1.0
2021-04-22,1.0040189799501835,1.1229838999807855,1.0
2021-04-23,1.005512627570605,1.1264328894876123,1.0
2021-04-26,1.0094932327650783,1.137949005044513,1.0
2021-04-27,1.0131134000342812,1.1377907816697332,1.0
2021-04-28,0.9962703522649081,1.1264451401201685,1.0
2021-04-29,1.0086686399983333,1.1244376958076046,1.0
2021-04-30,0.9981870106833273,1.1155719985755033,1.0
2021-05-03,0.9913195596064532,1.1090575968620324,1.0
2021-05-04,0.995708104626964,1.1165063573628324,1.0
2021-05-06,0.9984770897184192,1.1284303849854767,1.0
2021-05-07,0.9989322835700087,1.1353334794982815,1.0
2021-05-10,1.004726972026154,1.1542430307561604,1.0
2021-05-11,0.9832616765951383,1.1393011232573678,1.0
2021-05-12,0.9710284291131754,1.1229092826995224,1.0
2021-05-13,0.9612564863453578,1.1094438591924392,1.0
2021-05-14,0.9915918973387741,1.1211780611984234,1.0
2021-05-17,0.9717666482090284,1.1152646311491803,1.0
2021-05-18,0.9899055991752136,1.1292839084397066,1.0
2021-05-20,0.9970744484065553,1.1258584129691254,1.0
2021-05-21,0.9931593557362923,1.1242652923697827,1.0
2021-05-24,0.9843281283333964,1.120256039081362,1.0
2021-05-25,0.9889804498317674,1.130176965613205,1.0
2021-05-26,0.9730132669202876,1.1296779328750746,1.0
2021-05-27,0.9617906831261387,1.128209363606833,1.0
2021-05-28,0.9718555630652319,1.1368702916788247,1.0
