period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,,,,,,,0,0
2018-2026,2018-01-01,2026-05-04,1.2054141136595695,1.2998484328721855,0.1647363622057103,0.17419029600234648,-0.33368186647060516,-0.3249118089570775,65,65
