ticker,date,return,flag
001070,2018-01-18,-0.8121794871794872,ABS_DAILY_RETURN_GT_50PCT
001070,2023-01-02,1.5508684863523574,ABS_DAILY_RETURN_GT_50PCT
001080,2023-01-02,0.6657142857142857,ABS_DAILY_RETURN_GT_50PCT
001080,2026-03-09,-0.9079044117647059,ABS_DAILY_RETURN_GT_50PCT
001140,2019-05-03,-0.9063694267515924,ABS_DAILY_RETURN_GT_50PCT
001140,2023-05-23,8.473684210526315,ABS_DAILY_RETURN_GT_50PCT
001200,2011-07-18,9.072595281306715,ABS_DAILY_RETURN_GT_50PCT
001260,2012-03-16,9.0,ABS_DAILY_RETURN_GT_50PCT
001260,2013-02-15,33.0,ABS_DAILY_RETURN_GT_50PCT
001260,2015-03-20,7.015873015873016,ABS_DAILY_RETURN_GT_50PCT
001260,2015-04-20,-0.5247524752475248,ABS_DAILY_RETURN_GT_50PCT
001260,2016-02-05,1.8868360277136258,ABS_DAILY_RETURN_GT_50PCT
001290,2018-02-20,0.6195652173913044,ABS_DAILY_RETURN_GT_50PCT
001290,2025-01-02,-0.6759398496240602,ABS_DAILY_RETURN_GT_50PCT
001340,2012-05-10,-0.9111486486486486,ABS_DAILY_RETURN_GT_50PCT
001380,2010-05-13,-0.902445652173913,ABS_DAILY_RETURN_GT_50PCT
001390,2023-08-28,-0.8144578313253013,ABS_DAILY_RETURN_GT_50PCT
001440,2012-11-08,4.306501547987616,ABS_DAILY_RETURN_GT_50PCT
001440,2015-02-17,4.0,ABS_DAILY_RETURN_GT_50PCT
001440,2023-05-16,9.630026809651474,ABS_DAILY_RETURN_GT_50PCT
001470,2016-05-13,16.513812154696133,ABS_DAILY_RETURN_GT_50PCT
001470,2019-05-02,-0.791675560298826,ABS_DAILY_RETURN_GT_50PCT
001510,2026-04-27,1.6006441223832528,ABS_DAILY_RETURN_GT_50PCT
001520,2014-06-20,3.2579505300353357,ABS_DAILY_RETURN_GT_50PCT
001520,2020-01-02,-0.5293132328308208,ABS_DAILY_RETURN_GT_50PCT
001520,2025-01-02,-0.5269624573378839,ABS_DAILY_RETURN_GT_50PCT
001530,2021-01-04,1.098515519568151,ABS_DAILY_RETURN_GT_50PCT
001530,2023-01-02,-0.9471119133574007,ABS_DAILY_RETURN_GT_50PCT
001790,2021-04-14,-0.8,ABS_DAILY_RETURN_GT_50PCT
001800,2017-07-07,-0.9587719298245614,ABS_DAILY_RETURN_GT_50PCT
002070,2010-05-13,-0.8162566844919786,ABS_DAILY_RETURN_GT_50PCT
002070,2020-02-06,-0.9061162079510703,ABS_DAILY_RETURN_GT_50PCT
002070,2020-08-21,3.318869828456105,ABS_DAILY_RETURN_GT_50PCT
002140,2013-05-15,-0.770181219110379,ABS_DAILY_RETURN_GT_50PCT
002150,2013-02-01,-0.5365217391304348,ABS_DAILY_RETURN_GT_50PCT
002200,2023-04-17,-0.8973011363636364,ABS_DAILY_RETURN_GT_50PCT
002310,2025-01-02,-0.8069798657718121,ABS_DAILY_RETURN_GT_50PCT
002390,2024-01-02,-0.5564564564564565,ABS_DAILY_RETURN_GT_50PCT
002410,2012-12-05,71.0,ABS_DAILY_RETURN_GT_50PCT
002410,2014-01-21,14.97883597883598,ABS_DAILY_RETURN_GT_50PCT
002410,2014-07-07,-0.8269867549668874,ABS_DAILY_RETURN_GT_50PCT
002410,2018-01-02,-0.8611320754716981,ABS_DAILY_RETURN_GT_50PCT
002420,2021-04-21,-0.9,ABS_DAILY_RETURN_GT_50PCT
002420,2021-12-22,1.6055194805194803,ABS_DAILY_RETURN_GT_50PCT
002530,2012-05-22,3.2512820512820513,ABS_DAILY_RETURN_GT_50PCT
002530,2013-01-10,13.474708171206226,ABS_DAILY_RETURN_GT_50PCT
002530,2014-04-16,-0.9285714285714286,ABS_DAILY_RETURN_GT_50PCT
002630,2020-02-21,1.2091503267973858,ABS_DAILY_RETURN_GT_50PCT
002760,2017-05-11,-0.8103186646433991,ABS_DAILY_RETURN_GT_50PCT
002780,2012-03-16,9.0,ABS_DAILY_RETURN_GT_50PCT
002780,2013-04-10,2.170955882352941,ABS_DAILY_RETURN_GT_50PCT
002790,2015-05-08,-0.905521472392638,ABS_DAILY_RETURN_GT_50PCT
002820,2024-01-02,-0.5396975425330812,ABS_DAILY_RETURN_GT_50PCT
002880,2023-12-20,3.1645962732919255,ABS_DAILY_RETURN_GT_50PCT
002900,2016-05-02,-0.9073578595317726,ABS_DAILY_RETURN_GT_50PCT
002900,2023-05-22,4.108433734939759,ABS_DAILY_RETURN_GT_50PCT
002990,2010-11-24,3.58955223880597,ABS_DAILY_RETURN_GT_50PCT
002990,2013-03-28,5.5198237885462555,ABS_DAILY_RETURN_GT_50PCT
003030,2022-01-03,1.028397565922921,ABS_DAILY_RETURN_GT_50PCT
003060,2015-08-17,2.0941176470588236,ABS_DAILY_RETURN_GT_50PCT
003060,2024-04-16,8.042105263157895,ABS_DAILY_RETURN_GT_50PCT
003070,2014-05-23,3.7184466019417473,ABS_DAILY_RETURN_GT_50PCT
003080,2016-05-13,-0.9044776119402985,ABS_DAILY_RETURN_GT_50PCT
003090,2017-05-18,-0.8055987558320373,ABS_DAILY_RETURN_GT_50PCT
003120,2023-04-17,-0.8167522464698331,ABS_DAILY_RETURN_GT_50PCT
003190,2013-04-23,-0.8277153558052435,ABS_DAILY_RETURN_GT_50PCT
003190,2013-05-02,0.5617977528089888,ABS_DAILY_RETURN_GT_50PCT
003200,2023-04-14,-0.9,ABS_DAILY_RETURN_GT_50PCT
003280,2019-06-24,0.7966101694915255,ABS_DAILY_RETURN_GT_50PCT
003280,2021-07-08,3.011627906976744,ABS_DAILY_RETURN_GT_50PCT
003280,2021-09-15,0.9516908212560387,ABS_DAILY_RETURN_GT_50PCT
003300,2018-01-02,0.881578947368421,ABS_DAILY_RETURN_GT_50PCT
003350,2026-04-20,-0.8049792531120332,ABS_DAILY_RETURN_GT_50PCT
003410,2018-07-11,-0.7869158878504673,ABS_DAILY_RETURN_GT_50PCT
003580,2016-10-19,3.433962264150943,ABS_DAILY_RETURN_GT_50PCT
003580,2017-09-08,-0.9056842105263158,ABS_DAILY_RETURN_GT_50PCT
003610,2020-01-02,-0.9055432372505543,ABS_DAILY_RETURN_GT_50PCT
003620,2010-02-12,5.8,ABS_DAILY_RETURN_GT_50PCT
003620,2023-01-02,2.1624548736462095,ABS_DAILY_RETURN_GT_50PCT
003620,2023-04-28,0.5776255707762556,ABS_DAILY_RETURN_GT_50PCT
003720,2011-05-04,-0.8850785340314136,ABS_DAILY_RETURN_GT_50PCT
003720,2021-01-04,2.0940892641737032,ABS_DAILY_RETURN_GT_50PCT
003850,2010-04-29,-0.5150602409638554,ABS_DAILY_RETURN_GT_50PCT
003850,2018-04-30,-0.7986688851913477,ABS_DAILY_RETURN_GT_50PCT
003920,2024-11-20,-0.9014556040756914,ABS_DAILY_RETURN_GT_50PCT
003960,2022-01-03,0.659375,ABS_DAILY_RETURN_GT_50PCT
004060,2010-05-14,-0.9071518193224593,ABS_DAILY_RETURN_GT_50PCT
004090,2021-04-15,-0.9327402135231316,ABS_DAILY_RETURN_GT_50PCT
004100,2015-05-18,-0.8880877742946709,ABS_DAILY_RETURN_GT_50PCT
004170,2011-02-01,-0.5138888888888888,ABS_DAILY_RETURN_GT_50PCT
004170,2011-06-10,0.5092592592592593,ABS_DAILY_RETURN_GT_50PCT
004270,2015-05-22,-0.9076433121019108,ABS_DAILY_RETURN_GT_50PCT
004410,2017-10-25,-0.9494992846924177,ABS_DAILY_RETURN_GT_50PCT
004440,2024-01-02,-0.528108108108108,ABS_DAILY_RETURN_GT_50PCT
004550,2012-05-14,4.0,ABS_DAILY_RETURN_GT_50PCT
004550,2012-06-13,-0.953781512605042,ABS_DAILY_RETURN_GT_50PCT
004710,2019-01-02,-0.6353293413173653,ABS_DAILY_RETURN_GT_50PCT
004720,2014-12-09,10.685082872928177,ABS_DAILY_RETURN_GT_50PCT
004740,2012-08-14,-0.7090443686006827,ABS_DAILY_RETURN_GT_50PCT
004740,2014-01-17,2.4188034188034186,ABS_DAILY_RETURN_GT_50PCT
004740,2017-06-26,-0.8658410732714138,ABS_DAILY_RETURN_GT_50PCT
004800,2018-07-13,-0.5783582089552239,ABS_DAILY_RETURN_GT_50PCT
004840,2020-01-02,-0.5740890688259109,ABS_DAILY_RETURN_GT_50PCT
004870,2011-01-05,8.665809768637532,ABS_DAILY_RETURN_GT_50PCT
004870,2017-03-02,-0.7513542795232936,ABS_DAILY_RETURN_GT_50PCT
004870,2024-01-02,-0.5174757281553398,ABS_DAILY_RETURN_GT_50PCT
004920,2012-10-17,-0.8851724137931034,ABS_DAILY_RETURN_GT_50PCT
004920,2021-01-04,0.7391304347826086,ABS_DAILY_RETURN_GT_50PCT
004990,2016-05-17,-0.8959167333867094,ABS_DAILY_RETURN_GT_50PCT
004990,2017-10-30,-0.5759036144578313,ABS_DAILY_RETURN_GT_50PCT
005010,2022-07-13,-0.8066059225512529,ABS_DAILY_RETURN_GT_50PCT
005110,2023-10-27,3.1399999999999997,ABS_DAILY_RETURN_GT_50PCT
005190,2011-05-12,-0.7702031602708803,ABS_DAILY_RETURN_GT_50PCT
005250,2011-05-04,-0.89568345323741,ABS_DAILY_RETURN_GT_50PCT
005300,2019-05-03,-0.9043905257076834,ABS_DAILY_RETURN_GT_50PCT
005320,2011-12-06,5.434977578475336,ABS_DAILY_RETURN_GT_50PCT
005320,2018-01-02,-0.5938673341677096,ABS_DAILY_RETURN_GT_50PCT
005440,2010-05-13,-0.9004171011470281,ABS_DAILY_RETURN_GT_50PCT
005610,2025-01-02,-0.5905882352941176,ABS_DAILY_RETURN_GT_50PCT
005690,2011-12-19,-0.8851570964247021,ABS_DAILY_RETURN_GT_50PCT
005720,2016-05-20,-0.899009900990099,ABS_DAILY_RETURN_GT_50PCT
005740,2016-05-17,-0.87010101010101,ABS_DAILY_RETURN_GT_50PCT
005800,2025-01-02,-0.9466472303206998,ABS_DAILY_RETURN_GT_50PCT
005880,2011-11-24,3.1399999999999997,ABS_DAILY_RETURN_GT_50PCT
005880,2013-05-09,7.420289855072463,ABS_DAILY_RETURN_GT_50PCT
005880,2020-10-12,-0.9046961325966851,ABS_DAILY_RETURN_GT_50PCT
005900,2012-04-13,3.6764705882352944,ABS_DAILY_RETURN_GT_50PCT
005900,2014-04-16,-0.8387543252595155,ABS_DAILY_RETURN_GT_50PCT
005930,2018-05-04,-0.9804150943396226,ABS_DAILY_RETURN_GT_50PCT
005960,2015-09-04,18.503105590062113,ABS_DAILY_RETURN_GT_50PCT
005980,2011-05-16,56.95454545454545,ABS_DAILY_RETURN_GT_50PCT
005980,2016-08-19,-0.8957528957528957,ABS_DAILY_RETURN_GT_50PCT
005980,2018-01-24,9.268292682926829,ABS_DAILY_RETURN_GT_50PCT
005980,2018-09-19,-0.8643101482326112,ABS_DAILY_RETURN_GT_50PCT
006040,2022-11-28,-0.8036734693877551,ABS_DAILY_RETURN_GT_50PCT
006060,2012-05-22,-0.9148648648648648,ABS_DAILY_RETURN_GT_50PCT
006110,2011-04-26,-0.8850274725274725,ABS_DAILY_RETURN_GT_50PCT
006220,2021-01-04,-0.5706806282722513,ABS_DAILY_RETURN_GT_50PCT
006340,2010-05-07,-0.885,ABS_DAILY_RETURN_GT_50PCT
006390,2014-05-16,4.748865355521937,ABS_DAILY_RETURN_GT_50PCT
006740,2015-02-25,-0.9057017543859649,ABS_DAILY_RETURN_GT_50PCT
006980,2021-04-19,8.608323133414933,ABS_DAILY_RETURN_GT_50PCT
007120,2023-05-04,3.4171428571428573,ABS_DAILY_RETURN_GT_50PCT
007160,2021-01-04,-0.5468521229868228,ABS_DAILY_RETURN_GT_50PCT
007210,2012-05-10,-0.903578947368421,ABS_DAILY_RETURN_GT_50PCT
007280,2015-05-22,-0.9100502512562814,ABS_DAILY_RETURN_GT_50PCT
007340,2017-11-29,0.5081967213114753,ABS_DAILY_RETURN_GT_50PCT
007340,2024-10-08,-0.811949069539667,ABS_DAILY_RETURN_GT_50PCT
007460,2013-04-30,3.2524271844660193,ABS_DAILY_RETURN_GT_50PCT
007460,2023-01-19,1.8758741258741258,ABS_DAILY_RETURN_GT_50PCT
007490,2010-05-03,-0.9404761904761905,ABS_DAILY_RETURN_GT_50PCT
007610,2026-04-29,1.1666666666666665,ABS_DAILY_RETURN_GT_50PCT
007630,2014-01-13,1.1624087591240877,ABS_DAILY_RETURN_GT_50PCT
007700,2021-05-21,-0.65,ABS_DAILY_RETURN_GT_50PCT
007860,2019-01-02,-0.6579439252336449,ABS_DAILY_RETURN_GT_50PCT
007980,2013-05-22,-0.8850765306122449,ABS_DAILY_RETURN_GT_50PCT
008000,2013-05-30,10.473565804274466,ABS_DAILY_RETURN_GT_50PCT
008020,2016-05-11,1.5365853658536586,ABS_DAILY_RETURN_GT_50PCT
008080,2013-08-22,-0.9981378026070763,ABS_DAILY_RETURN_GT_50PCT
008080,2013-09-11,66999.0,ABS_DAILY_RETURN_GT_50PCT
008080,2013-09-24,-0.7954545454545454,ABS_DAILY_RETURN_GT_50PCT
008320,2010-03-02,-0.9655172413793104,ABS_DAILY_RETURN_GT_50PCT
008490,2025-01-02,-0.6366197183098592,ABS_DAILY_RETURN_GT_50PCT
008500,2025-12-15,-0.8285714285714285,ABS_DAILY_RETURN_GT_50PCT
008540,2010-11-16,15.2,ABS_DAILY_RETURN_GT_50PCT
008540,2012-05-29,-0.8097447795823666,ABS_DAILY_RETURN_GT_50PCT
008600,2011-05-17,-0.8169491525423729,ABS_DAILY_RETURN_GT_50PCT
008600,2023-01-02,-0.6053412462908012,ABS_DAILY_RETURN_GT_50PCT
008600,2026-03-20,9.608365019011407,ABS_DAILY_RETURN_GT_50PCT
008700,2010-05-04,-0.8849028400597907,ABS_DAILY_RETURN_GT_50PCT
008900,2012-07-09,8.346153846153847,ABS_DAILY_RETURN_GT_50PCT
008900,2014-10-20,7.986013986013987,ABS_DAILY_RETURN_GT_50PCT
008930,2012-05-14,-0.823015873015873,ABS_DAILY_RETURN_GT_50PCT
008970,2025-09-12,1.2720848056537104,ABS_DAILY_RETURN_GT_50PCT
009190,2013-01-07,11.969924812030076,ABS_DAILY_RETURN_GT_50PCT
009190,2016-01-06,3.9572649572649574,ABS_DAILY_RETURN_GT_50PCT
009200,2011-05-11,-0.5447400241837969,ABS_DAILY_RETURN_GT_50PCT
009310,2016-05-23,0.9405594405594406,ABS_DAILY_RETURN_GT_50PCT
009320,2010-01-08,46.30769230769231,ABS_DAILY_RETURN_GT_50PCT
009410,2018-01-02,1.029520295202952,ABS_DAILY_RETURN_GT_50PCT
009410,2020-09-22,-0.5592592592592592,ABS_DAILY_RETURN_GT_50PCT
009410,2024-07-12,1.0,ABS_DAILY_RETURN_GT_50PCT
009450,2011-04-29,-0.8003571428571429,ABS_DAILY_RETURN_GT_50PCT
009580,2011-05-04,-0.5527156549520766,ABS_DAILY_RETURN_GT_50PCT
009810,2020-11-24,0.7531486146095718,ABS_DAILY_RETURN_GT_50PCT
010050,2013-05-06,2.2916666666666665,ABS_DAILY_RETURN_GT_50PCT
010100,2018-05-04,-0.8,ABS_DAILY_RETURN_GT_50PCT
010120,2026-04-13,-0.7725888324873096,ABS_DAILY_RETURN_GT_50PCT
010580,2022-01-03,4.0,ABS_DAILY_RETURN_GT_50PCT
010580,2022-09-08,0.7647058823529411,ABS_DAILY_RETURN_GT_50PCT
010600,2011-11-22,10.827956989247312,ABS_DAILY_RETURN_GT_50PCT
010660,2019-05-15,-0.9102222222222223,ABS_DAILY_RETURN_GT_50PCT
011000,2015-02-12,4.7413249211356465,ABS_DAILY_RETURN_GT_50PCT
011160,2014-02-03,7.357771260997067,ABS_DAILY_RETURN_GT_50PCT
011160,2019-01-02,-0.6016260162601625,ABS_DAILY_RETURN_GT_50PCT
011200,2016-05-09,5.95,ABS_DAILY_RETURN_GT_50PCT
011230,2017-12-19,1.3922518159806296,ABS_DAILY_RETURN_GT_50PCT
011280,2019-01-02,0.5895372233400402,ABS_DAILY_RETURN_GT_50PCT
011300,2010-05-14,-0.9085439229843562,ABS_DAILY_RETURN_GT_50PCT
011300,2026-04-30,7.968926553672317,ABS_DAILY_RETURN_GT_50PCT
011330,2012-02-01,2.435251798561151,ABS_DAILY_RETURN_GT_50PCT
011330,2014-05-28,4.7304964539007095,ABS_DAILY_RETURN_GT_50PCT
011330,2015-07-21,1.0,ABS_DAILY_RETURN_GT_50PCT
011400,2010-05-11,-0.8823529411764706,ABS_DAILY_RETURN_GT_50PCT
011690,2010-05-10,-0.8988372093023256,ABS_DAILY_RETURN_GT_50PCT
011690,2022-01-03,1.0,ABS_DAILY_RETURN_GT_50PCT
011690,2022-06-16,-0.639344262295082,ABS_DAILY_RETURN_GT_50PCT
011690,2023-09-12,4.0,ABS_DAILY_RETURN_GT_50PCT
011720,2014-04-15,25.03305785123967,ABS_DAILY_RETURN_GT_50PCT
011720,2016-11-10,-0.7104959630911187,ABS_DAILY_RETURN_GT_50PCT
011800,2012-08-23,-0.9260869565217391,ABS_DAILY_RETURN_GT_50PCT
011810,2014-03-27,4.0,ABS_DAILY_RETURN_GT_50PCT
011810,2014-06-03,-0.844920634920635,ABS_DAILY_RETURN_GT_50PCT
011810,2015-01-12,11.6,ABS_DAILY_RETURN_GT_50PCT
011810,2017-12-15,9.0,ABS_DAILY_RETURN_GT_50PCT
012030,2016-05-18,-0.8896894409937888,ABS_DAILY_RETURN_GT_50PCT
012090,2010-04-22,-0.9402173913043478,ABS_DAILY_RETURN_GT_50PCT
012090,2010-04-26,1.25,ABS_DAILY_RETURN_GT_50PCT
012160,2011-11-10,-0.8939759036144579,ABS_DAILY_RETURN_GT_50PCT
012160,2025-01-02,-0.609478672985782,ABS_DAILY_RETURN_GT_50PCT
012170,2010-01-13,50.0,ABS_DAILY_RETURN_GT_50PCT
012170,2021-01-04,8.9,ABS_DAILY_RETURN_GT_50PCT
012170,2021-05-03,2.5384615384615383,ABS_DAILY_RETURN_GT_50PCT
012170,2025-03-06,7.978260869565217,ABS_DAILY_RETURN_GT_50PCT
012200,2024-01-02,-0.5454100367197062,ABS_DAILY_RETURN_GT_50PCT
012410,2010-12-28,19.609756097560975,ABS_DAILY_RETURN_GT_50PCT
012410,2013-05-24,-0.8901734104046243,ABS_DAILY_RETURN_GT_50PCT
012580,2010-07-21,-0.7741935483870968,ABS_DAILY_RETURN_GT_50PCT
013000,2021-09-27,1.5991902834008096,ABS_DAILY_RETURN_GT_50PCT
013240,2011-04-06,-0.9476744186046512,ABS_DAILY_RETURN_GT_50PCT
013360,2017-05-18,-0.9141065830721004,ABS_DAILY_RETURN_GT_50PCT
013520,2017-05-18,-0.9091352009744215,ABS_DAILY_RETURN_GT_50PCT
013700,2018-05-08,-0.9095679012345679,ABS_DAILY_RETURN_GT_50PCT
014130,2018-04-30,-0.9089393939393939,ABS_DAILY_RETURN_GT_50PCT
014280,2019-05-07,-0.8100616016427105,ABS_DAILY_RETURN_GT_50PCT
014530,2016-05-16,-0.905952380952381,ABS_DAILY_RETURN_GT_50PCT
014580,2015-05-13,-0.9041237113402062,ABS_DAILY_RETURN_GT_50PCT
014590,2011-05-02,-0.8156182212581344,ABS_DAILY_RETURN_GT_50PCT
014820,2013-01-28,7.865546218487395,ABS_DAILY_RETURN_GT_50PCT
015260,2019-01-02,-0.5499425947187141,ABS_DAILY_RETURN_GT_50PCT
015260,2020-10-22,5.96969696969697,ABS_DAILY_RETURN_GT_50PCT
015540,2014-08-28,1.8244837758112094,ABS_DAILY_RETURN_GT_50PCT
015540,2016-10-06,9.210526315789474,ABS_DAILY_RETURN_GT_50PCT
015540,2020-01-02,-0.5283185840707965,ABS_DAILY_RETURN_GT_50PCT
016380,2015-03-04,2.9702380952380953,ABS_DAILY_RETURN_GT_50PCT
016380,2016-04-21,0.9239999999999999,ABS_DAILY_RETURN_GT_50PCT
016380,2016-05-25,3.0776699029126213,ABS_DAILY_RETURN_GT_50PCT
016380,2019-01-02,-0.5484536082474227,ABS_DAILY_RETURN_GT_50PCT
016380,2019-09-19,1.7666666666666666,ABS_DAILY_RETURN_GT_50PCT
016580,2010-04-26,-0.5063122923588039,ABS_DAILY_RETURN_GT_50PCT
016590,2023-04-24,-0.8998826291079812,ABS_DAILY_RETURN_GT_50PCT
016710,2022-01-03,0.9090909090909092,ABS_DAILY_RETURN_GT_50PCT
016880,2013-04-30,0.549367088607595,ABS_DAILY_RETURN_GT_50PCT
017170,2011-04-04,19.0,ABS_DAILY_RETURN_GT_50PCT
017170,2011-05-02,-0.9176190476190477,ABS_DAILY_RETURN_GT_50PCT
017300,2010-04-06,-0.8461538461538461,ABS_DAILY_RETURN_GT_50PCT
017670,2021-11-29,-0.812924071082391,ABS_DAILY_RETURN_GT_50PCT
017810,2019-05-07,-0.898062015503876,ABS_DAILY_RETURN_GT_50PCT
017860,2024-11-25,-0.5667701863354038,ABS_DAILY_RETURN_GT_50PCT
018410,2010-05-03,-0.922077922077922,ABS_DAILY_RETURN_GT_50PCT
018470,2012-05-04,-0.9069230769230769,ABS_DAILY_RETURN_GT_50PCT
018880,2016-02-16,-0.8057142857142857,ABS_DAILY_RETURN_GT_50PCT
019170,2011-05-04,-0.8917073170731707,ABS_DAILY_RETURN_GT_50PCT
019300,2016-08-02,1.2419928825622777,ABS_DAILY_RETURN_GT_50PCT
019490,2024-01-02,-0.774573055028463,ABS_DAILY_RETURN_GT_50PCT
020560,2021-01-15,3.2755344418052257,ABS_DAILY_RETURN_GT_50PCT
020760,2022-01-03,-0.6231454005934718,ABS_DAILY_RETURN_GT_50PCT
021820,2011-11-11,-0.8987854251012146,ABS_DAILY_RETURN_GT_50PCT
021820,2019-01-02,-0.5478260869565217,ABS_DAILY_RETURN_GT_50PCT
023450,2019-03-04,-0.6502057613168724,ABS_DAILY_RETURN_GT_50PCT
023960,2021-01-04,0.5116279069767442,ABS_DAILY_RETURN_GT_50PCT
024720,2023-10-19,-0.5232308791994282,ABS_DAILY_RETURN_GT_50PCT
024900,2014-10-23,-0.911482254697286,ABS_DAILY_RETURN_GT_50PCT
025560,2020-07-02,45.835443037974684,ABS_DAILY_RETURN_GT_50PCT
025560,2021-04-30,3.6326836581709143,ABS_DAILY_RETURN_GT_50PCT
025560,2023-08-17,-0.7825479930191972,ABS_DAILY_RETURN_GT_50PCT
025620,2013-12-27,3.7324414715719065,ABS_DAILY_RETURN_GT_50PCT
025620,2014-12-29,2.8624678663239074,ABS_DAILY_RETURN_GT_50PCT
025620,2016-05-23,4.842105263157895,ABS_DAILY_RETURN_GT_50PCT
025620,2017-12-19,1.2559366754617414,ABS_DAILY_RETURN_GT_50PCT
025620,2022-12-19,16.86082474226804,ABS_DAILY_RETURN_GT_50PCT
025750,2026-04-30,4.092764378478664,ABS_DAILY_RETURN_GT_50PCT
027410,2016-11-23,-0.5097922848664689,ABS_DAILY_RETURN_GT_50PCT
027410,2017-12-08,-0.6390644753476612,ABS_DAILY_RETURN_GT_50PCT
027740,2022-01-03,0.7276720351390922,ABS_DAILY_RETURN_GT_50PCT
027970,2015-01-29,3.9877149877149876,ABS_DAILY_RETURN_GT_50PCT
028670,2014-01-24,7.517060367454068,ABS_DAILY_RETURN_GT_50PCT
030000,2010-05-10,-0.9623209169054441,ABS_DAILY_RETURN_GT_50PCT
030790,2014-06-03,2.7593984962406015,ABS_DAILY_RETURN_GT_50PCT
030790,2020-03-02,16.981072555205046,ABS_DAILY_RETURN_GT_50PCT
031430,2022-04-11,-0.8119760479041916,ABS_DAILY_RETURN_GT_50PCT
033180,2023-10-04,2.0,ABS_DAILY_RETURN_GT_50PCT
033660,2020-01-02,0.7360114777618365,ABS_DAILY_RETURN_GT_50PCT
034300,2023-01-02,-0.5230547550432276,ABS_DAILY_RETURN_GT_50PCT
034310,2010-11-26,1.2792937399678972,ABS_DAILY_RETURN_GT_50PCT
034310,2013-05-20,-0.8937273823884198,ABS_DAILY_RETURN_GT_50PCT
034830,2025-01-02,-0.6161228406909789,ABS_DAILY_RETURN_GT_50PCT
035420,2013-08-29,0.635434412265758,ABS_DAILY_RETURN_GT_50PCT
035420,2018-10-12,-0.7982954545454546,ABS_DAILY_RETURN_GT_50PCT
035510,2024-01-02,-0.9043824701195219,ABS_DAILY_RETURN_GT_50PCT
035720,2021-04-15,-0.7840501792114696,ABS_DAILY_RETURN_GT_50PCT
036420,2019-08-02,8.145021645021645,ABS_DAILY_RETURN_GT_50PCT
039570,2018-01-02,-0.5158069883527454,ABS_DAILY_RETURN_GT_50PCT
042660,2017-01-16,9.0,ABS_DAILY_RETURN_GT_50PCT
042660,2017-10-30,-0.5669642857142857,ABS_DAILY_RETURN_GT_50PCT
042700,2017-05-11,-0.5839572192513369,ABS_DAILY_RETURN_GT_50PCT
042700,2022-04-06,-0.5185714285714286,ABS_DAILY_RETURN_GT_50PCT
044380,2020-05-07,1.1787709497206702,ABS_DAILY_RETURN_GT_50PCT
044450,2016-10-04,-0.507605633802817,ABS_DAILY_RETURN_GT_50PCT
047400,2011-04-29,-0.8851190476190476,ABS_DAILY_RETURN_GT_50PCT
049770,2024-01-02,-0.8340909090909091,ABS_DAILY_RETURN_GT_50PCT
051310,2016-04-05,-0.6954732510288066,ABS_DAILY_RETURN_GT_50PCT
057050,2024-01-02,-0.5686868686868687,ABS_DAILY_RETURN_GT_50PCT
058430,2026-04-23,-0.8939583333333333,ABS_DAILY_RETURN_GT_50PCT
060980,2014-10-06,-0.5854014598540146,ABS_DAILY_RETURN_GT_50PCT
067250,2013-11-22,2.8225806451612905,ABS_DAILY_RETURN_GT_50PCT
067250,2014-04-04,-0.8918918918918919,ABS_DAILY_RETURN_GT_50PCT
