candidate,method,method_name,sleeve,sleeve_type,q_weight,weights,start_date,end_date,gross_cagr,net_cagr,net_sharpe,net_mdd,gross_sharpe,gross_mdd,cost_drag_cagr,total_cost,commission_cost,capital_gains_tax,fx_spread_cost,dividend_withholding,delta_net_cagr_vs_baseline,delta_net_sharpe_vs_baseline,delta_net_mdd_vs_baseline,excess_net_cagr_vs_baseline
Q008-A-COWZ-10,Method A,SPY_replacement_primary,COWZ,etf_proxy,0.1,COWZ:0.10;H001:0.20;IEF:0.30;QQQ:0.21;SPY:0.19,2010-01-04,2026-05-18,0.12640181397690342,0.12052893543497567,1.1262657967800067,-0.16863271148851888,1.1760379635539977,-0.16788489850457045,-0.005872878541927751,0.298180954066715,0.021218212366226077,0.17493041074024002,0.00643565614819023,0.09559667481205872,-0.0012623512026812556,0.0007660289083792904,-0.0038753610703124997,-0.0012623512026812556
Q008-A-COWZ-20,Method A,SPY_replacement_primary,COWZ,etf_proxy,0.2,COWZ:0.20;H001:0.20;IEF:0.30;QQQ:0.21;SPY:0.09,2010-01-04,2026-05-18,0.12534032853406107,0.11925763701738057,1.121212127150648,-0.1725028808726049,1.1731653631190355,-0.1717308502985747,-0.006082691516680505,0.30207860167730033,0.02132645146759548,0.17604308459676174,0.006507762366560676,0.09820130324638249,-0.002533649620276357,-0.004287640720979313,-0.007745530454398519,-0.002533649620276357
Q008-A-MTUM-10,Method A,SPY_replacement_primary,MTUM,etf_proxy,0.1,H001:0.20;IEF:0.30;MTUM:0.10;QQQ:0.21;SPY:0.19,2010-01-04,2026-05-18,0.1283312956222229,0.12277282703671655,1.122425737753103,-0.16338721277075885,1.168305528364645,-0.1626628598943879,-0.005558468585506349,0.2907278746557074,0.02138197141507928,0.17307161701621288,0.006423783992430452,0.08985050223198474,0.0009815403990596216,-0.0030740301185243624,0.0013701376474475335,0.0009815403990596216
Q008-A-MTUM-20,Method A,SPY_replacement_primary,MTUM,etf_proxy,0.2,H001:0.20;IEF:0.30;MTUM:0.20;QQQ:0.21;SPY:0.09,2010-01-04,2026-05-18,0.12923190250720173,0.12372371157348505,1.1140713961797417,-0.16200416731838352,1.158857313458532,-0.1612591455748824,-0.0055081909337166834,0.2909646992067007,0.021671456406481715,0.17608564551676922,0.006514155831427964,0.08669344145202182,0.0019324249358281254,-0.011428371691885708,0.0027531830998228646,0.0019324249358281254
Q008-A-Q002-10,Method A,SPY_replacement_primary,Q002,direct_q_diagnostic,0.1,H001:0.20;IEF:0.30;Q002:0.10;QQQ:0.21;SPY:0.19,2010-01-04,2026-05-18,0.12998006711039212,0.12400403674087324,1.1653439796451044,-0.1626954747007907,1.2162297604652563,-0.1618830866479165,-0.005976030369518881,0.31464481762315794,0.022296997397207183,0.18813436493153468,0.006795183202246793,0.09741827209216927,0.00221275010321631,0.03984421177347697,0.002061875717415673,0.00221275010321631
Q008-A-Q002-20,Method A,SPY_replacement_primary,Q002,direct_q_diagnostic,0.2,H001:0.20;IEF:0.30;Q002:0.20;QQQ:0.21;SPY:0.09,2010-01-04,2026-05-18,0.13245367053203916,0.12608124506957874,1.1969169403185593,-0.16662515190274718,1.2519752573666472,-0.16027482119132996,-0.006372425462460418,0.3389633430992848,0.023509759908283127,0.20624011612051404,0.007260881713268363,0.10195258535721927,0.004289958431921814,0.07141717244693191,-0.0018678014845407986,0.004289958431921814
Q008-A-Q006-10,Method A,SPY_replacement_primary,Q006,direct_q_diagnostic,0.1,H001:0.20;IEF:0.30;Q006:0.10;QQQ:0.21;SPY:0.19,2010-01-04,2026-05-18,0.12949346318414134,0.1235345048259393,1.1753228357905305,-0.16287974080581336,1.2267741777397507,-0.1620753828180339,-0.005958958358202038,0.3141637951860529,0.022188266272657124,0.18809510862369416,0.006775131437623805,0.09710528885207786,0.0017432181882823805,0.04982306791890312,0.0018776096123930275,0.0017432181882823805
Q008-A-Q006-20,Method A,SPY_replacement_primary,Q006,direct_q_diagnostic,0.2,H001:0.20;IEF:0.30;Q006:0.20;QQQ:0.21;SPY:0.09,2010-01-04,2026-05-18,0.131487973247169,0.12517860044508944,1.2192452448546405,-0.16098967190454339,1.275379439082562,-0.16006377177795872,-0.006309372802079549,0.33566581543190027,0.023315627321984327,0.20380796597866727,0.007223189410955796,0.10131903272029288,0.0033873138074325126,0.09374547698301305,0.0037676785136629976,0.0033873138074325126
Q008-A-SCHD-10,Method A,SPY_replacement_primary,SCHD,etf_proxy,0.1,H001:0.20;IEF:0.30;QQQ:0.21;SCHD:0.10;SPY:0.19,2010-01-04,2026-05-18,0.12588932575013012,0.11978667218165406,1.1324777620515674,-0.1625886559534766,1.1847853388225473,-0.1618932340064264,-0.0061026535684760574,0.30241015492251194,0.021105301177515357,0.1696430568057926,0.006427330917810814,0.10523446602139322,-0.0020046144560028623,0.006977994179939939,0.0021686944647297812,-0.0020046144560028623
Q008-A-SCHD-20,Method A,SPY_replacement_primary,SCHD,etf_proxy,0.2,H001:0.20;IEF:0.30;QQQ:0.21;SCHD:0.20;SPY:0.09,2010-01-04,2026-05-18,0.124309897316208,0.11778683426793624,1.135157579382213,-0.16041569636716568,1.1923069531358443,-0.1596946389979268,-0.006523063048271771,0.30895166298053045,0.020924733191317803,0.1643972410190061,0.00642473252246638,0.11720495624774013,-0.00400445236972069,0.009657811510585645,0.0043416540510407,-0.00400445236972069
