candidate,method,sleeve,sleeve_type,q_weight,stress_window,measurement_type,total_return,baseline_total_return,delta_return,delta_return_pp,daily_max_drawdown,baseline_daily_max_drawdown,delta_mdd,delta_mdd_pp
Q008-C-MTUM-10,Method C,MTUM,etf_proxy,0.1,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.2538983834455697,0.284136674326545,-0.030238290880975294,-3.0238290880975294,-0.10406355698153202,-0.10890239353547282,0.004838836553940795,0.4838836553940795
Q008-C-MTUM-10,Method C,MTUM,etf_proxy,0.1,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.17806530604942927,0.19948106505096974,-0.02141575900154047,-2.141575900154047,-0.17136033245315996,-0.16916305005760357,-0.002197282395556388,-0.2197282395556388
Q008-C-MTUM-10,Method C,MTUM,etf_proxy,0.1,covid_2020_02_2020_03,exact_net_2010_2026,-0.08058214965230859,-0.07585940848689066,-0.004722741165417932,-0.4722741165417932,-0.16752271879588077,-0.16475735041820638,-0.002765368377674382,-0.2765368377674382
Q008-C-MTUM-10,Method C,MTUM,etf_proxy,0.1,rate_shock_2022,exact_net_2010_2026,-0.1327634705639581,-0.14961585619891582,0.016852385634957723,1.6852385634957723,-0.13489601864800738,-0.15318811081382866,0.018292092165821283,1.8292092165821283
Q008-C-MTUM-15,Method C,MTUM,etf_proxy,0.15,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.23890861095766747,0.284136674326545,-0.045228063368877525,-4.5228063368877525,-0.10151572364709371,-0.10890239353547282,0.007386669888379105,0.7386669888379105
Q008-C-MTUM-15,Method C,MTUM,etf_proxy,0.15,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.16728875345407568,0.19948106505096974,-0.03219231159689406,-3.2192311596894063,-0.1724570952054182,-0.16916305005760357,-0.003294045147814617,-0.3294045147814617
Q008-C-MTUM-15,Method C,MTUM,etf_proxy,0.15,covid_2020_02_2020_03,exact_net_2010_2026,-0.08292701273412839,-0.07585940848689066,-0.007067604247237735,-0.7067604247237735,-0.16890173859548396,-0.16475735041820638,-0.00414438817727758,-0.41443881772775804
Q008-C-MTUM-15,Method C,MTUM,etf_proxy,0.15,rate_shock_2022,exact_net_2010_2026,-0.12425049223017393,-0.14961585619891582,0.025365363968741894,2.5365363968741894,-0.1309272233680795,-0.15318811081382866,0.022260887445749167,2.2260887445749167
Q008-C-Q002-10,Method C,Q002,direct_q_diagnostic,0.1,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.2538983834455697,0.284136674326545,-0.030238290880975294,-3.0238290880975294,-0.10406355698153202,-0.10890239353547282,0.004838836553940795,0.4838836553940795
Q008-C-Q002-10,Method C,Q002,direct_q_diagnostic,0.1,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.17806530604942927,0.19948106505096974,-0.02141575900154047,-2.141575900154047,-0.17136033245315996,-0.16916305005760357,-0.002197282395556388,-0.2197282395556388
Q008-C-Q002-10,Method C,Q002,direct_q_diagnostic,0.1,covid_2020_02_2020_03,exact_net_2010_2026,-0.07483867935105004,-0.07585940848689066,0.0010207291358406145,0.10207291358406145,-0.1668672461794518,-0.16475735041820638,-0.0021098957612454283,-0.21098957612454283
Q008-C-Q002-10,Method C,Q002,direct_q_diagnostic,0.1,rate_shock_2022,exact_net_2010_2026,-0.13622835040372439,-0.14961585619891582,0.013387505795191434,1.3387505795191434,-0.1401708710370485,-0.15318811081382866,0.013017239776780154,1.3017239776780154
Q008-C-Q002-15,Method C,Q002,direct_q_diagnostic,0.15,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.23890861095766747,0.284136674326545,-0.045228063368877525,-4.5228063368877525,-0.10151572364709371,-0.10890239353547282,0.007386669888379105,0.7386669888379105
Q008-C-Q002-15,Method C,Q002,direct_q_diagnostic,0.15,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.16728875345407568,0.19948106505096974,-0.03219231159689406,-3.2192311596894063,-0.1724570952054182,-0.16916305005760357,-0.003294045147814617,-0.3294045147814617
Q008-C-Q002-15,Method C,Q002,direct_q_diagnostic,0.15,covid_2020_02_2020_03,exact_net_2010_2026,-0.07432415557573602,-0.07585940848689066,0.0015352529111546387,0.15352529111546387,-0.16793133814510286,-0.16475735041820638,-0.0031739877268964767,-0.31739877268964767
Q008-C-Q002-15,Method C,Q002,direct_q_diagnostic,0.15,rate_shock_2022,exact_net_2010_2026,-0.12969669440692166,-0.14961585619891582,0.019919161791994155,1.9919161791994155,-0.13501468711651454,-0.15318811081382866,0.018173423697314117,1.8173423697314117
Q008-C-Q006-10,Method C,Q006,direct_q_diagnostic,0.1,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.2538983834455697,0.284136674326545,-0.030238290880975294,-3.0238290880975294,-0.10406355698153202,-0.10890239353547282,0.004838836553940795,0.4838836553940795
Q008-C-Q006-10,Method C,Q006,direct_q_diagnostic,0.1,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.17806530604942927,0.19948106505096974,-0.02141575900154047,-2.141575900154047,-0.17136033245315996,-0.16916305005760357,-0.002197282395556388,-0.2197282395556388
Q008-C-Q006-10,Method C,Q006,direct_q_diagnostic,0.1,covid_2020_02_2020_03,exact_net_2010_2026,-0.07569872106697018,-0.07585940848689066,0.00016068741992047997,0.016068741992047997,-0.16706115193083992,-0.16475735041820638,-0.002303801512633541,-0.2303801512633541
Q008-C-Q006-10,Method C,Q006,direct_q_diagnostic,0.1,rate_shock_2022,exact_net_2010_2026,-0.13052171117224587,-0.14961585619891582,0.01909414502666995,1.909414502666995,-0.1347375580485325,-0.15318811081382866,0.01845055276529617,1.8450552765296169
Q008-C-Q006-15,Method C,Q006,direct_q_diagnostic,0.15,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_h001_sleeve_as_spy,0.23890861095766747,0.284136674326545,-0.045228063368877525,-4.5228063368877525,-0.10151572364709371,-0.10890239353547282,0.007386669888379105,0.7386669888379105
Q008-C-Q006-15,Method C,Q006,direct_q_diagnostic,0.15,gfc_proxy_2008_2009,proxy_rescaled_missing_h001_sleeve_as_spy,0.16728875345407568,0.19948106505096974,-0.03219231159689406,-3.2192311596894063,-0.1724570952054182,-0.16916305005760357,-0.003294045147814617,-0.3294045147814617
Q008-C-Q006-15,Method C,Q006,direct_q_diagnostic,0.15,covid_2020_02_2020_03,exact_net_2010_2026,-0.07561933035967294,-0.07585940848689066,0.00024007812721771327,0.024007812721771327,-0.1682290626580234,-0.16475735041820638,-0.0034717122398170153,-0.3471712239817015
Q008-C-Q006-15,Method C,Q006,direct_q_diagnostic,0.15,rate_shock_2022,exact_net_2010_2026,-0.12102163788181564,-0.14961585619891582,0.028594218317100184,2.8594218317100184,-0.12803003493221132,-0.15318811081382866,0.025158075881617337,2.5158075881617337
