period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.21476707289130448,-0.15844891619035273,-0.03460513558149558,-0.02481532410329257,-0.44473873358615357,-0.4127558511328513,105,105
2018-2026,2018-01-01,2026-05-04,0.9731854305082974,1.176349718711517,0.0873585360015714,0.10056937092935647,-0.5757035067116882,-0.5643704392116577,150,150
