year,factor_macro_gate_mcap_net_total_return,kospi_buy_and_hold_net_total_return,cash_net_total_return,d001_factor_macro_gate_mcap_net_total_return,d009_minus_d001_factor_macro_gate_mcap_return
2021,-0.22170470373296847,0.13170240063376726,0.0,-0.035316520549102,-0.18638818318386646
2022,0.018878432119839417,-0.18442405395793326,0.0,0.0,0.018878432119839417
2023,0.05642068046552984,0.32798942042148993,0.0,-0.0177293971971159,0.07415007766264574
2024,0.13293859829828092,0.03498145528380325,0.0,0.0422472179791628,0.09069138031911811
2025,0.40705809777364754,1.0470047808035554,0.0,0.7666554035490463,-0.3595973057753987
2026,0.48079077511059354,0.7344109727369705,0.0,0.0,0.48079077511059354
