signal_date,mode,top_mean_forward_return,bottom_mean_forward_return,spread,spread_std,spread_t_stat,positive_spread_ratio,n_quarters
2017-03-31 00:00:00,universe,-0.031254226617507805,0.12853525957854978,-0.1597894861960576,,,,
2017-06-30 00:00:00,universe,-0.05485412373013725,0.01338785347050524,-0.06824197720064248,,,,
2017-12-28 00:00:00,universe,0.04991197639688642,-0.052392047852972225,0.10230402424985865,,,,
2019-06-28 00:00:00,universe,-0.0244149369462362,-0.05681013764907363,0.03239520070283743,,,,
2019-09-30 00:00:00,universe,-0.00926615494690628,-0.031945065540696226,0.022678910593789944,,,,
2019-12-30 00:00:00,universe,0.0010017099896353799,-0.24395551203712734,0.24495722202676273,,,,
2020-03-31 00:00:00,universe,0.22132466869329842,0.19590659425975784,0.025418074433540577,,,,
2020-06-30 00:00:00,universe,0.32706746352371213,0.12116377966722576,0.20590368385648639,,,,
2020-09-29 00:00:00,universe,0.12476714023217579,0.328482923871562,-0.20371578363938625,,,,
2020-12-30 00:00:00,universe,0.14005796410703225,0.05518412898010774,0.08487383512692451,,,,
2021-03-31 00:00:00,universe,0.5311674866610726,0.10221267530533958,0.42895481135573305,,,,
2021-06-30 00:00:00,universe,0.17590314510455096,0.05036612964482219,0.12553701545972878,,,,
2021-09-30 00:00:00,universe,-0.045876238323508824,-0.15275249679486813,0.10687625847135931,,,,
2021-12-30 00:00:00,universe,0.17725384656357407,0.0899607412156869,0.08729310534788717,,,,
2023-09-27 00:00:00,universe,0.22463212752978362,0.06719826811192844,0.15743385941785518,,,,
2023-12-28 00:00:00,universe,0.06003294837029829,0.11502521445826482,-0.05499226608796653,,,,
2024-03-29 00:00:00,universe,0.11774064977243695,0.006118121332277604,0.11162252844015935,,,,
2024-09-30 00:00:00,universe,-0.09262163393929701,-0.16773853453581722,0.07511690059652021,,,,
2025-06-30 00:00:00,universe,0.13481805766880675,0.05708013531197227,0.07773792235683448,,,,
2025-09-30 00:00:00,universe,0.5911861916178538,0.0481763756189985,0.5430098159988553,,,,
2025-12-30 00:00:00,universe,0.25995120515461567,0.04815615834279443,0.21179504681182124,,,,
2026-03-31 00:00:00,universe,0.6182295148496486,0.3969193864754306,0.22131012837421798,,,,
ALL,universe,0.15894358098780856,0.05083090687430314,0.1081126741135054,0.16850607316410904,3.009347858962799,0.8181818181818182,22.0
