period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.16390140001421405,-0.1581535369994984,-0.025738236221419464,-0.024765472903779062,-0.18209415439093968,-0.17866009410764305,10,10
2018-2026,2018-01-01,2026-05-04,0.11331568766819933,0.18780834746592578,0.013315427387381229,0.021435152638494825,-0.7166816287411188,-0.7080754075673512,100,100
