date,ticker,signal_value,signal_date,execution_date,included_in_trade
2017-03-31,006060,2.7658631366634143,2017-03-31,2017-04-03,True
2017-03-31,004720,2.0700563313709455,2017-03-31,2017-04-03,True
2017-03-31,105560,1.934865145966381,2017-03-31,2017-04-03,True
2017-03-31,000720,1.7348461407947482,2017-03-31,2017-04-03,True
2017-03-31,086790,1.5891468075811286,2017-03-31,2017-04-03,True
2017-06-30,093370,3.129508530011339,2017-06-30,2017-07-03,True
2017-06-30,009540,1.9532822141534858,2017-06-30,2017-07-03,True
2017-06-30,078930,1.9079394375181682,2017-06-30,2017-07-03,True
2017-06-30,005880,1.7807467554496053,2017-06-30,2017-07-03,True
2017-06-30,047040,1.6878678494769495,2017-06-30,2017-07-03,True
2017-12-28,012750,2.452873234756118,2017-12-28,2018-01-02,True
2017-12-28,003350,2.3022565524717074,2017-12-28,2018-01-02,True
2017-12-28,018880,2.202783390957847,2017-12-28,2018-01-02,True
2017-12-28,024110,1.96031809483227,2017-12-28,2018-01-02,True
2017-12-28,003230,1.94351018512725,2017-12-28,2018-01-02,True
2019-06-28,071050,3.223580032193376,2019-06-28,2019-07-01,True
2019-06-28,035720,2.121778060624762,2019-06-28,2019-07-01,True
2019-06-28,004060,2.0303266243173996,2019-06-28,2019-07-01,True
2019-06-28,000210,1.9689299298554126,2019-06-28,2019-07-01,True
2019-06-28,068270,1.7648087006108348,2019-06-28,2019-07-01,True
2019-09-30,316140,3.046104801204543,2019-09-30,2019-10-01,True
2019-09-30,004170,1.9635578477750015,2019-09-30,2019-10-01,True
2019-09-30,009320,1.8756155198012174,2019-09-30,2019-10-01,True
2019-09-30,071050,1.8371587207346716,2019-09-30,2019-10-01,True
2019-09-30,010130,1.8099032613102835,2019-09-30,2019-10-01,True
2019-12-30,204320,2.5592081187217524,2019-12-30,2020-01-02,True
2019-12-30,000990,2.094899992510148,2019-12-30,2020-01-02,True
2019-12-30,267250,2.0711585965329236,2019-12-30,2020-01-02,True
2019-12-30,180640,1.9646842169246572,2019-12-30,2020-01-02,True
2019-12-30,009150,1.9383199886721847,2019-12-30,2020-01-02,True
2020-03-31,180640,2.9857863557873627,2020-03-31,2020-04-01,True
2020-03-31,068270,2.7103209055072144,2020-03-31,2020-04-01,True
2020-03-31,011000,2.0946354021300304,2020-03-31,2020-04-01,True
2020-03-31,064350,2.031504043971056,2020-03-31,2020-04-01,True
2020-03-31,068290,2.015291765162681,2020-03-31,2020-04-01,True
2020-06-30,007860,3.2644831213956684,2020-06-30,2020-07-01,True
2020-06-30,123690,2.6819604761536024,2020-06-30,2020-07-01,True
2020-06-30,035720,2.0658110499316567,2020-06-30,2020-07-01,True
2020-06-30,336260,1.8925443886753859,2020-06-30,2020-07-01,True
