period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.11661799898223335,0.12412305396897727,0.016197248359627325,0.01718930891618453,-0.05846763252814613,-0.05849643220573586,10,10
2018-2026,2018-01-01,2026-05-04,1.921776343004756,2.121665692618507,0.14124912539048418,0.15059356725311357,-0.3968185249283369,-0.3907747029788272,100,100
