variant,stress_window,measurement_type,total_return,baseline_total_return,delta_total_return,delta_return_pp,daily_max_drawdown,baseline_daily_max_drawdown,delta_daily_max_drawdown,delta_mdd_pp,proxy_excluded_sleeves
K001-A,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_sleeves,0.27085308264906605,0.28413667432654344,-0.013283591677477391,-1.328359167747739,-0.10806628602052948,-0.10890239353547293,0.0008361075149434516,0.08361075149434516,H001
K001-A,gfc_proxy_2008_2009,proxy_rescaled_missing_sleeves,0.2025150380534575,0.2004237740934991,0.0020912639599584004,0.20912639599584004,-0.16864148476828045,-0.16916305005760346,0.0005215652893230116,0.05215652893230116,H001
K001-A,covid_2020_02_2020_03,exact,-0.07723330965301989,-0.07525460211309709,-0.001978707539922797,-0.1978707539922797,-0.1623415347896695,-0.1640771572257288,0.001735622436059292,0.1735622436059292,
K001-A,rate_shock_2022,exact,-0.1372237919004824,-0.1464217505023201,0.009197958601837697,0.9197958601837697,-0.14085971510527906,-0.15053429530939644,0.009674580204117378,0.9674580204117378,
K001-B,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_sleeves,0.25798552205032044,0.28413667432654344,-0.026151152276223,-2.6151152276223,-0.10722212616948756,-0.10890239353547293,0.0016802673659853662,0.16802673659853662,H001
K001-B,gfc_proxy_2008_2009,proxy_rescaled_missing_sleeves,0.2044742044224337,0.2004237740934991,0.0040504303289345955,0.40504303289345955,-0.1681326290995936,-0.16916305005760346,0.00103042095800987,0.103042095800987,H001
K001-B,covid_2020_02_2020_03,exact,-0.07921507731456001,-0.07525460211309709,-0.003960475201462921,-0.3960475201462921,-0.16202588778383187,-0.1640771572257288,0.00205126944189693,0.20512694418969302,
K001-B,rate_shock_2022,exact,-0.12796468673503203,-0.1464217505023201,0.018457063767288062,1.8457063767288062,-0.1311167218224828,-0.15053429530939644,0.019417573486913642,1.9417573486913642,
K001-C,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_sleeves,0.27974745783856214,0.28413667432654344,-0.004389216487981296,-0.43892164879812956,-0.10485097768244833,-0.10890239353547293,0.004051415853024598,0.4051415853024598,H001
K001-C,gfc_proxy_2008_2009,proxy_rescaled_missing_sleeves,0.1876566035709355,0.2004237740934991,-0.012767170522563598,-1.2767170522563598,-0.17070694072977288,-0.16916305005760346,-0.0015438906721694234,-0.15438906721694234,H001
K001-C,covid_2020_02_2020_03,exact,-0.08047949265370224,-0.07525460211309709,-0.005224890540605154,-0.5224890540605154,-0.1675083840473427,-0.1640771572257288,-0.0034312268216138975,-0.34312268216138975,
K001-C,rate_shock_2022,exact,-0.13571317050206277,-0.1464217505023201,0.010708580000257317,1.0708580000257317,-0.13929528013899983,-0.15053429530939644,0.011239015170396605,1.1239015170396605,
K001-D,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_sleeves,0.27542387387751055,0.28413667432654344,-0.008712800449032887,-0.8712800449032887,-0.10183591385369306,-0.10890239353547293,0.007066479681779869,0.7066479681779869,H001
K001-D,gfc_proxy_2008_2009,proxy_rescaled_missing_sleeves,0.1751780355953172,0.2004237740934991,-0.025245738498181902,-2.52457384981819,-0.17222053042144192,-0.16916305005760346,-0.0030574803638384607,-0.30574803638384607,H001
K001-D,covid_2020_02_2020_03,exact,-0.08567787011922023,-0.07525460211309709,-0.010423268006123143,-1.0423268006123143,-0.1744850725865955,-0.1640771572257288,-0.010407915360866715,-1.0407915360866715,
K001-D,rate_shock_2022,exact,-0.12492230837388607,-0.1464217505023201,0.02149944212843402,2.149944212843402,-0.12830398359413986,-0.15053429530939644,0.02223031171525658,2.223031171525658,
K001-E,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_sleeves,0.2777363581975607,0.28413667432654344,-0.00640031612898273,-0.640031612898273,-0.10802498741098188,-0.10890239353547293,0.0008774061244910536,0.08774061244910536,H001
K001-E,gfc_proxy_2008_2009,proxy_rescaled_missing_sleeves,0.19773414202822948,0.2004237740934991,-0.0026896320652696204,-0.26896320652696204,-0.1713262819577952,-0.16916305005760346,-0.002163231900191742,-0.21632319001917422,H001
K001-E,covid_2020_02_2020_03,exact,-0.07607735118842662,-0.07525460211309709,-0.0008227490753295319,-0.08227490753295319,-0.1643358582495984,-0.1640771572257288,-0.0002587010238696008,-0.02587010238696008,
K001-E,rate_shock_2022,exact,-0.13743572164505924,-0.1464217505023201,0.008986028857260853,0.8986028857260853,-0.1414350587881088,-0.15053429530939644,0.009099236521287635,0.9099236521287635,
K001-F,dot_com_proxy_2002_07_2003_12,proxy_rescaled_missing_sleeves,0.2714861609154904,0.28413667432654344,-0.012650513411053055,-1.2650513411053055,-0.10716309347431852,-0.10890239353547293,0.001739300061154414,0.1739300061154414,H001
K001-F,gfc_proxy_2008_2009,proxy_rescaled_missing_sleeves,0.19506168869585028,0.2004237740934991,-0.005362085397648819,-0.5362085397648819,-0.1734345268055233,-0.16916305005760346,-0.0042714767479198334,-0.42714767479198334,H001
K001-F,covid_2020_02_2020_03,exact,-0.07690308068139518,-0.07525460211309709,-0.001648478568298084,-0.1648478568298084,-0.16513579981620996,-0.1640771572257288,-0.0010586425904811625,-0.10586425904811625,
K001-F,rate_shock_2022,exact,-0.12838210566501362,-0.1464217505023201,0.018039644837306468,1.8039644837306468,-0.1322663794441169,-0.15053429530939644,0.018267915865279538,1.8267915865279538,
