period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.2403692106606221,0.2488558291225731,0.11689910662167491,0.12081467977724292,-0.04658520491128293,-0.0466295665722366,10,10
2018-2026,2018-01-01,2026-05-04,0.4896091710559092,0.5232462384984913,0.14577111996501801,0.15454085955395058,-0.3097538927908484,-0.30970593196514484,35,35
