date,nav,n_positions
2012-05-07,1.0,30
2012-05-08,0.9944533664667263,30
2012-05-09,0.9876580579136812,30
2012-05-10,0.9874440460935752,30
2012-05-11,0.9923746378739312,30
2012-05-14,0.9858137405590469,30
2012-05-15,0.9838136690092,30
2012-05-16,0.979317377129551,30
2012-05-17,0.9657706905462566,30
2012-05-18,0.9567917098840529,30
2012-05-21,0.9723057565776096,30
2012-05-22,0.9704231973405847,30
2012-05-23,0.9723531843156665,30
2012-05-24,0.9743550776569869,30
2012-05-25,0.9724955200124256,30
2012-05-29,0.9829089021974877,30
2012-05-30,0.9692900972405784,30
2012-05-31,0.9660593542382958,30
2012-06-01,0.9431103782787134,30
2012-06-04,0.9496250099927356,30
2012-06-05,0.952163165533642,30
2012-06-06,0.9719765873308164,30
2012-06-07,0.9712104472811612,30
2012-06-08,0.9786131407737282,30
2012-06-11,0.9685446014875044,30
2012-06-12,0.9773564191658587,30
2012-06-13,0.9698658086565792,30
2012-06-14,0.9810828905623097,30
2012-06-15,0.9920862118763476,30
2012-06-18,0.9976360112783078,30
2012-06-19,1.0069878055463002,30
2012-06-20,1.0028712736145937,30
2012-06-21,0.9837276212338661,30
2012-06-22,0.99348613301612,30
2012-06-25,0.9788296402781432,30
2012-06-26,0.9839146518714686,30
2012-06-27,0.9890618238703462,30
2012-06-28,0.983327698206252,30
2012-06-29,1.0014699110302805,30
2012-07-02,0.9998540933328899,30
2012-07-03,1.0043599120938334,30
2012-07-05,1.0060042789299852,30
2012-07-06,0.9968436647439048,30
2012-07-09,0.9972048747880814,30
2012-07-10,0.9897160145807855,30
2012-07-11,0.9872145346783993,30
2012-07-12,0.9837761231849221,30
2012-07-13,0.999660759069462,30
2012-07-16,0.996885902800554,30
2012-07-17,1.0039031179591402,30
2012-07-18,1.0129538295295546,30
2012-07-19,1.0137413907954669,30
2012-07-20,1.0012198511842192,30
2012-07-23,0.9880587417427678,30
2012-07-24,0.978154419186652,30
2012-07-25,0.9685578372724016,30
2012-07-26,0.9819070913523977,30
2012-07-27,0.9997990174645198,30
2012-07-30,0.9978435879307253,30
2012-07-31,0.9897264661595067,30
2012-08-01,0.9860976549973695,30
2012-08-02,0.9786126078555404,30
2012-08-03,0.9957874090024431,30
2012-08-06,0.998167714951561,30
2012-08-07,1.0053436019435849,30
2012-08-08,1.0057150959722077,30
2012-08-09,1.004113953595647,30
2012-08-10,1.0089687371337,30
2012-08-13,1.0063741669150457,30
2012-08-14,1.010350029237972,30
2012-08-15,1.0148449916779245,30
2012-08-16,1.0192487696326313,30
2012-08-17,1.0168821019373335,30
2012-08-20,1.01587042244746,30
2012-08-21,1.0128201850138763,30
2012-08-22,1.013131285894805,30
2012-08-23,1.0070637197277579,30
2012-08-24,1.0142117697163104,30
2012-08-27,1.0131007730901425,30
2012-08-28,1.013413588377675,30
