period,strategy,total_return,cagr,sharpe,mdd,excess_cagr_vs_spy,information_ratio_vs_spy
2010_2015,Q006_qvsy_top30,0.8510063687534268,0.18378102145042963,1.4138709664324867,-0.11459262851649632,0.04505923638374565,1.0188478387631033
2010_2015,SPY_100,0.6065684968621825,0.13872178506668398,1.0741373143123445,-0.11910251118366189,0.0,
2016_2020,Q006_qvsy_top30,1.68061533880558,0.21842720928666726,1.1143401468243375,-0.28375243756056867,0.06391527456606805,1.1082237190053075
2016_2020,SPY_100,1.048504450161301,0.1545119347205992,0.8567256647584708,-0.3371724026026579,0.0,
2021_2026,Q006_qvsy_top30,1.3669280901163843,0.17416775681356245,1.0616019925640774,-0.23847917302010024,0.02037332362011046,0.24478709222700806
2021_2026,SPY_100,1.1547299922550294,0.15379443319345198,0.9338963540075906,-0.24496367371052574,0.0,
